"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Southington School District","Hatton Elementary School","=""1310211""","Non-Special Education","*"
"Southington School District","Hatton Elementary School","=""1310211""","Special Education","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Non-Special Education",6.0
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Special Education",9.5
"Southington School District","Plantsville Elementary School","=""1310611""","Non-Special Education","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Special Education","*"
"Southington School District","South End Elementary School","=""1310711""","Non-Special Education","*"
"Southington School District","South End Elementary School","=""1310711""","Special Education","*"
"Southington School District","Southington High School","=""1316211""","Non-Special Education",9.0
"Southington School District","Southington High School","=""1316211""","Special Education",25.9
"Southington School District","Strong Elementary School","=""1310811""","Non-Special Education","*"
"Southington School District","Strong Elementary School","=""1310811""","Special Education","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Non-Special Education","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Special Education","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Non-Special Education",2.9
"Southington School District","Urbin T. Kelley School","=""1311411""","Special Education",0.0
"Sprague School District","Sayles School","=""1330111""","Non-Special Education","*"
"Sprague School District","Sayles School","=""1330111""","Special Education","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Non-Special Education",4.3
"Stafford School District","Stafford Elementary School","=""1340611""","Special Education",11.5
"Stafford School District","Stafford High School","=""1346111""","Non-Special Education",7.5
"Stafford School District","Stafford High School","=""1346111""","Special Education",22.2
"Stafford School District","Stafford Middle School","=""1345211""","Non-Special Education","*"
"Stafford School District","Stafford Middle School","=""1345211""","Special Education","*"
"Stafford School District","Staffordville School","=""1340311""","Non-Special Education","*"
"Stafford School District","Staffordville School","=""1340311""","Special Education","*"
"Stafford School District","West Stafford School","=""1340411""","Non-Special Education","*"
"Stafford School District","West Stafford School","=""1340411""","Special Education","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Non-Special Education","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Special Education","*"
"Stamford School District","Cloonan School","=""1355611""","Non-Special Education",19.7
"Stamford School District","Cloonan School","=""1355611""","Special Education",29.0
"Stamford School District","Davenport Ridge School","=""1352011""","Non-Special Education","*"
"Stamford School District","Davenport Ridge School","=""1352011""","Special Education","*"
"Stamford School District","Dolan School","=""1355311""","Non-Special Education",14.3
"Stamford School District","Dolan School","=""1355311""","Special Education",17.1
"Stamford School District","Hart School","=""1352211""","Non-Special Education",11.1
"Stamford School District","Hart School","=""1352211""","Special Education",14.9
"Stamford School District","Julia A. Stark School","=""1351211""","Non-Special Education",7.8
"Stamford School District","Julia A. Stark School","=""1351211""","Special Education",19.4
"Stamford School District","K. T. Murphy School","=""1350511""","Non-Special Education",12.1
"Stamford School District","K. T. Murphy School","=""1350511""","Special Education",18.0
"Stamford School District","Newfield School","=""1350611""","Non-Special Education",13.7
"Stamford School District","Newfield School","=""1350611""","Special Education",15.4
"Stamford School District","Northeast School","=""1351811""","Non-Special Education",8.9
"Stamford School District","Northeast School","=""1351811""","Special Education",12.5
"Stamford School District","Rippowam Middle School","=""1355811""","Non-Special Education",20.1
"Stamford School District","Rippowam Middle School","=""1355811""","Special Education",28.2
"Stamford School District","Rogers International School","=""1350811""","Non-Special Education",7.9
"Stamford School District","Rogers International School","=""1350811""","Special Education",15.4
"Stamford School District","Roxbury School","=""1350911""","Non-Special Education",14.6
"Stamford School District","Roxbury School","=""1350911""","Special Education",19.8
"Stamford School District","Scofield Middle School","=""1355711""","Non-Special Education","*"
"Stamford School District","Scofield Middle School","=""1355711""","Special Education","*"
"Stamford School District","Springdale School","=""1351111""","Non-Special Education",8.5
"Stamford School District","Springdale School","=""1351111""","Special Education",12.5
"Stamford School District","Stamford High School","=""1356111""","Non-Special Education",13.2
"Stamford School District","Stamford High School","=""1356111""","Special Education",19.4
"Stamford School District","Stillmeadow School","=""1352111""","Non-Special Education",10.3
"Stamford School District","Stillmeadow School","=""1352111""","Special Education",31.9
"Stamford School District","The Academy of Information Technology","=""1356411""","Non-Special Education",18.1
"Stamford School District","The Academy of Information Technology","=""1356411""","Special Education",18.5
"Stamford School District","Toquam Magnet School","=""1351911""","Non-Special Education",12.6
"Stamford School District","Toquam Magnet School","=""1351911""","Special Education",27.3
"Stamford School District","Turn of River School","=""1355511""","Non-Special Education",14.6
"Stamford School District","Turn of River School","=""1355511""","Special Education",24.1
"Stamford School District","Westhill High School","=""1356311""","Non-Special Education",23.7
"Stamford School District","Westhill High School","=""1356311""","Special Education",34.6
"Stamford School District","Westover School","=""1351411""","Non-Special Education",9.0
"Stamford School District","Westover School","=""1351411""","Special Education",12.2
"Sterling School District","Sterling Community School","=""1360311""","Non-Special Education",3.1
"Sterling School District","Sterling Community School","=""1360311""","Special Education",17.2
"Stonington School District","Deans Mill School","=""1370511""","Non-Special Education","*"
"Stonington School District","Deans Mill School","=""1370511""","Special Education","*"
"Stonington School District","Mystic Middle School","=""1375211""","Non-Special Education",7.0
"Stonington School District","Mystic Middle School","=""1375211""","Special Education",10.7
"Stonington School District","Pawcatuck Middle School","=""1375111""","Non-Special Education","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Special Education","*"
"Stonington School District","Stonington High School","=""1376111""","Non-Special Education",3.5
"Stonington School District","Stonington High School","=""1376111""","Special Education",25.0
"Stonington School District","West Broad Street School","=""1370411""","Non-Special Education","*"
"Stonington School District","West Broad Street School","=""1370411""","Special Education","*"
"Stonington School District","West Vine Street School","=""1370611""","Non-Special Education","*"
"Stonington School District","West Vine Street School","=""1370611""","Special Education","*"
"Stratford School District","Eli Whitney School","=""1381311""","Non-Special Education",7.6
"Stratford School District","Eli Whitney School","=""1381311""","Special Education","*"
"Stratford School District","Bunnell High School","=""1386211""","Non-Special Education",15.8
"Stratford School District","Bunnell High School","=""1386211""","Special Education",21.3
"Stratford School District","Chapel School","=""1380311""","Non-Special Education",7.5
"Stratford School District","Chapel School","=""1380311""","Special Education",16.7
"Stratford School District","David Wooster Middle School","=""1385211""","Non-Special Education",12.2
"Stratford School District","David Wooster Middle School","=""1385211""","Special Education",28.1
"Stratford School District","Franklin School","=""1380411""","Non-Special Education",12.1
"Stratford School District","Franklin School","=""1380411""","Special Education",23.7
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Non-Special Education",12.7
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Special Education",31.6
"Stratford School District","Honeyspot School","=""1381611""","Non-Special Education","*"
"Stratford School District","Honeyspot School","=""1381611""","Special Education","*"
"Stratford School District","Lordship School","=""1380811""","Non-Special Education","*"
"Stratford School District","Lordship School","=""1380811""","Special Education","*"
"Stratford School District","Nichols School","=""1380911""","Non-Special Education","*"
"Stratford School District","Nichols School","=""1380911""","Special Education","*"
"Stratford School District","Second Hill Lane School","=""1381011""","Non-Special Education","*"
"Stratford School District","Second Hill Lane School","=""1381011""","Special Education","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Non-Special Education",5.5
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Special Education",18.9
"Stratford School District","Stratford High School","=""1386111""","Non-Special Education",18.6
"Stratford School District","Stratford High School","=""1386111""","Special Education",26.8
"Stratford School District","Wilcoxson School","=""1381411""","Non-Special Education","*"
"Stratford School District","Wilcoxson School","=""1381411""","Special Education","*"
"Stratford School District","Secondary STEPS Program","=""1389111""","Special Education","*"
"Stratford School District","Strive-Stratford","=""1389011""","Special Education","*"
"Suffield School District","A. Ward Spaulding School","=""1390411""","Non-Special Education","*"
"Suffield School District","A. Ward Spaulding School","=""1390411""","Special Education","*"
"Suffield School District","McAlister Intermediate School","=""1390311""","Non-Special Education","*"
"Suffield School District","McAlister Intermediate School","=""1390311""","Special Education","*"
"Suffield School District","Suffield High School","=""1396111""","Non-Special Education",5.0
"Suffield School District","Suffield High School","=""1396111""","Special Education",10.7
"Suffield School District","Suffield Middle School","=""1395111""","Non-Special Education","*"
"Suffield School District","Suffield Middle School","=""1395111""","Special Education","*"
"The Bridge Academy District","The Bridge Academy","=""2696113""","Non-Special Education","*"
"The Bridge Academy District","The Bridge Academy","=""2696113""","Special Education","*"
"The Gilbert School District","The Gilbert School","=""9026122""","Non-Special Education",14.1
"The Gilbert School District","The Gilbert School","=""9026122""","Special Education",19.7
"Thomaston School District","Black Rock School","=""1400111""","Non-Special Education",10.0
"Thomaston School District","Black Rock School","=""1400111""","Special Education","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Non-Special Education","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Special Education","*"
"Thomaston School District","Thomaston High School","=""1406211""","Non-Special Education",4.3
"Thomaston School District","Thomaston High School","=""1406211""","Special Education",10.9
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Non-Special Education",9.5
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Special Education",14.0
"Thompson School District","Thompson Middle School","=""1415111""","Non-Special Education","*"
"Thompson School District","Thompson Middle School","=""1415111""","Special Education","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Non-Special Education","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Special Education","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Non-Special Education","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Special Education","*"
"Tolland School District","Tolland High School","=""1426111""","Non-Special Education",7.0
"Tolland School District","Tolland High School","=""1426111""","Special Education",11.1
"Tolland School District","Tolland Intermediate School","=""1420211""","Non-Special Education","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","Special Education","*"
"Tolland School District","Tolland Middle School","=""1425111""","Non-Special Education",5.0
"Tolland School District","Tolland Middle School","=""1425111""","Special Education",11.1
"Torrington School District","East School","=""1430111""","Non-Special Education",6.0
"Torrington School District","East School","=""1430111""","Special Education","*"
"Torrington School District","Forbes School","=""1430211""","Non-Special Education",10.7
"Torrington School District","Forbes School","=""1430211""","Special Education",11.3
"Torrington School District","Southwest School","=""1430811""","Non-Special Education","*"
"Torrington School District","Southwest School","=""1430811""","Special Education","*"
"Torrington School District","Torringford School","=""1430911""","Non-Special Education",5.0
"Torrington School District","Torringford School","=""1430911""","Special Education",10.7
"Torrington School District","Torrington High School","=""1436111""","Non-Special Education",20.2
"Torrington School District","Torrington High School","=""1436111""","Special Education",42.1
"Torrington School District","Torrington Middle School","=""1435111""","Non-Special Education",13.6
"Torrington School District","Torrington Middle School","=""1435111""","Special Education",21.9
"Torrington School District","Vogel-Wetmore School","=""1431311""","Non-Special Education",7.0
"Torrington School District","Vogel-Wetmore School","=""1431311""","Special Education",17.0
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Non-Special Education","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Special Education","*"
"Trumbull School District","Booth Hill School","=""1440111""","Non-Special Education",3.3
"Trumbull School District","Booth Hill School","=""1440111""","Special Education","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Non-Special Education","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Special Education","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Non-Special Education","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Special Education","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Non-Special Education",8.4
"Trumbull School District","Hillcrest Middle School","=""1445211""","Special Education",9.8
"Trumbull School District","Jane Ryan School","=""1440411""","Non-Special Education","*"
"Trumbull School District","Jane Ryan School","=""1440411""","Special Education","*"
"Trumbull School District","Madison Middle School","=""1445111""","Non-Special Education",6.0
"Trumbull School District","Madison Middle School","=""1445111""","Special Education",16.1
"Trumbull School District","Middlebrook School","=""1440311""","Non-Special Education",3.6
"Trumbull School District","Middlebrook School","=""1440311""","Special Education","*"
"Trumbull School District","Tashua School","=""1440911""","Non-Special Education",1.8
"Trumbull School District","Tashua School","=""1440911""","Special Education",0.0
"Trumbull School District","Trumbull High School","=""1446111""","Non-Special Education",1.5
"Trumbull School District","Trumbull High School","=""1446111""","Special Education",7.1
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Non-Special Education","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Special Education","*"
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","Non-Special Education","*"
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","Special Education","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Non-Special Education","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Special Education","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Non-Special Education","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Special Education","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Non-Special Education","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Special Education","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Non-Special Education","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Special Education","*"
"Unified School District #1","Hartford Correctional Center","=""3360615""","Non-Special Education","*"
"Unified School District #1","Hartford Correctional Center","=""3360615""","Special Education","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Non-Special Education","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Special Education","*"
"Unified School District #1","Manson Youth Institution","=""3361115""","Non-Special Education",70.6
"Unified School District #1","Manson Youth Institution","=""3361115""","Special Education",21.6
"Unified School District #1","New Haven Correctional Center","=""3360915""","Non-Special Education","*"
"Unified School District #1","New Haven Correctional Center","=""3360915""","Special Education","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","Non-Special Education","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","Special Education","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Non-Special Education","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Special Education","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Non-Special Education","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Special Education","*"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Non-Special Education","*"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Special Education","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Non-Special Education","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Special Education","*"
"Unified School District #2","Children''s Place School","=""3470115""","Non-Special Education","*"
"Unified School District #2","Children''s Place School","=""3470115""","Special Education","*"
"Unified School District #2","Riverview School","=""3470315""","Non-Special Education","*"
"Unified School District #2","Riverview School","=""3470315""","Special Education","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","Non-Special Education",0.0
"Unified School District #2","Walter G. Cady School","=""3476715""","Special Education","*"
"Union School District","Union Elementary School","=""1450111""","Non-Special Education","*"
"Union School District","Union Elementary School","=""1450111""","Special Education","*"
"Vernon School District","Northeast School","=""1460311""","Non-Special Education",6.1
"Vernon School District","Northeast School","=""1460311""","Special Education",16.7
"Vernon School District","Center Road School","=""1461411""","Non-Special Education","*"
"Vernon School District","Center Road School","=""1461411""","Special Education","*"
"Vernon School District","Lake Street School","=""1460111""","Non-Special Education","*"
"Vernon School District","Lake Street School","=""1460111""","Special Education",0.0
"Vernon School District","Maple Street School","=""1460211""","Non-Special Education","*"
"Vernon School District","Maple Street School","=""1460211""","Special Education","*"
"Vernon School District","Rockville High School","=""1466111""","Non-Special Education",12.4
"Vernon School District","Rockville High School","=""1466111""","Special Education",29.5
"Vernon School District","Skinner Road School","=""1461011""","Non-Special Education","*"
"Vernon School District","Skinner Road School","=""1461011""","Special Education","*"
"Vernon School District","Vernon Center Middle School","=""1465111""","Non-Special Education",4.5
"Vernon School District","Vernon Center Middle School","=""1465111""","Special Education",10.3
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Special Education","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Non-Special Education","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Special Education","*"
"Wallingford School District","Highland School","=""1480211""","Non-Special Education",10.6
"Wallingford School District","Highland School","=""1480211""","Special Education",25.0
"Wallingford School District","Cook Hill School","=""1481011""","Non-Special Education",12.2
"Wallingford School District","Cook Hill School","=""1481011""","Special Education",23.1
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Non-Special Education",7.5
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Special Education",18.0
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Non-Special Education","*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Special Education","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Non-Special Education",9.0
"Wallingford School District","James H. Moran Middle School","=""1485311""","Special Education",20.5
"Wallingford School District","Lyman Hall High School","=""1486111""","Non-Special Education",7.1
"Wallingford School District","Lyman Hall High School","=""1486111""","Special Education",17.9
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Non-Special Education",6.0
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Special Education",16.9
"Wallingford School District","Moses Y. Beach School","=""1480111""","Non-Special Education","*"
"Wallingford School District","Moses Y. Beach School","=""1480111""","Special Education","*"
"Wallingford School District","Parker Farms School","=""1480311""","Non-Special Education",12.7
"Wallingford School District","Parker Farms School","=""1480311""","Special Education",15.4
"Wallingford School District","Pond Hill School","=""1481211""","Non-Special Education",15.9
"Wallingford School District","Pond Hill School","=""1481211""","Special Education",22.2
"Wallingford School District","Rock Hill School","=""1480411""","Non-Special Education",12.7
"Wallingford School District","Rock Hill School","=""1480411""","Special Education",15.0
"Wallingford School District","Yalesville School","=""1480811""","Non-Special Education","*"
"Wallingford School District","Yalesville School","=""1480811""","Special Education","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Special Education","*"
"Wallingford School District","Harvest Park","=""1489211""","Special Education","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Special Education","*"
"Waterbury School District","West Side Middle School","=""1515211""","Non-Special Education",18.8
"Waterbury School District","West Side Middle School","=""1515211""","Special Education",34.3
"Waterbury School District","Washington School","=""1512311""","Non-Special Education",13.6
"Waterbury School District","Washington School","=""1512311""","Special Education","*"
"Waterbury School District","B. W. Tinker School","=""1512111""","Non-Special Education",7.6
"Waterbury School District","B. W. Tinker School","=""1512111""","Special Education",15.7
"Waterbury School District","Bucks Hill School","=""1510511""","Non-Special Education",9.8
"Waterbury School District","Bucks Hill School","=""1510511""","Special Education",23.3
"Waterbury School District","Bunker Hill School","=""1510611""","Non-Special Education",16.2
"Waterbury School District","Bunker Hill School","=""1510611""","Special Education",31.6
"Waterbury School District","Carrington School","=""1512711""","Non-Special Education",10.5
"Waterbury School District","Carrington School","=""1512711""","Special Education",19.5
"Waterbury School District","Crosby High School","=""1516211""","Non-Special Education",30.3
"Waterbury School District","Crosby High School","=""1516211""","Special Education",39.0
"Waterbury School District","Driggs School","=""1510911""","Non-Special Education",17.6
"Waterbury School District","Driggs School","=""1510911""","Special Education",23.6
"Waterbury School District","Duggan School","=""1511611""","Non-Special Education",9.4
"Waterbury School District","Duggan School","=""1511611""","Special Education",19.8
"Waterbury School District","Enlightenment School","=""1519111""","Non-Special Education",94.1
"Waterbury School District","Enlightenment School","=""1519111""","Special Education",93.2
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Non-Special Education",14.0
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Special Education",26.5
"Waterbury School District","Gilmartin School","=""1512611""","Non-Special Education",12.1
"Waterbury School District","Gilmartin School","=""1512611""","Special Education",6.9
"Waterbury School District","H. S. Chase School","=""1510711""","Non-Special Education",9.0
"Waterbury School District","H. S. Chase School","=""1510711""","Special Education",11.0
"Waterbury School District","Hopeville School","=""1511311""","Non-Special Education",13.1
"Waterbury School District","Hopeville School","=""1511311""","Special Education",23.7
"Waterbury School District","John F. Kennedy High School","=""1516411""","Non-Special Education",25.2
"Waterbury School District","John F. Kennedy High School","=""1516411""","Special Education",40.0
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Non-Special Education","*"
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Special Education","*"
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Non-Special Education",10.6
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Special Education",11.0
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Non-Special Education",17.2
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Special Education",33.6
"Waterbury School District","North End Middle School","=""1515311""","Non-Special Education",20.2
"Waterbury School District","North End Middle School","=""1515311""","Special Education",30.9
"Waterbury School District","Reed School","=""1513411""","Non-Special Education",13.7
"Waterbury School District","Reed School","=""1513411""","Special Education",22.8
"Waterbury School District","Regan School","=""1512811""","Non-Special Education","*"
"Waterbury School District","Regan School","=""1512811""","Special Education","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Non-Special Education","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Special Education","*"
"Waterbury School District","Sprague School","=""1512011""","Non-Special Education",19.3
"Waterbury School District","Sprague School","=""1512011""","Special Education",28.8
"Waterbury School District","Walsh School","=""1512211""","Non-Special Education",15.7
"Waterbury School District","Walsh School","=""1512211""","Special Education",27.2
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Non-Special Education",17.2
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Special Education",25.0
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Non-Special Education","*"
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Special Education","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","Non-Special Education","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","Special Education","*"
"Waterbury School District","Wilby High School","=""1516311""","Non-Special Education",35.5
"Waterbury School District","Wilby High School","=""1516311""","Special Education",43.4
"Waterbury School District","Woodrow Wilson School","=""1513211""","Non-Special Education",16.2
"Waterbury School District","Woodrow Wilson School","=""1513211""","Special Education",28.0
"Waterbury School District","State Street School","=""1519011""","Special Education",83.3
"Waterford School District","Clark Lane Middle School","=""1525111""","Non-Special Education",6.2
"Waterford School District","Clark Lane Middle School","=""1525111""","Special Education",6.7
"Waterford School District","Great Neck Elementary School","=""1520211""","Non-Special Education",3.3
"Waterford School District","Great Neck Elementary School","=""1520211""","Special Education",0.0
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Non-Special Education","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Special Education","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Non-Special Education","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Special Education","*"
"Waterford School District","Waterford High School","=""1526111""","Non-Special Education",12.1
"Waterford School District","Waterford High School","=""1526111""","Special Education",21.4
"Watertown School District","Fletcher W. Judson School","=""1530311""","Non-Special Education","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Special Education","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Non-Special Education",5.5
"Watertown School District","John Trumbull Primary School","=""1530211""","Special Education",11.3
"Watertown School District","Polk School","=""1530411""","Non-Special Education","*"
"Watertown School District","Polk School","=""1530411""","Special Education","*"
"Watertown School District","Swift Middle School","=""1535111""","Non-Special Education",4.2
"Watertown School District","Swift Middle School","=""1535111""","Special Education",8.8
"Watertown School District","Watertown High School","=""1536111""","Non-Special Education",21.0
"Watertown School District","Watertown High School","=""1536111""","Special Education",39.6
"West Hartford School District","Smith School","=""1551711""","Non-Special Education",7.6
"West Hartford School District","Smith School","=""1551711""","Special Education","*"
"West Hartford School District","Aiken School","=""1551611""","Non-Special Education","*"
"West Hartford School District","Aiken School","=""1551611""","Special Education","*"
"West Hartford School District","Braeburn School","=""1550211""","Non-Special Education","*"
"West Hartford School District","Braeburn School","=""1550211""","Special Education","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Non-Special Education","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Special Education","*"
"West Hartford School District","Bugbee School","=""1550411""","Non-Special Education",2.2
"West Hartford School District","Bugbee School","=""1550411""","Special Education",0.0
"West Hartford School District","Charter Oak International Academy","=""1550511""","Non-Special Education","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""","Special Education","*"
"West Hartford School District","Conard High School","=""1556111""","Non-Special Education",6.5
"West Hartford School District","Conard High School","=""1556111""","Special Education",12.6
"West Hartford School District","Duffy School","=""1550611""","Non-Special Education","*"
"West Hartford School District","Duffy School","=""1550611""","Special Education","*"
"West Hartford School District","Hall High School","=""1556211""","Non-Special Education",6.3
"West Hartford School District","Hall High School","=""1556211""","Special Education",12.7
"West Hartford School District","King Philip Middle School","=""1555111""","Non-Special Education",5.1
"West Hartford School District","King Philip Middle School","=""1555111""","Special Education",14.5
"West Hartford School District","Morley School","=""1550911""","Non-Special Education","*"
"West Hartford School District","Morley School","=""1550911""","Special Education","*"
"West Hartford School District","Norfeldt School","=""1551011""","Non-Special Education",2.8
"West Hartford School District","Norfeldt School","=""1551011""","Special Education",12.2
"West Hartford School District","Sedgwick Middle School","=""1555211""","Non-Special Education",7.1
"West Hartford School District","Sedgwick Middle School","=""1555211""","Special Education",17.0
"West Hartford School District","Webster Hill School","=""1551211""","Non-Special Education","*"
"West Hartford School District","Webster Hill School","=""1551211""","Special Education","*"
"West Hartford School District","Whiting Lane School","=""1551311""","Non-Special Education","*"
"West Hartford School District","Whiting Lane School","=""1551311""","Special Education","*"
"West Hartford School District","Wolcott School","=""1551511""","Non-Special Education","*"
"West Hartford School District","Wolcott School","=""1551511""","Special Education","*"
"West Hartford School District","Achieve","=""1559111""","Special Education","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""","Special Education",46.7
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Special Education","*"
"West Haven School District","Washington School","=""1561211""","Non-Special Education",17.8
"West Haven School District","Washington School","=""1561211""","Special Education",28.6
"West Haven School District","Alma E. Pagels School","=""1560811""","Non-Special Education",10.8
"West Haven School District","Alma E. Pagels School","=""1560811""","Special Education",28.4
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Non-Special Education",11.4
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Special Education",23.1
"West Haven School District","Edith E. Mackrille School","=""1560611""","Non-Special Education",15.1
"West Haven School District","Edith E. Mackrille School","=""1560611""","Special Education",24.1
"West Haven School District","Forest School","=""1560311""","Non-Special Education",13.2
"West Haven School District","Forest School","=""1560311""","Special Education",12.3
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Non-Special Education",25.6
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Special Education",39.2
"West Haven School District","Savin Rock Community School","=""1561411""","Non-Special Education",15.5
"West Haven School District","Savin Rock Community School","=""1561411""","Special Education",22.2
"West Haven School District","Seth G. Haley School","=""1560411""","Non-Special Education","*"
"West Haven School District","Seth G. Haley School","=""1560411""","Special Education","*"
"West Haven School District","West Haven High School","=""1566111""","Non-Special Education",14.4
"West Haven School District","West Haven High School","=""1566111""","Special Education",23.9
"Westbrook School District","Daisy Ingraham School","=""1540211""","Non-Special Education",4.3
"Westbrook School District","Daisy Ingraham School","=""1540211""","Special Education",0.0
"Westbrook School District","Westbrook High School","=""1546111""","Non-Special Education","*"
"Westbrook School District","Westbrook High School","=""1546111""","Special Education","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Non-Special Education","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Special Education","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Non-Special Education","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Special Education","*"
"Weston School District","Weston High School","=""1576111""","Non-Special Education",7.6
