"Chronic Absenteeism, 2015-16"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Southington School District","Achieve","=""1311711""","Special Education","*"
"Southington School District","EASE","=""1310511""","Special Education","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Special Education","*"
"Southington School District","Language Based Classroom","=""1310411""","Special Education","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Special Education","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","Special Education","*"
"Sprague School District","Sayles School","=""1330111""","Non-Special Education",6.9
"Sprague School District","Sayles School","=""1330111""","Special Education",13.0
"Stafford School District","Stafford Elementary School","=""1340611""","Non-Special Education",4.3
"Stafford School District","Stafford Elementary School","=""1340611""","Special Education",11.1
"Stafford School District","Stafford High School","=""1346111""","Non-Special Education",10.2
"Stafford School District","Stafford High School","=""1346111""","Special Education",15.4
"Stafford School District","Stafford Middle School","=""1345211""","Non-Special Education","*"
"Stafford School District","Stafford Middle School","=""1345211""","Special Education","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Non-Special Education","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Special Education","*"
"Stafford School District","Staffordville School","=""1340311""","Non-Special Education","*"
"Stafford School District","Staffordville School","=""1340311""","Special Education","*"
"Stafford School District","West Stafford School","=""1340411""","Non-Special Education","*"
"Stafford School District","West Stafford School","=""1340411""","Special Education","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Non-Special Education",99.2
"Stamford Academy District","Stamford Academy","=""2826013""","Special Education",100.0
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Non-Special Education","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Special Education","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","Non-Special Education",20.0
"Stamford School District","Alternate Routes To Success","=""1350411""","Special Education",21.2
"Stamford School District","Cloonan School","=""1355611""","Non-Special Education",36.5
"Stamford School District","Cloonan School","=""1355611""","Special Education",53.8
"Stamford School District","Davenport Ridge School","=""1352011""","Non-Special Education",6.1
"Stamford School District","Davenport Ridge School","=""1352011""","Special Education",14.1
"Stamford School District","Dolan School","=""1355311""","Non-Special Education",21.5
"Stamford School District","Dolan School","=""1355311""","Special Education",30.6
"Stamford School District","Hart School","=""1352211""","Non-Special Education","*"
"Stamford School District","Hart School","=""1352211""","Special Education","*"
"Stamford School District","Julia A. Stark School","=""1351211""","Non-Special Education",7.2
"Stamford School District","Julia A. Stark School","=""1351211""","Special Education",12.5
"Stamford School District","K. T. Murphy School","=""1350511""","Non-Special Education","*"
"Stamford School District","K. T. Murphy School","=""1350511""","Special Education","*"
"Stamford School District","Newfield School","=""1350611""","Non-Special Education",6.3
"Stamford School District","Newfield School","=""1350611""","Special Education",8.3
"Stamford School District","Northeast School","=""1351811""","Non-Special Education",5.9
"Stamford School District","Northeast School","=""1351811""","Special Education","*"
"Stamford School District","Rippowam Middle School","=""1355811""","Non-Special Education",8.2
"Stamford School District","Rippowam Middle School","=""1355811""","Special Education",22.8
"Stamford School District","Rogers International School","=""1350811""","Non-Special Education",9.5
"Stamford School District","Rogers International School","=""1350811""","Special Education",16.7
"Stamford School District","Roxbury School","=""1350911""","Non-Special Education",11.1
"Stamford School District","Roxbury School","=""1350911""","Special Education",16.0
"Stamford School District","Scofield Middle School","=""1355711""","Non-Special Education",5.1
"Stamford School District","Scofield Middle School","=""1355711""","Special Education",11.3
"Stamford School District","Springdale School","=""1351111""","Non-Special Education",3.1
"Stamford School District","Springdale School","=""1351111""","Special Education",11.1
"Stamford School District","Stamford High School","=""1356111""","Non-Special Education",10.9
"Stamford School District","Stamford High School","=""1356111""","Special Education",16.0
"Stamford School District","Stillmeadow School","=""1352111""","Non-Special Education",9.3
"Stamford School District","Stillmeadow School","=""1352111""","Special Education",22.5
"Stamford School District","The Academy of Information Technology","=""1356411""","Non-Special Education",6.2
"Stamford School District","The Academy of Information Technology","=""1356411""","Special Education",13.7
"Stamford School District","Toquam Magnet School","=""1351911""","Non-Special Education","*"
"Stamford School District","Toquam Magnet School","=""1351911""","Special Education","*"
"Stamford School District","Turn of River School","=""1355511""","Non-Special Education",23.4
"Stamford School District","Turn of River School","=""1355511""","Special Education",50.0
"Stamford School District","Westhill High School","=""1356311""","Non-Special Education",15.2
"Stamford School District","Westhill High School","=""1356311""","Special Education",27.5
"Stamford School District","Westover School","=""1351411""","Non-Special Education",3.6
"Stamford School District","Westover School","=""1351411""","Special Education",10.7
"Stamford School District","Individuals Achieving Independence","=""1350211""","Special Education","*"
"Sterling School District","Sterling Community School","=""1360311""","Non-Special Education",7.3
"Sterling School District","Sterling Community School","=""1360311""","Special Education",13.6
"Stonington School District","Deans Mill School","=""1370511""","Non-Special Education","*"
"Stonington School District","Deans Mill School","=""1370511""","Special Education","*"
"Stonington School District","Mystic Middle School","=""1375211""","Non-Special Education",9.2
"Stonington School District","Mystic Middle School","=""1375211""","Special Education",12.5
"Stonington School District","Pawcatuck Middle School","=""1375111""","Non-Special Education","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Special Education","*"
"Stonington School District","SAILS","=""1370711""","Non-Special Education","*"
"Stonington School District","Stonington High School","=""1376111""","Non-Special Education","*"
"Stonington School District","Stonington High School","=""1376111""","Special Education","*"
"Stonington School District","West Broad Street School","=""1370411""","Non-Special Education","*"
"Stonington School District","West Broad Street School","=""1370411""","Special Education","*"
"Stonington School District","West Vine Street School","=""1370611""","Non-Special Education",15.4
"Stonington School District","West Vine Street School","=""1370611""","Special Education",20.7
"Stonington School District","Community Classroom","=""1370811""","Special Education","*"
"Stratford School District","Eli Whitney School","=""1381311""","Non-Special Education",7.0
"Stratford School District","Eli Whitney School","=""1381311""","Special Education","*"
"Stratford School District","ALPHA","=""1380511""","Non-Special Education","*"
"Stratford School District","ALPHA","=""1380511""","Special Education","*"
"Stratford School District","Bunnell High School","=""1386211""","Non-Special Education",14.0
"Stratford School District","Bunnell High School","=""1386211""","Special Education",22.7
"Stratford School District","Chapel School","=""1380311""","Non-Special Education",6.8
"Stratford School District","Chapel School","=""1380311""","Special Education",15.8
"Stratford School District","David Wooster Middle School","=""1385211""","Non-Special Education",13.6
"Stratford School District","David Wooster Middle School","=""1385211""","Special Education",26.7
"Stratford School District","Franklin School","=""1380411""","Non-Special Education","*"
"Stratford School District","Franklin School","=""1380411""","Special Education","*"
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Non-Special Education",10.5
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Special Education",18.8
"Stratford School District","Lordship School","=""1380811""","Non-Special Education","*"
"Stratford School District","Lordship School","=""1380811""","Special Education","*"
"Stratford School District","Nichols School","=""1380911""","Non-Special Education",5.4
"Stratford School District","Nichols School","=""1380911""","Special Education",14.0
"Stratford School District","Second Hill Lane School","=""1381011""","Non-Special Education","*"
"Stratford School District","Second Hill Lane School","=""1381011""","Special Education","*"
"Stratford School District","Straford Academy - Victoria Soto School","=""1382211""","Non-Special Education","*"
"Stratford School District","Straford Academy - Victoria Soto School","=""1382211""","Special Education","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Non-Special Education","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Special Education","*"
"Stratford School District","Stratford High School","=""1386111""","Non-Special Education",20.8
"Stratford School District","Stratford High School","=""1386111""","Special Education",43.0
"Stratford School District","Wilcoxson School","=""1381411""","Non-Special Education","*"
"Stratford School District","Wilcoxson School","=""1381411""","Special Education","*"
"Stratford School District","ABA Nichols","=""1382511""","Special Education","*"
"Stratford School District","ABA Second Hill Lane","=""1380611""","Special Education","*"
"Stratford School District","ABA Whitney","=""1382411""","Special Education","*"
"Stratford School District","DLC Whitney","=""1382311""","Special Education","*"
"Stratford School District","Franklin STEPS K-2","=""1382111""","Special Education","*"
"Stratford School District","High School STEPS 9-12","=""1382011""","Special Education","*"
"Stratford School District","High School Sails","=""1380711""","Special Education","*"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","Special Education","*"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","Special Education","*"
"Stratford School District","Middle School STEPS 7-8","=""1381911""","Special Education","*"
"Stratford School District","Middle School Sails","=""1381811""","Special Education","*"
"Stratford School District","Steps K-2 Nichols","=""1382611""","Special Education","*"
"Stratford School District","Strive-Stratford","=""1389011""","Special Education","*"
"Suffield School District","A. Ward Spaulding School","=""1390411""","Non-Special Education",3.9
"Suffield School District","A. Ward Spaulding School","=""1390411""","Special Education",16.3
"Suffield School District","McAlister Intermediate School","=""1390311""","Non-Special Education","*"
"Suffield School District","McAlister Intermediate School","=""1390311""","Special Education","*"
"Suffield School District","Suffield High School","=""1396111""","Non-Special Education",7.8
"Suffield School District","Suffield High School","=""1396111""","Special Education",24.4
"Suffield School District","Suffield Middle School","=""1395111""","Non-Special Education",2.6
"Suffield School District","Suffield Middle School","=""1395111""","Special Education",13.3
"The Bridge Academy District","The Bridge Academy","=""2696113""","Non-Special Education",6.7
"The Bridge Academy District","The Bridge Academy","=""2696113""","Special Education",18.6
"The Gilbert School District","The Gilbert School","=""9026122""","Non-Special Education",4.1
"The Gilbert School District","The Gilbert School","=""9026122""","Special Education",9.5
"Thomaston School District","Black Rock School","=""1400111""","Non-Special Education","*"
"Thomaston School District","Black Rock School","=""1400111""","Special Education","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Non-Special Education","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Special Education","*"
"Thomaston School District","Thomaston High School","=""1406211""","Non-Special Education","*"
"Thomaston School District","Thomaston High School","=""1406211""","Special Education","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Non-Special Education","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Special Education","*"
"Thompson School District","Thompson Middle School","=""1415111""","Non-Special Education","*"
"Thompson School District","Thompson Middle School","=""1415111""","Special Education","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Non-Special Education",17.0
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Special Education",30.4
"Thompson School District","District Autism Program","=""1410211""","Special Education","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Non-Special Education",3.1
"Tolland School District","Birch Grove Primary School","=""1420111""","Special Education",9.1
"Tolland School District","TALC","=""1420311""","Non-Special Education","*"
"Tolland School District","TALC","=""1420311""","Special Education","*"
"Tolland School District","Tolland High School","=""1426111""","Non-Special Education",6.7
"Tolland School District","Tolland High School","=""1426111""","Special Education",19.2
"Tolland School District","Tolland Intermediate School","=""1420211""","Non-Special Education","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","Special Education","*"
"Tolland School District","Tolland Middle School","=""1425111""","Non-Special Education",3.3
"Tolland School District","Tolland Middle School","=""1425111""","Special Education",12.3
"Torrington School District","East School","=""1430111""","Non-Special Education",3.2
"Torrington School District","East School","=""1430111""","Special Education","*"
"Torrington School District","Forbes School","=""1430211""","Non-Special Education",5.7
"Torrington School District","Forbes School","=""1430211""","Special Education",11.8
"Torrington School District","Migeon Academy","=""1431411""","Non-Special Education","*"
"Torrington School District","Migeon Academy","=""1431411""","Special Education","*"
"Torrington School District","Southwest School","=""1430811""","Non-Special Education","*"
"Torrington School District","Southwest School","=""1430811""","Special Education","*"
"Torrington School District","Torringford School","=""1430911""","Non-Special Education",3.8
"Torrington School District","Torringford School","=""1430911""","Special Education",9.9
"Torrington School District","Torrington High School","=""1436111""","Non-Special Education",13.7
"Torrington School District","Torrington High School","=""1436111""","Special Education",24.5
"Torrington School District","Torrington Middle School","=""1435111""","Non-Special Education",11.1
"Torrington School District","Torrington Middle School","=""1435111""","Special Education",16.0
"Torrington School District","Vogel-Wetmore School","=""1431311""","Non-Special Education","*"
"Torrington School District","Vogel-Wetmore School","=""1431311""","Special Education","*"
"Torrington School District","ABC / Forbes School","=""1431511""","Special Education","*"
"Torrington School District","Torringford / ABC","=""1432411""","Special Education","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Non-Special Education","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Special Education","*"
"Trumbull School District","Booth Hill School","=""1440111""","Non-Special Education",2.6
"Trumbull School District","Booth Hill School","=""1440111""","Special Education","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Non-Special Education",1.9
"Trumbull School District","Daniels Farm School","=""1440811""","Special Education",0.0
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Non-Special Education","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Special Education","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Non-Special Education",6.1
"Trumbull School District","Hillcrest Middle School","=""1445211""","Special Education",14.7
"Trumbull School District","Jane Ryan School","=""1440411""","Non-Special Education","*"
"Trumbull School District","Jane Ryan School","=""1440411""","Special Education","*"
"Trumbull School District","Madison Middle School","=""1445111""","Non-Special Education",5.5
"Trumbull School District","Madison Middle School","=""1445111""","Special Education",16.5
"Trumbull School District","Middlebrook School","=""1440311""","Non-Special Education",6.3
"Trumbull School District","Middlebrook School","=""1440311""","Special Education",10.2
"Trumbull School District","Tashua School","=""1440911""","Non-Special Education","*"
"Trumbull School District","Tashua School","=""1440911""","Special Education","*"
"Trumbull School District","Trumbull Alternative School","=""1440211""","Non-Special Education","*"
"Trumbull School District","Trumbull High School","=""1446111""","Non-Special Education",4.3
"Trumbull School District","Trumbull High School","=""1446111""","Special Education",14.4
"Trumbull School District","REACH","=""1440511""","Special Education","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Non-Special Education","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Special Education","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Non-Special Education","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Special Education","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Non-Special Education","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Special Education","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Non-Special Education","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Special Education","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Non-Special Education","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Special Education","*"
"Unified School District #1","Hartford Correctional Center","=""3360615""","Non-Special Education","*"
"Unified School District #1","Hartford Correctional Center","=""3360615""","Special Education","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Non-Special Education","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Special Education","*"
"Unified School District #1","Manson Youth Institution","=""3361115""","Non-Special Education",44.4
"Unified School District #1","Manson Youth Institution","=""3361115""","Special Education",34.6
"Unified School District #1","New Haven Correctional Center","=""3360915""","Non-Special Education","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","Non-Special Education","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","Special Education","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Non-Special Education","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Special Education","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Non-Special Education","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Special Education","*"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Non-Special Education","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Non-Special Education","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Special Education","*"
"Unified School District #2","Children's Place School","=""3470115""","Non-Special Education","*"
"Unified School District #2","Children's Place School","=""3470115""","Special Education","*"
"Unified School District #2","Riverview School","=""3470315""","Non-Special Education","*"
"Unified School District #2","Riverview School","=""3470315""","Special Education","*"
"Unified School District #2","Virtual Academy","=""3470215""","Non-Special Education","*"
"Unified School District #2","Virtual Academy","=""3470215""","Special Education","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","Non-Special Education","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","Special Education","*"
"Union School District","Union Elementary School","=""1450111""","Non-Special Education","*"
"Union School District","Union Elementary School","=""1450111""","Special Education","*"
"Vernon School District","Northeast School","=""1460311""","Non-Special Education",4.8
"Vernon School District","Northeast School","=""1460311""","Special Education","*"
"Vernon School District","Center Road School","=""1461411""","Non-Special Education",2.5
"Vernon School District","Center Road School","=""1461411""","Special Education",10.0
"Vernon School District","Lake Street School","=""1460111""","Non-Special Education","*"
"Vernon School District","Lake Street School","=""1460111""","Special Education","*"
"Vernon School District","Maple Street School","=""1460211""","Non-Special Education","*"
"Vernon School District","Maple Street School","=""1460211""","Special Education","*"
"Vernon School District","Rockville High School","=""1466111""","Non-Special Education",14.9
"Vernon School District","Rockville High School","=""1466111""","Special Education",40.4
"Vernon School District","Skinner Road School","=""1461011""","Non-Special Education",6.9
"Vernon School District","Skinner Road School","=""1461011""","Special Education",24.6
"Vernon School District","Vernon Center Middle School","=""1465111""","Non-Special Education",6.6
"Vernon School District","Vernon Center Middle School","=""1465111""","Special Education",16.1
"Vernon School District","Loveland Hill School","=""1460511""","Special Education","*"
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Special Education","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Non-Special Education","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Special Education","*"
"Wallingford School District","Highland School","=""1480211""","Non-Special Education","*"
"Wallingford School District","Highland School","=""1480211""","Special Education","*"
"Wallingford School District","Cook Hill School","=""1481011""","Non-Special Education","*"
"Wallingford School District","Cook Hill School","=""1481011""","Special Education","*"
"Wallingford School District","Dag Hammarskjold Middle School","=""1485211""","Non-Special Education",5.0
"Wallingford School District","Dag Hammarskjold Middle School","=""1485211""","Special Education",9.8
"Wallingford School District","Education Enhancement Program","=""1480511""","Non-Special Education","*"
"Wallingford School District","Education Enhancement Program","=""1480511""","Special Education","*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Non-Special Education",2.2
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Special Education",0.0
"Wallingford School District","James H. Moran Middle School","=""1485311""","Non-Special Education","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Special Education","*"
"Wallingford School District","Lyman Hall High School","=""1486111""","Non-Special Education",4.8
"Wallingford School District","Lyman Hall High School","=""1486111""","Special Education",22.5
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Non-Special Education",5.2
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Special Education",19.8
"Wallingford School District","Moses Y. Beach School","=""1480111""","Non-Special Education","*"
"Wallingford School District","Moses Y. Beach School","=""1480111""","Special Education","*"
"Wallingford School District","Parker Farms School","=""1480311""","Non-Special Education",2.4
"Wallingford School District","Parker Farms School","=""1480311""","Special Education",0.0
"Wallingford School District","Pond Hill School","=""1481211""","Non-Special Education","*"
"Wallingford School District","Pond Hill School","=""1481211""","Special Education","*"
"Wallingford School District","Rock Hill School","=""1480411""","Non-Special Education","*"
"Wallingford School District","Rock Hill School","=""1480411""","Special Education","*"
"Wallingford School District","Yalesville School","=""1480811""","Non-Special Education","*"
"Wallingford School District","Yalesville School","=""1480811""","Special Education","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Special Education","*"
"Wallingford School District","Harvest Park","=""1489211""","Special Education","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Special Education","*"
"Waterbury School District","SAGE","=""3480415""","Non-Special Education","*"
"Waterbury School District","Bridgeport Detention Center","=""3480115""","Special Education","*"
"Waterbury School District","West Side Middle School","=""1515211""","Non-Special Education",15.2
"Waterbury School District","West Side Middle School","=""1515211""","Special Education",36.1
"Waterbury School District","Washington School","=""1512311""","Non-Special Education",10.4
"Waterbury School District","Washington School","=""1512311""","Special Education",24.1
"Waterbury School District","B. W. Tinker School","=""1512111""","Non-Special Education",6.7
"Waterbury School District","B. W. Tinker School","=""1512111""","Special Education",12.3
"Waterbury School District","Bucks Hill Bilingual","=""1514311""","Non-Special Education",9.9
"Waterbury School District","Bucks Hill Bilingual","=""1514311""","Special Education",21.9
"Waterbury School District","Bucks Hill School","=""1510511""","Non-Special Education",11.6
"Waterbury School District","Bucks Hill School","=""1510511""","Special Education",13.6
"Waterbury School District","Bunker Hill School","=""1510611""","Non-Special Education",9.4
"Waterbury School District","Bunker Hill School","=""1510611""","Special Education",16.9
"Waterbury School District","Carrington School","=""1512711""","Non-Special Education",4.9
"Waterbury School District","Carrington School","=""1512711""","Special Education",13.8
"Waterbury School District","Chase Bilingual","=""1514111""","Non-Special Education","*"
"Waterbury School District","Chase Bilingual","=""1514111""","Special Education","*"
"Waterbury School District","Crosby High School","=""1516211""","Non-Special Education",28.0
"Waterbury School District","Crosby High School","=""1516211""","Special Education",47.7
"Waterbury School District","Driggs School","=""1510911""","Non-Special Education",18.9
"Waterbury School District","Driggs School","=""1510911""","Special Education",27.2
"Waterbury School District","Duggan School","=""1511611""","Non-Special Education",8.2
"Waterbury School District","Duggan School","=""1511611""","Special Education",14.9
"Waterbury School District","Enlightenment School","=""1519111""","Non-Special Education",95.3
"Waterbury School District","Enlightenment School","=""1519111""","Special Education",94.1
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Non-Special Education",6.1
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Special Education",12.3
"Waterbury School District","Gilmartin School","=""1512611""","Non-Special Education",7.3
"Waterbury School District","Gilmartin School","=""1512611""","Special Education",17.6
"Waterbury School District","H. S. Chase School","=""1510711""","Non-Special Education",3.7
"Waterbury School District","H. S. Chase School","=""1510711""","Special Education",11.0
"Waterbury School District","Hopeville Bilingual","=""1514211""","Non-Special Education","*"
"Waterbury School District","Hopeville Bilingual","=""1514211""","Special Education","*"
"Waterbury School District","Hopeville School","=""1511311""","Non-Special Education",12.5
"Waterbury School District","Hopeville School","=""1511311""","Special Education",23.1
"Waterbury School District","John F. Kennedy High School","=""1516411""","Non-Special Education",27.6
"Waterbury School District","John F. Kennedy High School","=""1516411""","Special Education",45.4
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Non-Special Education","*"
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Special Education","*"
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Non-Special Education",4.5
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Special Education",11.5
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Non-Special Education",12.8
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Special Education",25.0
"Waterbury School District","North End Middle School","=""1515311""","Non-Special Education",16.9
"Waterbury School District","North End Middle School","=""1515311""","Special Education",29.0
"Waterbury School District","Reed School","=""1513411""","Non-Special Education",7.8
"Waterbury School District","Reed School","=""1513411""","Special Education",18.1
"Waterbury School District","Regan School","=""1512811""","Non-Special Education","*"
"Waterbury School District","Regan School","=""1512811""","Special Education","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Non-Special Education","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Special Education","*"
"Waterbury School District","Sprague School","=""1512011""","Non-Special Education","*"
"Waterbury School District","Sprague School","=""1512011""","Special Education","*"
"Waterbury School District","State Street School","=""1519011""","Non-Special Education","*"
"Waterbury School District","State Street School","=""1519011""","Special Education","*"
"Waterbury School District","Walsh School","=""1512211""","Non-Special Education",11.9
"Waterbury School District","Walsh School","=""1512211""","Special Education",18.9
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Non-Special Education",9.4
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Special Education",21.4
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Non-Special Education","*"
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Special Education","*"
"Waterbury School District","Waterbury Career Academy","=""1516711""","Non-Special Education",5.6
"Waterbury School District","Waterbury Career Academy","=""1516711""","Special Education",0.0
"Waterbury School District","Wendell L. Cross School","=""1510811""","Non-Special Education","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","Special Education","*"
"Waterbury School District","Wilby High School","=""1516311""","Non-Special Education",31.7
"Waterbury School District","Wilby High School","=""1516311""","Special Education",43.5
"Waterbury School District","Woodrow Wilson BDLC","=""1511211""","Non-Special Education","*"
"Waterbury School District","Woodrow Wilson BDLC","=""1511211""","Special Education","*"
"Waterbury School District","Woodrow Wilson School","=""1513211""","Non-Special Education",9.9
"Waterbury School District","Woodrow Wilson School","=""1513211""","Special Education",12.5
"Waterbury School District","B.W. Tinker BDLC","=""1510411""","Special Education",27.3
"Waterbury School District","Bunker Hill BDLC","=""1510111""","Special Education",25.0
"Waterbury School District","Carrington ESC","=""1511911""","Special Education","*"
"Waterbury School District","Crosby Autism","=""1514511""","Special Education","*"
"Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","=""1514011""","Special Education","*"
"Waterbury School District","Duggan CBL","=""1513611""","Special Education","*"
"Waterbury School District","Excel III","=""1513911""","Special Education","*"
"Waterbury School District","Margaret M. Generali Autism","=""1513511""","Special Education","*"
"Waterbury School District","Michael F. Wallace Autism","=""1512911""","Special Education","*"
"Waterbury School District","North End ESC","=""1511811""","Special Education","*"
"Waterbury School District","Reed ESC","=""1512411""","Special Education",50.0
"Waterbury School District","Wilby ESC","=""1511711""","Special Education","*"
"Waterford School District","Clark Lane Middle School","=""1525111""","Non-Special Education",5.0
"Waterford School District","Clark Lane Middle School","=""1525111""","Special Education",10.1
"Waterford School District","Great Neck Elementary School","=""1520211""","Non-Special Education","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","Special Education","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Non-Special Education","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Special Education","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Non-Special Education",4.1
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Special Education",13.0
"Waterford School District","Waterford High School","=""1526111""","Non-Special Education",7.3
"Waterford School District","Waterford High School","=""1526111""","Special Education",17.2
"Waterford School District","Autism Class","=""1521111""","Special Education","*"
"Waterford School District","Avery Point Transition Program","=""1520311""","Special Education","*"
"Waterford School District","Waterford High School Tutor Center","=""1521211""","Special Education","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Non-Special Education","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Special Education","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Non-Special Education",4.7
"Watertown School District","John Trumbull Primary School","=""1530211""","Special Education",16.0
"Watertown School District","Polk School","=""1530411""","Non-Special Education",4.2
"Watertown School District","Polk School","=""1530411""","Special Education",10.7
"Watertown School District","Swift Middle School","=""1535111""","Non-Special Education",4.2
"Watertown School District","Swift Middle School","=""1535111""","Special Education",13.1
"Watertown School District","Watertown High School","=""1536111""","Non-Special Education",11.7
"Watertown School District","Watertown High School","=""1536111""","Special Education",26.4
"West Hartford School District","Smith School","=""1551711""","Non-Special Education",7.8
"West Hartford School District","Smith School","=""1551711""","Special Education","*"
"West Hartford School District","Achieve","=""1559111""","Special Education","*"
"West Hartford School District","REACH","=""1557311""","Non-Special Education","*"
"West Hartford School District","Aiken School","=""1551611""","Non-Special Education",2.5
"West Hartford School District","Aiken School","=""1551611""","Special Education",0.0
"West Hartford School District","Braeburn School","=""1550211""","Non-Special Education","*"
"West Hartford School District","Braeburn School","=""1550211""","Special Education","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Non-Special Education","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Special Education","*"
"West Hartford School District","Bugbee School","=""1550411""","Non-Special Education","*"
"West Hartford School District","Bugbee School","=""1550411""","Special Education",0.0
"West Hartford School District","Charter Oak International Academy","=""1550511""","Non-Special Education","*"
