"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Gender"

"",,,,"% Chronically Absent",,,,
"South Windsor School District","Philip R. Smith School","=""1320111""","Male",25.6,"*","*","*",0.0
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Female","*","N/A","*","*","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Male","*","*","*","*","*"
"South Windsor School District","South Windsor High School","=""1326211""","Female","*",5.9,"*",1.3,6.3
"South Windsor School District","South Windsor High School","=""1326211""","Male","*",5.0,"*",0.9,4.5
"South Windsor School District","Timothy Edwards School","=""1325111""","Female",23.6,5.5,5.6,2.9,2.3
"South Windsor School District","Timothy Edwards School","=""1325111""","Male",21.8,7.0,3.3,4.2,3.4
"South Windsor School District","Wapping Elementary School","=""1320411""","Female",18.3,5.4,5.8,6.8,"*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Male",10.3,5.0,5.3,6.9,"*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Female",8.4,6.8,7.5,4.9,6.2
"Southington School District","John F. Kennedy Middle School","=""1315311""","Male",7.1,8.0,7.3,4.6,4.9
"Southington School District","Derynoski Elementary School","=""1311511""","Female",1.8,5.8,5.6,5.2,4.4
"Southington School District","Derynoski Elementary School","=""1311511""","Male",4.9,5.8,7.5,4.3,4.9
"Southington School District","Flanders Elementary School","=""1311311""","Female","*","*","*","*","*"
"Southington School District","Flanders Elementary School","=""1311311""","Male","*","*","*","*","*"
"Southington School District","Hatton Elementary School","=""1310211""","Female",4.9,"*",4.3,"*","*"
"Southington School District","Hatton Elementary School","=""1310211""","Male",5.9,"*",4.9,"*","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Female",7.0,7.1,8.0,7.2,6.3
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Male",5.5,5.6,6.2,7.6,4.9
"Southington School District","Plantsville Elementary School","=""1310611""","Female","*","*","*","*","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Male","*","*","*","*","*"
"Southington School District","South End Elementary School","=""1310711""","Female","*","*",5.1,5.8,7.3
"Southington School District","South End Elementary School","=""1310711""","Male","*","*",5.1,5.7,5.3
"Southington School District","Southington High School","=""1316211""","Female",10.9,10.9,10.5,7.6,8.9
"Southington School District","Southington High School","=""1316211""","Male",12.9,11.2,8.6,6.1,7.5
"Southington School District","Strong Elementary School","=""1310811""","Female","*","*","*","*",4.7
"Southington School District","Strong Elementary School","=""1310811""","Male","*","*","*","*",4.1
"Southington School District","Thalberg Elementary School","=""1310911""","Female",5.0,"*",3.3,3.4,"*"
"Southington School District","Thalberg Elementary School","=""1310911""","Male",2.7,"*",4.7,4.1,"*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Female","*","*","*","*","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Male","*","*","*","*","*"
"Southington School District","Achieve","=""1311711""","Female","N/A","N/A","N/A","*","*"
"Southington School District","Achieve","=""1311711""","Male","N/A","N/A","N/A","*","*"
"Southington School District","Alta","=""1310111""","Female","N/A","N/A","N/A","*","*"
"Southington School District","Alta","=""1310111""","Male","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Female","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Male","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom","=""1310411""","Female","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom","=""1310411""","Male","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Female","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Male","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","Female","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","Male","N/A","N/A","N/A","*","*"
"Southington School District","EASE","=""1310511""","Female","N/A","N/A","N/A","N/A","*"
"Southington School District","EASE","=""1310511""","Male","N/A","N/A","N/A","*","*"
"Sprague School District","Sayles School","=""1330111""","Female",6.0,8.0,10.3,8.4,5.5
"Sprague School District","Sayles School","=""1330111""","Male",8.8,7.1,5.6,13.7,9.6
"Stafford School District","Stafford Elementary School","=""1340611""","Female",4.3,4.6,3.6,8.5,5.6
"Stafford School District","Stafford Elementary School","=""1340611""","Male",6.6,5.5,2.3,7.9,4.9
"Stafford School District","Stafford High School","=""1346111""","Female",8.7,9.2,13.9,10.5,11.6
"Stafford School District","Stafford High School","=""1346111""","Male",6.9,9.3,14.2,10.1,10.1
"Stafford School District","Stafford Middle School","=""1345211""","Female",7.4,5.7,3.4,3.7,6.5
"Stafford School District","Stafford Middle School","=""1345211""","Male",15.2,9.2,6.5,7.3,5.6
"Stafford School District","Staffordville School","=""1340311""","Female","*","*","*","*","*"
"Stafford School District","Staffordville School","=""1340311""","Male","*","*","*","*","*"
"Stafford School District","West Stafford School","=""1340411""","Female","*","*","*","*","*"
"Stafford School District","West Stafford School","=""1340411""","Male","*","*","*","*","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Female","N/A","N/A","N/A","*","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Male","N/A","N/A","N/A","*","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Female",0.0,95.0,"*",81.8,100.0
"Stamford Academy District","Stamford Academy","=""2826013""","Male","*",98.9,"*",90.7,98.7
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Female","N/A","N/A","N/A","N/A","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Male","N/A","N/A","N/A","N/A","*"
"Stamford School District","Cloonan School","=""1355611""","Female",14.0,20.8,9.5,39.9,40.7
"Stamford School District","Cloonan School","=""1355611""","Male",14.2,21.4,11.3,38.4,39.2
"Stamford School District","Davenport Ridge School","=""1352011""","Female",12.0,9.8,9.6,8.5,7.3
"Stamford School District","Davenport Ridge School","=""1352011""","Male",11.0,11.5,8.1,10.6,6.7
"Stamford School District","Dolan School","=""1355311""","Female",15.2,15.1,3.5,26.0,21.6
"Stamford School District","Dolan School","=""1355311""","Male",13.5,14.2,2.6,27.5,23.8
"Stamford School District","Hart School","=""1352211""","Female",8.4,13.8,8.4,10.2,6.3
"Stamford School District","Hart School","=""1352211""","Male",10.5,9.2,9.0,8.2,5.5
"Stamford School District","Julia A. Stark School","=""1351211""","Female",5.1,8.3,5.7,12.9,8.9
"Stamford School District","Julia A. Stark School","=""1351211""","Male",5.4,10.0,5.0,9.7,6.7
"Stamford School District","K. T. Murphy School","=""1350511""","Female",6.0,13.3,8.6,11.2,4.3
"Stamford School District","K. T. Murphy School","=""1350511""","Male",3.1,12.1,9.1,12.8,4.7
"Stamford School District","Newfield School","=""1350611""","Female",8.3,13.9,10.1,9.6,6.1
"Stamford School District","Newfield School","=""1350611""","Male",13.4,13.7,12.8,9.4,7.1
"Stamford School District","Northeast School","=""1351811""","Female",5.9,8.1,6.9,8.4,6.3
"Stamford School District","Northeast School","=""1351811""","Male",5.7,10.2,7.1,6.3,5.5
"Stamford School District","Rippowam Middle School","=""1355811""","Female",15.9,20.9,7.6,13.3,8.7
"Stamford School District","Rippowam Middle School","=""1355811""","Male",15.8,21.2,11.9,11.3,11.6
"Stamford School District","Rogers International School","=""1350811""","Female",3.0,6.2,2.4,17.1,10.4
"Stamford School District","Rogers International School","=""1350811""","Male",6.2,10.9,5.2,20.8,10.0
"Stamford School District","Roxbury School","=""1350911""","Female",9.7,18.2,8.3,12.6,10.8
"Stamford School District","Roxbury School","=""1350911""","Male",9.6,12.5,11.3,11.6,12.5
"Stamford School District","Scofield Middle School","=""1355711""","Female",3.7,8.7,8.3,10.5,7.4
"Stamford School District","Scofield Middle School","=""1355711""","Male",3.8,4.4,3.0,7.6,3.6
"Stamford School District","Springdale School","=""1351111""","Female",9.2,8.0,7.3,5.5,3.1
"Stamford School District","Springdale School","=""1351111""","Male",8.6,9.6,6.2,6.7,4.6
"Stamford School District","Stamford High School","=""1356111""","Female",10.0,13.6,16.3,13.0,13.1
"Stamford School District","Stamford High School","=""1356111""","Male",8.7,14.3,13.8,13.3,10.1
"Stamford School District","Stillmeadow School","=""1352111""","Female",10.4,12.7,7.3,8.3,11.0
"Stamford School District","Stillmeadow School","=""1352111""","Male",9.2,12.5,5.4,8.6,11.5
"Stamford School District","The Academy of Information Technology","=""1356411""","Female",4.6,20.0,6.3,8.2,8.7
"Stamford School District","The Academy of Information Technology","=""1356411""","Male",2.8,16.8,5.2,6.4,5.7
"Stamford School District","Toquam Magnet School","=""1351911""","Female",10.0,11.8,8.5,8.2,7.5
"Stamford School District","Toquam Magnet School","=""1351911""","Male",10.6,15.1,8.1,10.3,11.1
"Stamford School District","Turn of River School","=""1355511""","Female",14.6,14.2,13.2,31.6,26.5
"Stamford School District","Turn of River School","=""1355511""","Male",12.2,16.8,16.2,29.8,26.6
"Stamford School District","Westhill High School","=""1356311""","Female",14.1,25.5,18.5,19.4,17.6
"Stamford School District","Westhill High School","=""1356311""","Male",14.7,24.2,17.3,16.0,15.5
"Stamford School District","Westover School","=""1351411""","Female",5.0,9.6,5.4,5.7,3.8
"Stamford School District","Westover School","=""1351411""","Male",4.8,8.9,4.9,7.1,4.5
"Stamford School District","Alternate Routes To Success","=""1350411""","Female","N/A","N/A","N/A",0.0,14.8
"Stamford School District","Alternate Routes To Success","=""1350411""","Male","N/A","N/A","N/A",9.3,24.7
"Stamford School District","Individuals Achieving Independence","=""1350211""","Female","N/A","N/A","N/A","*","*"
"Stamford School District","Individuals Achieving Independence","=""1350211""","Male","N/A","N/A","N/A","*","*"
"Sterling School District","Sterling Community School","=""1360311""","Female",7.9,3.4,8.9,7.7,6.9
"Sterling School District","Sterling Community School","=""1360311""","Male",8.6,6.5,5.1,6.1,8.9
"Stonington School District","Deans Mill School","=""1370511""","Female",4.5,4.2,4.5,4.0,"*"
"Stonington School District","Deans Mill School","=""1370511""","Male",4.1,7.7,4.5,3.3,"*"
"Stonington School District","Mystic Middle School","=""1375211""","Female",4.4,6.9,9.7,8.5,10.8
"Stonington School District","Mystic Middle School","=""1375211""","Male",2.8,8.1,11.2,10.3,8.7
"Stonington School District","Pawcatuck Middle School","=""1375111""","Female",97.6,6.6,21.6,18.0,4.4
"Stonington School District","Pawcatuck Middle School","=""1375111""","Male",96.0,5.3,24.3,22.7,4.6
"Stonington School District","Stonington High School","=""1376111""","Female","*",5.4,"*",4.2,2.0
"Stonington School District","Stonington High School","=""1376111""","Male","*",5.6,"*",3.9,4.5
"Stonington School District","West Broad Street School","=""1370411""","Female",0.0,"*","*","*",9.7
"Stonington School District","West Broad Street School","=""1370411""","Male","*","*","*","*",7.1
"Stonington School District","West Vine Street School","=""1370611""","Female",8.5,"*",14.0,10.9,18.9
"Stonington School District","West Vine Street School","=""1370611""","Male",7.6,"*",13.5,18.3,13.5
"Stonington School District","Community Classroom","=""1370811""","Female","N/A","N/A","N/A","*","*"
"Stonington School District","Community Classroom","=""1370811""","Male","N/A","N/A","N/A","*","N/A"
"Stonington School District","SAILS","=""1370711""","Female","N/A","N/A","N/A","N/A","*"
"Stonington School District","SAILS","=""1370711""","Male","N/A","N/A","N/A","N/A","*"
"Stratford School District","Eli Whitney School","=""1381311""","Female",6.1,7.7,5.1,7.2,8.8
"Stratford School District","Eli Whitney School","=""1381311""","Male",5.5,7.8,5.9,3.0,6.0
"Stratford School District","Bunnell High School","=""1386211""","Female",15.3,17.8,15.4,14.2,15.9
"Stratford School District","Bunnell High School","=""1386211""","Male",12.3,14.6,11.3,10.1,13.6
"Stratford School District","Chapel School","=""1380311""","Female",6.3,8.5,6.6,6.1,8.8
"Stratford School District","Chapel School","=""1380311""","Male",8.1,8.6,11.2,4.9,6.9
"Stratford School District","David Wooster Middle School","=""1385211""","Female",11.2,14.6,11.5,12.3,14.8
"Stratford School District","David Wooster Middle School","=""1385211""","Male",7.0,13.3,10.0,10.3,14.4
"Stratford School District","Franklin School","=""1380411""","Female",9.0,8.8,9.1,9.8,"*"
"Stratford School District","Franklin School","=""1380411""","Male",10.9,19.0,12.3,13.0,"*"
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Female",11.8,15.4,15.1,13.5,11.2
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Male",11.0,13.8,9.0,9.2,11.8
"Stratford School District","Honeyspot School","=""1381611""","Female","*",5.2,8.1,7.6,"N/A"
"Stratford School District","Honeyspot School","=""1381611""","Male","*",12.8,11.6,9.2,"N/A"
"Stratford School District","Lordship School","=""1380811""","Female",9.7,13.6,11.0,7.9,7.0
"Stratford School District","Lordship School","=""1380811""","Male",10.7,9.6,5.3,11.0,9.4
"Stratford School District","Nichols School","=""1380911""","Female",4.2,5.5,7.6,6.1,7.2
"Stratford School District","Nichols School","=""1380911""","Male",5.0,9.5,6.9,4.1,5.6
"Stratford School District","Second Hill Lane School","=""1381011""","Female",6.0,9.2,9.2,9.7,7.6
"Stratford School District","Second Hill Lane School","=""1381011""","Male",9.1,7.3,6.4,3.8,4.4
"Stratford School District","Secondary STEPS Program","=""1389111""","Female","*","*","*","N/A","N/A"
"Stratford School District","Secondary STEPS Program","=""1389111""","Male","*","*","*","N/A","N/A"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Female","*",5.6,7.1,6.1,3.4
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Male","*",7.8,5.5,6.7,4.0
"Stratford School District","Stratford High School","=""1386111""","Female",16.0,23.6,24.7,20.0,23.6
"Stratford School District","Stratford High School","=""1386111""","Male",11.7,15.6,20.4,15.4,23.0
"Stratford School District","Strive-Stratford","=""1389011""","Female","*","*","*","*","*"
"Stratford School District","Strive-Stratford","=""1389011""","Male","*","*","*","*","*"
"Stratford School District","Wilcoxson School","=""1381411""","Female",3.9,7.3,"*",4.1,"*"
"Stratford School District","Wilcoxson School","=""1381411""","Male",2.9,6.0,"*",4.4,"*"
"Stratford School District","ABA Second Hill Lane","=""1380611""","Female","N/A","N/A","N/A","*","*"
"Stratford School District","ABA Second Hill Lane","=""1380611""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","ALPHA","=""1380511""","Female","N/A","N/A","N/A","*","*"
"Stratford School District","ALPHA","=""1380511""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","High School Sails","=""1380711""","Female","N/A","N/A","N/A","*","*"
"Stratford School District","High School Sails","=""1380711""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","Female","N/A","N/A","N/A","*","N/A"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","Intensive Need Classroom","=""1381711""","Female","N/A","N/A","N/A","*","N/A"
"Stratford School District","Intensive Need Classroom","=""1381711""","Male","N/A","N/A","N/A","*","N/A"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","Female","N/A","N/A","N/A","*","*"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","Franklin STEPS K-2","=""1382111""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","Franklin STEPS K-2","=""1382111""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","High School STEPS 9-12","=""1382011""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","Middle School STEPS 7-8","=""1381911""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","Middle School STEPS 7-8","=""1381911""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","Middle School Sails","=""1381811""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","Middle School Sails","=""1381811""","Male","N/A","N/A","N/A","*","*"
"Stratford School District","ABA Nichols","=""1382511""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","ABA Nichols","=""1382511""","Male","N/A","N/A","N/A","N/A","*"
"Stratford School District","ABA Whitney","=""1382411""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","ABA Whitney","=""1382411""","Male","N/A","N/A","N/A","N/A","*"
"Stratford School District","DLC Whitney","=""1382311""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","DLC Whitney","=""1382311""","Male","N/A","N/A","N/A","N/A","*"
"Stratford School District","Steps K-2 Nichols","=""1382611""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","Steps K-2 Nichols","=""1382611""","Male","N/A","N/A","N/A","N/A","*"
"Stratford School District","Straford Academy - Victoria Soto School","=""1382211""","Female","N/A","N/A","N/A","N/A","*"
"Stratford School District","Straford Academy - Victoria Soto School","=""1382211""","Male","N/A","N/A","N/A","N/A","*"
"Suffield School District","A. Ward Spaulding School","=""1390411""","Female",3.6,7.9,16.8,"*",3.5
"Suffield School District","A. Ward Spaulding School","=""1390411""","Male",8.3,9.1,16.5,0.0,6.8
"Suffield School District","McAlister Intermediate School","=""1390311""","Female",3.2,4.0,8.2,0.0,3.2
"Suffield School District","McAlister Intermediate School","=""1390311""","Male",2.2,3.0,8.2,0.0,2.7
"Suffield School District","Suffield High School","=""1396111""","Female",12.3,6.2,1.6,3.5,10.6
"Suffield School District","Suffield High School","=""1396111""","Male",10.6,4.7,2.0,3.2,8.7
"Suffield School District","Suffield Middle School","=""1395111""","Female",8.5,7.0,7.5,0.0,3.5
"Suffield School District","Suffield Middle School","=""1395111""","Male",6.4,5.3,2.8,0.0,4.0
"The Bridge Academy District","The Bridge Academy","=""2696113""","Female","*","*",10.9,7.9,9.7
"The Bridge Academy District","The Bridge Academy","=""2696113""","Male","*","*",5.6,7.4,7.3
"The Gilbert School District","The Gilbert School","=""9026122""","Female",11.1,15.3,20.2,23.3,4.7
"The Gilbert School District","The Gilbert School","=""9026122""","Male",14.7,14.6,12.6,23.5,5.1
"Thomaston School District","Black Rock School","=""1400111""","Female",5.6,9.2,6.1,"*","*"
"Thomaston School District","Black Rock School","=""1400111""","Male",4.7,12.3,6.6,"*","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Female","*","*","*","*","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Male","*","*","*","*","*"
"Thomaston School District","Thomaston High School","=""1406211""","Female",6.8,4.5,4.2,9.3,10.0
"Thomaston School District","Thomaston High School","=""1406211""","Male",4.3,5.7,6.0,7.5,8.0
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Female",6.1,11.6,"*","*","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Male",9.3,8.7,"*","*","*"
"Thompson School District","Thompson Middle School","=""1415111""","Female",8.4,4.5,"*",5.5,4.3
"Thompson School District","Thompson Middle School","=""1415111""","Male",8.0,4.9,"*",5.6,5.7
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Female",22.2,9.0,11.9,9.0,16.4
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Male",17.5,12.3,13.0,10.9,19.9
"Thompson School District","District Autism Program","=""1410211""","Male","N/A","N/A","N/A","*","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Female",3.8,"*",0.0,0.0,3.8
"Tolland School District","Birch Grove Primary School","=""1420111""","Male",2.0,"*",0.0,0.0,4.0
"Tolland School District","Tolland High School","=""1426111""","Female",10.0,6.6,6.1,9.0,8.4
"Tolland School District","Tolland High School","=""1426111""","Male",8.6,7.9,7.0,6.5,7.1
"Tolland School District","Tolland Intermediate School","=""1420211""","Female",4.7,1.8,2.7,"*","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","Male",2.9,3.9,2.5,"*","*"
"Tolland School District","Tolland Middle School","=""1425111""","Female",1.6,5.3,2.4,2.9,5.0
"Tolland School District","Tolland Middle School","=""1425111""","Male",3.6,6.1,2.6,3.3,3.4
"Tolland School District","TALC","=""1420311""","Female","N/A","N/A","N/A","*","*"
"Tolland School District","TALC","=""1420311""","Male","N/A","N/A","N/A","*","*"
"Torrington School District","East School","=""1430111""","Female",7.1,5.9,7.7,"*",4.2
"Torrington School District","East School","=""1430111""","Male",8.5,10.4,11.5,6.2,3.3
"Torrington School District","Forbes School","=""1430211""","Female",11.5,12.6,11.1,6.0,6.4
"Torrington School District","Forbes School","=""1430211""","Male",7.4,9.3,9.1,8.1,7.4
"Torrington School District","Southwest School","=""1430811""","Female",10.3,7.2,7.8,7.5,7.0
"Torrington School District","Southwest School","=""1430811""","Male",6.3,13.9,8.5,7.6,7.1
"Torrington School District","Torringford School","=""1430911""","Female",5.7,5.0,5.4,4.7,5.4
"Torrington School District","Torringford School","=""1430911""","Male",4.2,6.5,5.5,6.5,4.2
"Torrington School District","Torrington High School","=""1436111""","Female",24.4,24.3,26.4,15.9,14.8
"Torrington School District","Torrington High School","=""1436111""","Male",23.3,22.7,28.9,18.0,16.2
"Torrington School District","Torrington Middle School","=""1435111""","Female",15.7,15.4,13.7,14.1,12.0
"Torrington School District","Torrington Middle School","=""1435111""","Male",18.0,14.8,12.6,12.2,11.9
"Torrington School District","Vogel-Wetmore School","=""1431311""","Female",8.4,9.0,8.5,8.1,6.0
"Torrington School District","Vogel-Wetmore School","=""1431311""","Male",11.3,8.9,6.1,4.2,4.7
"Torrington School District","Migeon Academy","=""1431411""","Female","N/A","N/A","N/A","*","*"
"Torrington School District","Migeon Academy","=""1431411""","Male","N/A","N/A","N/A","*","*"
"Torrington School District","East - The Learning Center","=""1431811""","Male","N/A","N/A","N/A","*","N/A"
"Torrington School District","Vogel-Wetmore / Reach","=""1431711""","Male","N/A","N/A","N/A","*","N/A"
"Torrington School District","ABC / Forbes School","=""1431511""","Male","N/A","N/A","N/A","N/A","*"
"Torrington School District","Torringford / ABC","=""1432411""","Male","N/A","N/A","N/A","N/A","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Female","*","*",0.0,63.3,19.7
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Male","*","*",0.0,68.0,17.6
"Trumbull School District","Booth Hill School","=""1440111""","Female",3.0,3.8,"*",4.7,3.1
"Trumbull School District","Booth Hill School","=""1440111""","Male",2.6,4.2,"*",3.2,2.5
"Trumbull School District","Daniels Farm School","=""1440811""","Female","*",2.6,"*",4.6,"*"
"Trumbull School District","Daniels Farm School","=""1440811""","Male","*",3.7,"*",3.8,"*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Female",3.8,3.8,"*",2.6,"*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Male",4.2,6.5,"*",3.7,"*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Female",6.8,6.9,3.9,6.8,6.3
"Trumbull School District","Hillcrest Middle School","=""1445211""","Male",7.5,9.9,3.0,5.7,8.0
"Trumbull School District","Jane Ryan School","=""1440411""","Female","*",3.6,"*","*",3.3
"Trumbull School District","Jane Ryan School","=""1440411""","Male","*",3.8,"*","*",4.0
"Trumbull School District","Madison Middle School","=""1445111""","Female",7.1,6.4,3.9,3.2,6.4
"Trumbull School District","Madison Middle School","=""1445111""","Male",5.7,7.6,3.4,3.2,6.7
"Trumbull School District","Middlebrook School","=""1440311""","Female",5.2,4.2,3.3,4.7,7.3
"Trumbull School District","Middlebrook School","=""1440311""","Male",4.4,3.7,2.5,4.3,6.3
"Trumbull School District","Tashua School","=""1440911""","Female","*","*","*","*","*"
"Trumbull School District","Tashua School","=""1440911""","Male","*","*","*","*","*"
"Trumbull School District","Trumbull High School","=""1446111""","Female",10.3,2.1,1.6,3.0,4.8
"Trumbull School District","Trumbull High School","=""1446111""","Male",7.9,1.7,1.4,1.6,5.6
"Trumbull School District","REACH","=""1440511""","Female","N/A","N/A","N/A","*","*"
"Trumbull School District","REACH","=""1440511""","Male","N/A","N/A","N/A","*","*"
"Trumbull School District","Trumbull Alternative School","=""1440211""","Female","N/A","N/A","N/A","*","*"
"Trumbull School District","Trumbull Alternative School","=""1440211""","Male","N/A","N/A","N/A","*","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Female","*","*","*","*","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Male",25.0,44.0,"*","*","*"
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","Male","*","*","*","*","N/A"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Male",41.9,58.8,65.2,"*","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Male",88.9,39.4,25.9,"*","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Male","*","*","*","*","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Male",85.7,70.8,52.0,51.7,"*"
"Unified School District #1","Hartford Correctional Center","=""3360615""","Male",95.7,32.4,"*","*","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Male",84.0,48.8,"*","*","*"
"Unified School District #1","Manson Youth Institution","=""3361115""","Male",42.6,52.1,18.4,30.7,39.9
"Unified School District #1","New Haven Correctional Center","=""3360915""","Male",36.7,"*","*","*","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","Male","*","*","*","*","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Male",48.3,"*","*","*","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Male",72.0,"*","*","*","*"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Male","*","*","N/A","*","*"
"Unified School District #2","Riverview School","=""3470315""","Female",46.9,"*","*","*","*"
"Unified School District #2","Riverview School","=""3470315""","Male",85.2,"*","*","*","*"
"Unified School District #2","Children''s Place School","=""3470115""","Male","*","*","N/A","N/A","N/A"
"Unified School District #2","Walter G. Cady School","=""3476715""","Female","N/A","*","*","*","N/A"
"Unified School District #2","Walter G. Cady School","=""3476715""","Male","*","*","*","*","*"
"Unified School District #2","Children's Place School","=""3470115""","Male","N/A","N/A",0.0,"*","*"
"Unified School District #2","Virtual Academy","=""3470215""","Female","N/A","N/A","N/A","N/A","*"
"Unified School District #2","Virtual Academy","=""3470215""","Male","N/A","N/A","N/A","N/A","*"
"Union School District","Union Elementary School","=""1450111""","Female",0.0,0.0,"*","*","*"
"Union School District","Union Elementary School","=""1450111""","Male",0.0,0.0,"*","*","*"
"Vernon School District","Northeast School","=""1460311""","Female",6.1,5.0,"*",5.8,6.9
"Vernon School District","Northeast School","=""1460311""","Male",8.6,10.8,"*",6.7,4.8
"Vernon School District","Center Road School","=""1461411""","Female",4.0,2.6,3.1,"*","*"
"Vernon School District","Center Road School","=""1461411""","Male",5.6,2.4,4.1,"*","*"
"Vernon School District","Lake Street School","=""1460111""","Female","*","*",0.0,"*","*"
"Vernon School District","Lake Street School","=""1460111""","Male","*","*","*","*","*"
"Vernon School District","Maple Street School","=""1460211""","Female",11.6,7.9,14.3,11.8,10.8
"Vernon School District","Maple Street School","=""1460211""","Male",18.9,8.1,10.3,9.4,6.0
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Female","*","*","*","*","*"
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Male","*","*","*","*","*"
"Vernon School District","Rockville High School","=""1466111""","Female",16.5,13.8,14.2,16.4,17.6
"Vernon School District","Rockville High School","=""1466111""","Male",15.1,15.1,12.4,16.8,19.4
"Vernon School District","Skinner Road School","=""1461011""","Female",7.9,"*",4.8,10.6,9.5
"Vernon School District","Skinner Road School","=""1461011""","Male",10.2,"*",5.6,10.0,11.3
"Vernon School District","Vernon Center Middle School","=""1465111""","Female",5.0,3.6,3.1,6.2,6.4
"Vernon School District","Vernon Center Middle School","=""1465111""","Male",6.8,6.8,4.2,5.4,9.2
"Vernon School District","Loveland Hill School","=""1460511""","Female","N/A","N/A","*","*","*"
"Vernon School District","Loveland Hill School","=""1460511""","Male","N/A","N/A","*","*","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Female",6.7,6.9,10.4,"*","*"
