"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, All Students"

"",,,"% Chronically Absent",,,,
"Oxford School District","Oxford High School","=""1086011""",9.8,14.4,16.2,14.9,12.1
"Oxford School District","Alternative Education","=""1080411""","N/A","N/A","N/A","N/A","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""",9.1,4.9,6.3,8.1,6.3
"Path Academy District","Path Academy","=""2930113""","N/A","N/A","N/A",82.8,100.0
"Plainfield School District","Shepard Hill Elementary School","=""1090411""",6.4,10.5,11.1,9.0,13.8
"Plainfield School District","Moosup Elementary School","=""1090111""",8.7,11.8,5.2,4.2,4.1
"Plainfield School District","Plainfield Memorial School","=""1090311""",7.6,5.0,7.7,5.5,4.2
"Plainfield School District","Plainfield Central School","=""1095111""",8.4,10.6,11.7,6.4,6.7
"Plainfield School District","Plainfield High School","=""1096111""",20.6,17.9,18.8,17.0,21.7
"Plainville School District","Frank T. Wheeler School","=""1100411""",2.9,5.0,3.6,3.7,5.4
"Plainville School District","Louis Toffolon School","=""1100511""",4.0,3.7,3.9,3.7,4.1
"Plainville School District","Linden Street School","=""1100211""",8.3,5.4,3.8,9.0,6.1
"Plainville School District","Middle School of Plainville","=""1105211""",5.1,7.1,7.7,11.1,7.6
"Plainville School District","Plainville High School","=""1106111""",20.5,22.5,13.0,8.1,11.8
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""",10.8,13.3,13.1,8.4,8.1
"Plymouth School District","Plymouth Center School","=""1110211""",7.4,8.2,8.0,9.2,3.4
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""",7.0,7.3,8.9,9.5,6.5
"Plymouth School District","Terryville High School","=""1116111""",8.1,10.5,6.4,17.8,20.4
"Plymouth School District","Plymouth Alternative High School","=""1117111""","N/A","N/A","*","*","*"
"Pomfret School District","Pomfret Community School","=""1120111""",2.8,3.6,2.2,3.8,2.6
"Portland School District","Gildersleeve School","=""1130411""","*",2.8,"*","*","*"
"Portland School District","Portland Middle School","=""1135111""",5.6,9.6,7.0,8.4,5.9
"Portland School District","Brownstone Intermediate School","=""1130511""",4.0,4.9,5.5,5.6,3.6
"Portland School District","Valley View School","=""1130211""","*",2.4,3.1,6.1,4.8
"Portland School District","Portland High School","=""1136111""",8.2,8.4,8.0,11.8,11.1
"Preston School District","Preston Plains School","=""1145111""",0.0,7.5,0.0,7.4,5.3
"Preston School District","Preston Veterans' Memorial School","=""1140411""","*",9.8,"*",9.2,4.3
"Putnam School District","Helping Hands","=""1169011""","*","*","*","*","*"
"Putnam School District","Putnam Middle School","=""1165111""",8.6,15.0,16.0,12.8,16.2
"Putnam School District","Putnam High School","=""1166111""",21.9,22.5,26.0,23.9,24.5
"Putnam School District","Putnam Elementary School","=""1160311""",8.4,7.9,6.7,8.9,6.7
"Putnam School District","PALS - Putnam Alternative Learning System","=""1160111""","N/A","N/A","N/A","*","*"
"Redding School District","Redding Elementary School","=""1170111""",4.0,3.3,0.0,2.7,2.3
"Redding School District","John Read Middle School","=""1175111""",6.4,7.4,3.7,3.3,3.6
"Regional School District 01","LEAPSS","=""2010412""","N/A","N/A","N/A","N/A","*"
"Regional School District 01","Housatonic Valley Regional High School","=""2016112""",6.7,4.8,3.3,15.3,10.5
"Regional School District 01","SELC","=""2010312""","N/A","N/A","N/A","N/A","*"
"Regional School District 01","TOTAL","=""2010212""","N/A","N/A","N/A","N/A","*"
"Regional School District 01","ALPSS","=""2010512""","N/A","N/A","N/A","N/A","*"
"Regional School District 04","John Winthrop Middle School","=""2045112""",7.9,10.5,7.9,6.5,4.1
"Regional School District 04","Valley Regional High School","=""2046112""",8.6,9.7,10.9,8.5,7.9
"Regional School District 04","Region 4 Transition Academy","=""2040112""","N/A","N/A","N/A","N/A","*"
"Regional School District 05","Amity Middle School: Bethany","=""2055112""",6.5,4.8,3.8,3.9,8.1
"Regional School District 05","Amity Middle School: Orange","=""2055212""",5.1,6.1,3.9,5.1,4.7
"Regional School District 05","Amity Regional High School","=""2056112""",10.2,13.5,14.9,13.9,0.7
"Regional School District 06","Warren Elementary School","=""2060312""","*",7.6,8.6,13.2,"*"
"Regional School District 06","James Morris School","=""2060212""",4.5,5.7,6.6,10.7,"*"
"Regional School District 06","Goshen Center School","=""2060112""",4.5,7.9,3.5,"*",5.3
"Regional School District 06","Wamogo Regional High School","=""2066112""",4.0,4.6,3.3,3.2,4.8
"Regional School District 07","SAGE","=""3480415""","N/A","N/A","N/A","N/A","*"
"Regional School District 07","FLEX","=""2079012""","*","*","*","*","*"
"Regional School District 07","Intensive Learning Program","=""2079412""","*","*","*","N/A","N/A"
"Regional School District 07","LINKS","=""2079212""","*","*","*","*","N/A"
"Regional School District 07","AIM","=""2079112""","*","*","*","*","*"
"Regional School District 07","STEP","=""2079312""",85.2,66.7,"*","*",81.8
"Regional School District 07","Northwestern Regional Middle School","=""2075112""",4.3,3.1,2.0,2.7,"*"
"Regional School District 07","Northwestern Regional High School","=""2076112""",23.7,6.2,6.1,5.1,3.1
"Regional School District 07","Links","=""2079212""","N/A","N/A","N/A","N/A","*"
"Regional School District 07","Highlander Transition Academy","=""2070112""","N/A","N/A","N/A","N/A","*"
"Regional School District 08","RHAM Middle School","=""2085112""",15.8,20.8,5.2,14.7,3.0
"Regional School District 08","RHAM High School","=""2086112""",15.6,14.7,15.8,11.0,8.4
"Regional School District 08","Region Alternative High School","=""2086212""","N/A","*","*","N/A","N/A"
"Regional School District 09","Joel Barlow High School","=""2096112""",14.1,13.5,9.9,9.1,9.2
"Regional School District 10","Harwinton Consolidated School","=""2100312""",3.8,5.8,6.1,4.7,1.6
"Regional School District 10","Lake Garda Elementary School","=""2100212""",0.0,3.6,4.1,1.6,1.9
"Regional School District 10","Lewis S. Mills High School","=""2106112""",23.0,7.0,15.3,14.2,13.8
"Regional School District 10","Har-Bur Middle School","=""2105112""",3.0,4.8,2.4,2.2,3.0
"Regional School District 11","Parish Hill High School","=""2116112""",6.1,9.9,4.8,7.4,9.7
"Regional School District 12","The Burnham School","=""2120112""","*",8.7,"*",0.0,"*"
"Regional School District 12","Booth Free School","=""2120212""","*",8.3,"*","*","*"
"Regional School District 12","Washington Primary School","=""2120412""",9.6,9.2,6.2,5.6,"*"
"Regional School District 12","Shepaug Valley Middle School","=""2125112""",9.1,11.8,"N/A","N/A","N/A"
"Regional School District 12","Shepaug Valley High School","=""2126112""",10.9,11.8,"N/A","N/A","N/A"
"Regional School District 12","Shepaug Valley School","=""2120312""","N/A","N/A",8.3,11.1,7.6
"Regional School District 13","Francis E. Korn School","=""2130212""","*",3.4,"*",0.0,0.0
"Regional School District 13","Frederick Brewster School","=""2130112""","*","*","*",3.0,"*"
"Regional School District 13","John Lyman School","=""2130512""",3.0,3.9,2.4,"*",2.8
"Regional School District 13","Middlefield Memorial School","=""2130412""",5.5,5.3,6.1,2.1,2.3
"Regional School District 13","Frank Ward Strong School","=""2135112""",3.6,5.3,4.9,4.1,4.7
"Regional School District 13","Coginchaug Regional High School","=""2136112""",7.1,5.4,5.0,6.6,9.2
"Regional School District 13","Middlesex Transition Academy","=""2130312""","N/A","N/A","N/A",31.8,"*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""",5.8,6.6,4.3,"*",3.8
"Regional School District 14","Mitchell Elementary School","=""2140212""",4.5,5.5,4.9,6.0,8.3
"Regional School District 14","Woodbury Middle School","=""2145112""",4.0,8.1,8.6,0.0,3.9
"Regional School District 14","Nonnewaug High School","=""2146112""",0.9,0.8,9.5,1.2,6.6
"Regional School District 14","Nonnewaug Chiefs Alternative Program","=""2140312""","N/A","N/A","N/A","*","*"
"Regional School District 14","Region 14 Transition Academy","=""2140412""","N/A","N/A","N/A","N/A","*"
"Regional School District 15","Gainfield Elementary School","=""2150412""",5.8,6.3,6.0,4.0,1.6
"Regional School District 15","Middlebury Elementary School","=""2150612""",2.9,4.0,4.3,4.0,2.7
"Regional School District 15","Pomperaug School","=""2150512""",7.2,6.1,3.5,1.8,3.1
"Regional School District 15","Rochambeau Middle School","=""2155112""",4.4,5.9,4.5,6.4,3.1
"Regional School District 15","Memorial Middle School","=""2155212""",6.4,5.1,4.9,11.9,2.9
"Regional School District 15","Long Meadow Elementary School","=""2150712""",2.1,4.1,3.4,1.5,3.0
"Regional School District 15","Pomperaug Regional High School","=""2156212""",3.9,6.3,3.4,1.7,3.3
"Regional School District 15","MIJ Program","=""2150112""","N/A","N/A","N/A","*","*"
"Regional School District 16","Community School","=""2160212""",2.9,3.3,3.2,4.1,"N/A"
"Regional School District 16","Algonquin School","=""2160312""",2.6,4.8,"*",7.0,"N/A"
"Regional School District 16","Laurel Ledge School","=""2160112""",3.4,3.0,2.5,10.4,11.3
"Regional School District 16","Long River Middle School","=""2165112""",6.3,6.8,2.9,9.1,6.1
"Regional School District 16","Woodland Regional High School","=""2166012""",15.1,11.1,10.4,9.7,9.4
"Regional School District 16","WRHS Alternative Education Program","=""2160412""","N/A","N/A","N/A","*","*"
"Regional School District 16","Prospect Elementary School","=""2160512""","N/A","N/A","N/A","N/A",2.8
"Regional School District 17","Burr District Elementary School","=""2170212""",3.1,2.3,4.3,4.6,"*"
"Regional School District 17","Haddam Elementary School","=""2170112""",3.4,2.4,2.4,"*",3.6
"Regional School District 17","Killingworth Elementary School","=""2170312""",4.4,3.0,2.7,"*","*"
"Regional School District 17","Haddam-Killingworth High School","=""2176112""",4.6,3.7,7.8,8.5,8.2
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""",5.3,3.6,2.4,4.1,2.3
"Regional School District 18","Center School","=""2180312""",6.1,6.3,6.3,10.0,"N/A"
"Regional School District 18","Lyme Consolidated School","=""2180112""",3.8,"*",4.4,5.2,5.0
"Regional School District 18","Mile Creek School","=""2180212""",3.1,4.3,5.6,4.5,4.5
"Regional School District 18","Lyme-Old Lyme Middle School","=""2185112""",4.6,5.8,5.8,6.0,4.6
"Regional School District 18","Lyme-Old Lyme High School","=""2186112""",4.8,3.1,6.8,9.1,9.9
"Regional School District 18","Alternative Program","=""2180412""","N/A","N/A","N/A","N/A","*"
"Regional School District 19","E. O. Smith High School","=""2196112""",15.3,15.2,15.7,5.8,7.5
"Regional School District 19","PM Panthers","=""2190212""","N/A","N/A","N/A",63.6,54.5
"Regional School District 19","E.O. Smith High School at the Depot Campus","=""2190112""","N/A","N/A","N/A","*",36.0
"Regional School District 19","STAAR Program","=""2190312""","N/A","N/A","N/A","N/A","*"
"Ridgefield School District","Ridgefield Transition Program","=""1189011""","*","*","*","N/A","N/A"
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""",2.7,4.1,4.1,4.3,"*"
"Ridgefield School District","Farmingville Elementary School","=""1180411""",2.9,3.5,4.1,2.3,"*"
"Ridgefield School District","Veterans Park Elementary School","=""1180211""",4.3,3.6,2.4,2.7,2.0
"Ridgefield School District","Scotland Elementary School","=""1180511""",1.6,2.8,"*",2.7,"*"
"Ridgefield School District","Ridgebury Elementary School","=""1180311""",3.6,6.4,4.9,2.6,2.3
"Ridgefield School District","Branchville Elementary School","=""1180611""",3.7,5.2,1.7,2.0,1.8
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""",8.4,8.7,9.3,5.2,3.8
"Ridgefield School District","East Ridge Middle School","=""1185111""",4.5,7.9,5.1,3.0,2.5
"Ridgefield School District","Ridgefield High School","=""1186111""",7.3,8.4,9.4,9.7,8.5
"Ridgefield School District","Ridgefield 18-21 Transition Program","=""1189011""","N/A","N/A","N/A","*","*"
"Ridgefield School District","Alternative High School","=""1188011""","N/A","N/A","N/A","*","*"
"Ridgefield School District","District Program BMES","=""1180111""","N/A","N/A","N/A","N/A","*"
"Ridgefield School District","District Program ERMS","=""1181011""","N/A","N/A","N/A","N/A","*"
"Ridgefield School District","District Program SES","=""1180911""","N/A","N/A","N/A","N/A","*"
"Ridgefield School District","District Program RES","=""1180711""","N/A","N/A","N/A","N/A","*"
"Rocky Hill School District","Pathways","=""1190311""","N/A","N/A","N/A","*","*"
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""",5.7,6.2,6.7,5.4,7.1
"Rocky Hill School District","West Hill School","=""1190511""",5.1,8.7,6.7,8.6,10.2
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""",5.9,6.6,4.9,5.3,6.7
"Rocky Hill School District","Rocky Hill High School","=""1196111""",11.6,11.1,7.1,9.1,8.0
"Rocky Hill School District","Alternative Learning Program","=""1190111""","N/A","N/A","N/A","*","*"
"Salem School District","Salem Elementary School","=""1210111""",3.5,3.4,4.1,4.4,4.8
"Salisbury School District","SELC","=""1220211""","N/A","N/A","N/A","*","N/A"
"Salisbury School District","Salisbury Central School","=""1220111""",7.2,7.0,4.2,6.7,4.4
"Scotland School District","Scotland Elementary School","=""1230111""",4.8,5.3,5.3,"*","*"
"Seymour School District","Paul Chatfield School","=""1240411""",7.0,"N/A","N/A","N/A","N/A"
"Seymour School District","Anna L. Lopresti School","=""1240311""",9.4,"N/A","N/A","N/A","N/A"
"Seymour School District","Bungay School","=""1240111""",5.4,5.5,4.6,3.4,4.8
"Seymour School District","Seymour High School","=""1246111""",7.5,20.5,10.8,5.6,11.8
"Seymour School District","Seymour Middle School","=""1245111""",9.6,10.3,10.5,10.2,9.0
"Seymour School District","Chatfield-LoPresti School","=""1240211""","N/A",9.5,9.9,5.0,6.8
"Sharon School District","TOTAL","=""1250211""","N/A","N/A","N/A","*","N/A"
"Sharon School District","Sharon Center School","=""1250111""",7.1,5.0,"*","*",5.2
"Shelton School District","Mohegan School","=""1260911""",2.9,"*",2.3,5.1,3.1
"Shelton School District","Sunnyside School","=""1260611""",5.9,12.3,8.8,14.1,4.4
"Shelton School District","Booth Hill School","=""1261011""",2.5,3.4,3.3,4.1,5.4
"Shelton School District","Long Hill School","=""1260811""",6.2,10.1,10.3,11.6,11.8
"Shelton School District","Elizabeth Shelton School","=""1260511""",3.6,4.9,6.3,4.6,5.8
"Shelton School District","Perry Hill Elementary School","=""1261111""",5.5,8.6,4.5,7.1,7.7
"Shelton School District","Intermediate School","=""1265111""",6.9,11.1,10.1,7.9,9.4
"Shelton School District","Shelton High School","=""1266111""",12.0,24.8,23.4,21.8,26.5
"Shelton School District","Life Skills","=""1260311""","N/A","N/A","N/A","N/A","*"
"Shelton School District","Alternative Learning Center 1","=""1260211""","N/A","N/A","N/A","N/A","*"
"Shelton School District","Work Experience","=""1260711""","N/A","N/A","N/A","N/A","*"
"Sherman School District","Sherman School","=""1270111""",5.9,7.1,7.0,6.9,5.8
"Side By Side Charter School District","Side By Side Charter School","=""2700113""",7.4,8.3,6.2,9.8,4.2
"Simsbury School District","Tariffville School","=""1280311""",4.0,4.9,3.6,4.5,2.9
"Simsbury School District","Central School","=""1280111""",3.9,7.3,7.5,2.1,"*"
"Simsbury School District","Tootin' Hills School","=""1280411""",3.2,5.8,4.2,4.8,2.1
"Simsbury School District","Latimer Lane School","=""1280611""",6.7,7.3,3.9,2.7,2.4
"Simsbury School District","Squadron Line School","=""1280711""",1.7,3.3,4.8,5.0,2.3
"Simsbury School District","Henry James Memorial School","=""1285111""",8.3,5.8,5.2,4.1,5.0
"Simsbury School District","Simsbury High School","=""1286111""",4.2,7.7,8.3,7.6,7.4
"Simsbury School District","Farmington Valley Transition Academy","=""1280211""","N/A","N/A","N/A","N/A",22.6
"Somers School District","Mabelle B. Avery Middle School","=""1295111""",18.7,18.0,15.4,18.5,16.0
"Somers School District","Somers High School","=""1296111""",13.7,21.8,15.3,18.1,15.0
"Somers School District","Somers Elementary School","=""1290411""",12.9,3.7,3.0,2.6,3.0
"Somers School District","Aspire","=""1290511""","N/A","N/A","N/A","N/A","*"
"South Windsor School District","Pleasant Valley School","=""1320211""",20.7,6.5,2.6,3.4,1.9
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","*","*","*","*","*"
"South Windsor School District","Wapping Elementary School","=""1320411""",13.9,5.2,5.5,6.9,4.0
"South Windsor School District","Philip R. Smith School","=""1320111""",25.5,2.6,1.7,2.9,"*"
"South Windsor School District","Eli Terry School","=""1320711""",14.4,1.8,4.3,5.7,2.2
"South Windsor School District","Orchard Hill School","=""1320611""",14.8,5.6,6.4,5.8,4.1
"South Windsor School District","Timothy Edwards School","=""1325111""",22.7,6.3,4.4,3.6,2.9
"South Windsor School District","South Windsor High School","=""1326211""",0.9,5.4,0.9,1.1,5.4
"Southington School District","John F. Kennedy Middle School","=""1315311""",7.7,7.4,7.4,4.7,5.6
"Southington School District","South End Elementary School","=""1310711""",4.1,3.0,5.1,5.7,6.4
"Southington School District","Plantsville Elementary School","=""1310611""","*","*",2.5,4.6,3.1
"Southington School District","Flanders Elementary School","=""1311311""",2.4,2.4,3.0,3.4,4.0
"Southington School District","Hatton Elementary School","=""1310211""",5.4,4.2,4.6,3.9,2.5
"Southington School District","Strong Elementary School","=""1310811""",2.5,1.7,3.3,2.9,4.4
"Southington School District","Urbin T. Kelley School","=""1311411""",2.1,2.7,"*",2.0,"*"
"Southington School District","Thalberg Elementary School","=""1310911""",3.8,3.0,4.0,3.7,3.0
"Southington School District","Derynoski Elementary School","=""1311511""",3.3,5.8,6.5,4.8,4.7
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""",6.2,6.4,7.1,7.4,5.6
"Southington School District","Southington High School","=""1316211""",11.9,11.1,9.5,6.9,8.3
"Southington School District","Achieve","=""1311711""","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","N/A","N/A","N/A","*","*"
"Southington School District","EASE","=""1310511""","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom","=""1310411""","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","N/A","N/A","N/A","*","*"
"Southington School District","Alta","=""1310111""","N/A","N/A","N/A",64.4,75.0
"Sprague School District","Sayles School","=""1330111""",7.5,7.5,7.8,11.3,7.7
"Stafford School District","Staffordville School","=""1340311""",7.2,"*",8.0,9.7,7.4
"Stafford School District","West Stafford School","=""1340411""",6.0,8.3,6.1,6.3,9.6
"Stafford School District","Stafford Middle School","=""1345211""",11.3,7.4,4.9,5.6,6.0
"Stafford School District","Stafford Elementary School","=""1340611""",5.5,5.1,2.9,8.2,5.2
"Stafford School District","Stafford High School","=""1346111""",7.9,9.2,14.0,10.4,10.9
"Stafford School District","Stafford Tutoring Program","=""1340211""","N/A","N/A","N/A","*","*"
"Stamford Academy District","Stamford Academy","=""2826013""","*",97.3,"*",86.9,99.3
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","N/A","N/A","N/A","N/A",8.2
"Stamford School District","Dolan School","=""1355311""",14.3,14.6,3.0,26.8,22.8
"Stamford School District","K. T. Murphy School","=""1350511""",4.6,12.7,8.8,12.0,4.5
"Stamford School District","Hart School","=""1352211""",9.5,11.4,8.7,9.2,5.9
"Stamford School District","Davenport Ridge School","=""1352011""",11.5,10.6,8.8,9.6,7.0
"Stamford School District","Julia A. Stark School","=""1351211""",5.3,9.2,5.4,11.2,7.8
"Stamford School District","Turn of River School","=""1355511""",13.3,15.6,14.6,30.7,26.5
"Stamford School District","Cloonan School","=""1355611""",14.1,21.1,10.4,39.1,39.9
"Stamford School District","Scofield Middle School","=""1355711""",3.7,6.5,5.8,9.1,5.5
"Stamford School District","Springdale School","=""1351111""",8.9,8.8,6.8,6.1,3.8
"Stamford School District","Roxbury School","=""1350911""",9.7,15.2,9.9,12.1,11.7
"Stamford School District","Toquam Magnet School","=""1351911""",10.3,13.5,8.3,9.3,9.5
"Stamford School District","Rippowam Middle School","=""1355811""",15.8,21.0,9.6,12.4,10.0
"Stamford School District","Stillmeadow School","=""1352111""",9.8,12.6,6.3,8.5,11.2
"Stamford School District","Newfield School","=""1350611""",10.8,13.8,11.5,9.5,6.6
"Stamford School District","The Academy of Information Technology","=""1356411""",3.5,18.2,5.7,7.2,7.0
"Stamford School District","Northeast School","=""1351811""",5.8,9.2,7.0,7.3,5.9
"Stamford School District","Westover School","=""1351411""",4.9,9.2,5.1,6.4,4.2
"Stamford School District","Rogers International School","=""1350811""",4.6,8.5,3.8,18.9,10.2
"Stamford School District","Stamford High School","=""1356111""",9.3,14.0,15.0,13.2,11.6
"Stamford School District","Westhill High School","=""1356311""",14.4,24.9,17.9,17.8,16.5
"Stamford School District","Individuals Achieving Independence","=""1350211""","N/A","N/A","N/A","*","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","N/A","N/A","N/A",5.1,20.5
"Sterling School District","Sterling Community School","=""1360311""",8.3,5.1,6.8,6.8,8.0
"Stonington School District","West Broad Street School","=""1370411""","*",7.5,13.1,5.3,8.2
"Stonington School District","West Vine Street School","=""1370611""",8.0,7.2,13.7,14.9,16.2
"Stonington School District","Pawcatuck Middle School","=""1375111""",96.8,5.9,22.9,20.3,4.5
"Stonington School District","Mystic Middle School","=""1375211""",3.6,7.5,10.5,9.5,9.7
"Stonington School District","Deans Mill School","=""1370511""",4.3,6.0,4.5,3.6,3.1
"Stonington School District","Stonington High School","=""1376111""","*",5.5,1.8,4.1,3.3
"Stonington School District","Community Classroom","=""1370811""","N/A","N/A","N/A","*","*"
"Stonington School District","SAILS","=""1370711""","N/A","N/A","N/A","N/A","*"
"Stratford School District","Eli Whitney School","=""1381311""",5.8,7.8,5.5,5.0,7.3
"Stratford School District","Secondary STEPS Program","=""1389111""","*","*","*","N/A","N/A"
"Stratford School District","Strive-Stratford","=""1389011""","*","*","*","*","*"
"Stratford School District","Lordship School","=""1380811""",10.2,11.6,8.3,9.4,8.2
"Stratford School District","Honeyspot School","=""1381611""",3.8,8.6,9.6,8.3,"N/A"
"Stratford School District","Franklin School","=""1380411""",9.9,13.7,10.6,11.4,6.6
"Stratford School District","Wilcoxson School","=""1381411""",3.4,6.6,2.9,4.3,3.7
"Stratford School District","Stratford Academy - Johnson House","=""1381511""",2.9,6.7,6.3,6.4,3.7
"Stratford School District","Nichols School","=""1380911""",4.6,7.5,7.3,5.1,6.4
"Stratford School District","David Wooster Middle School","=""1385211""",9.0,13.9,10.7,11.3,14.6
"Stratford School District","Chapel School","=""1380311""",7.3,8.5,9.0,5.5,7.8
"Stratford School District","Harry B. Flood Middle School","=""1385311""",11.4,14.6,12.0,11.3,11.5
"Stratford School District","Second Hill Lane School","=""1381011""",7.6,8.3,7.8,6.7,6.1
"Stratford School District","Stratford High School","=""1386111""",13.9,19.3,22.4,17.7,23.3
"Stratford School District","Bunnell High School","=""1386211""",13.8,16.2,13.4,12.3,14.8
"Stratford School District","Middle School STEPS 7-8","=""1381911""","N/A","N/A","N/A","*","*"
"Stratford School District","Franklin STEPS K-2","=""1382111""","N/A","N/A","N/A","*","*"
"Stratford School District","ABA Second Hill Lane","=""1380611""","N/A","N/A","N/A","*","*"
"Stratford School District","Intensive Need Classroom","=""1381711""","N/A","N/A","N/A","*","N/A"
"Stratford School District","High School STEPS 9-12","=""1382011""","N/A","N/A","N/A","*","*"
"Stratford School District","High School Sails","=""1380711""","N/A","N/A","N/A","*","*"
"Stratford School District","Middle School Sails","=""1381811""","N/A","N/A","N/A","*","*"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","N/A","N/A","N/A","*","*"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","N/A","N/A","N/A","*","*"
"Stratford School District","ALPHA","=""1380511""","N/A","N/A","N/A",62.5,74.4
"Stratford School District","ABA Whitney","=""1382411""","N/A","N/A","N/A","N/A","*"
"Stratford School District","ABA Nichols","=""1382511""","N/A","N/A","N/A","N/A","*"
"Stratford School District","Steps K-2 Nichols","=""1382611""","N/A","N/A","N/A","N/A","*"
"Stratford School District","DLC Whitney","=""1382311""","N/A","N/A","N/A","N/A","*"
"Stratford School District","Straford Academy - Victoria Soto School","=""1382211""","N/A","N/A","N/A","N/A",6.4
"Suffield School District","A. Ward Spaulding School","=""1390411""",5.9,8.4,16.7,"*",5.3
"Suffield School District","McAlister Intermediate School","=""1390311""",2.7,3.5,8.2,0.0,3.0
"Suffield School District","Suffield Middle School","=""1395111""",7.4,6.2,5.2,0.0,3.7
"Suffield School District","Suffield High School","=""1396111""",11.5,5.5,1.8,3.4,9.7
"The Bridge Academy District","The Bridge Academy","=""2696113""",4.2,5.3,8.4,7.7,8.6
"The Gilbert School District","The Gilbert School","=""9026122""",12.9,14.9,15.8,23.5,4.9
"Thomaston School District","Black Rock School","=""1400111""",5.1,10.6,6.3,4.7,5.0
"Thomaston School District","Thomaston Center School","=""1400211""",6.6,4.0,4.3,5.4,4.6
"Thomaston School District","Thomaston High School","=""1406211""",5.5,5.1,5.1,8.4,9.0
"Thompson School District","Tourtellotte Memorial High School","=""1416111""",19.8,10.7,12.4,10.0,18.1
"Thompson School District","Thompson Middle School","=""1415111""",8.2,4.7,3.8,5.6,5.0
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""",7.8,10.1,2.5,2.6,2.2
"Thompson School District","District Autism Program","=""1410211""","N/A","N/A","N/A","*","*"
"Tolland School District","Birch Grove Primary School","=""1420111""",2.8,2.4,0.0,0.0,3.9
"Tolland School District","Tolland Intermediate School","=""1420211""",3.8,2.8,2.6,2.3,1.5
"Tolland School District","Tolland Middle School","=""1425111""",2.6,5.7,2.5,3.1,4.2
"Tolland School District","Tolland High School","=""1426111""",9.3,7.3,6.5,7.8,7.8
"Tolland School District","TALC","=""1420311""","N/A","N/A","N/A","*","*"
"Torrington School District","East School","=""1430111""",7.8,8.1,9.7,4.7,3.7
"Torrington School District","Southwest School","=""1430811""",8.1,11.0,8.2,7.6,7.1
"Torrington School District","Forbes School","=""1430211""",9.3,10.8,10.0,7.2,6.9
"Torrington School District","Vogel-Wetmore School","=""1431311""",9.9,8.9,7.3,6.1,5.3
"Torrington School District","Torringford School","=""1430911""",4.9,5.7,5.5,5.6,4.7
"Torrington School District","Torrington High School","=""1436111""",23.8,23.4,27.8,17.0,15.6
"Torrington School District","Torrington Middle School","=""1435111""",16.9,15.1,13.1,13.1,12.0
"Torrington School District","Vogel-Wetmore / Reach","=""1431711""","N/A","N/A","N/A","*","N/A"
"Torrington School District","East - The Learning Center","=""1431811""","N/A","N/A","N/A","*","N/A"
"Torrington School District","Migeon Academy","=""1431411""","N/A","N/A","N/A",45.5,"*"
"Torrington School District","ABC / Forbes School","=""1431511""","N/A","N/A","N/A","N/A","*"
"Torrington School District","Torringford / ABC","=""1432411""","N/A","N/A","N/A","N/A","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""",6.5,"*",0.0,65.9,18.6
"Trumbull School District","Booth Hill School","=""1440111""",2.8,4.0,1.6,3.9,2.8
"Trumbull School District","Tashua School","=""1440911""","*",1.6,"*",3.4,2.7
"Trumbull School District","Jane Ryan School","=""1440411""",2.9,3.7,1.7,2.3,3.6
"Trumbull School District","Middlebrook School","=""1440311""",4.7,3.9,2.8,4.5,6.8
"Trumbull School District","Daniels Farm School","=""1440811""",3.5,3.2,2.5,4.2,1.7
"Trumbull School District","Frenchtown Elementary School","=""1441011""",4.0,5.2,1.4,3.1,2.0
"Trumbull School District","Hillcrest Middle School","=""1445211""",7.1,8.5,3.4,6.2,7.2
"Trumbull School District","Madison Middle School","=""1445111""",6.4,7.1,3.7,3.2,6.6
"Trumbull School District","Trumbull High School","=""1446111""",9.1,1.9,1.5,2.3,5.1
"Trumbull School District","Trumbull Alternative School","=""1440211""","N/A","N/A","N/A","*","*"
"Trumbull School District","REACH","=""1440511""","N/A","N/A","N/A","*","*"
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","*","*","*","*","N/A"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","*","*","N/A","*","*"
