"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, English Learner Status"

"Organization","School","School Code","English Learner Status","% Chronically Absent"
"North Branford School District","North Branford High School","=""0996111""","ELL","*"
"North Branford School District","North Branford High School","=""0996111""","Non-ELL","*"
"North Branford School District","North Branford Intermediate School","=""0995111""","ELL","*"
"North Branford School District","North Branford Intermediate School","=""0995111""","Non-ELL","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","ELL","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Non-ELL","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","ELL","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Non-ELL","*"
"North Haven School District","Clintonville Elementary School","=""1010811""","ELL","*"
"North Haven School District","Clintonville Elementary School","=""1010811""","Non-ELL","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","ELL","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Non-ELL","*"
"North Haven School District","Montowese Elementary School","=""1010211""","ELL","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Non-ELL","*"
"North Haven School District","North Haven High School","=""1016111""","ELL","*"
"North Haven School District","North Haven High School","=""1016111""","Non-ELL","*"
"North Haven School District","North Haven Middle School","=""1015211""","ELL","*"
"North Haven School District","North Haven Middle School","=""1015211""","Non-ELL","*"
"North Haven School District","Ridge Road Elementary School","=""1010311""","ELL","*"
"North Haven School District","Ridge Road Elementary School","=""1010311""","Non-ELL","*"
"North Stonington School District","North Stonington Elementary School","=""1020111""","Non-ELL",4.1
"North Stonington School District","Wheeler High School","=""1026111""","Non-ELL",16.7
"North Stonington School District","Wheeler Middle School","=""1025111""","Non-ELL",10.9
"Norwalk School District","Brien McMahon High School","=""1036211""","ELL",19.0
"Norwalk School District","Brien McMahon High School","=""1036211""","Non-ELL",17.2
"Norwalk School District","Brookside Elementary School","=""1030211""","ELL","*"
"Norwalk School District","Brookside Elementary School","=""1030211""","Non-ELL","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","ELL","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Non-ELL","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","ELL","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","Non-ELL","*"
"Norwalk School District","Fox Run Elementary School","=""1032011""","ELL",16.7
"Norwalk School District","Fox Run Elementary School","=""1032011""","Non-ELL",6.6
"Norwalk School District","Jefferson Magnet School","=""1030711""","ELL",8.8
"Norwalk School District","Jefferson Magnet School","=""1030711""","Non-ELL",6.3
"Norwalk School District","Kendall Elementary School","=""1030811""","ELL",7.7
"Norwalk School District","Kendall Elementary School","=""1030811""","Non-ELL",6.0
"Norwalk School District","Marvin Elementary School","=""1032211""","ELL","*"
"Norwalk School District","Marvin Elementary School","=""1032211""","Non-ELL","*"
"Norwalk School District","Naramake Elementary School","=""1032111""","ELL","*"
"Norwalk School District","Naramake Elementary School","=""1032111""","Non-ELL","*"
"Norwalk School District","Nathan Hale Middle School","=""1035211""","ELL",18.9
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Non-ELL",11.8
"Norwalk School District","Norwalk High School","=""1036111""","ELL",20.2
"Norwalk School District","Norwalk High School","=""1036111""","Non-ELL",18.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","ELL","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL","*"
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","ELL",18.9
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Non-ELL",18.4
"Norwalk School District","Roton Middle School","=""1035511""","ELL","*"
"Norwalk School District","Roton Middle School","=""1035511""","Non-ELL","*"
"Norwalk School District","Rowayton School","=""1031311""","ELL","*"
"Norwalk School District","Rowayton School","=""1031311""","Non-ELL","*"
"Norwalk School District","Silvermine Elementary School","=""1032311""","ELL",8.9
"Norwalk School District","Silvermine Elementary School","=""1032311""","Non-ELL",8.6
"Norwalk School District","Tracey School","=""1031411""","ELL","*"
"Norwalk School District","Tracey School","=""1031411""","Non-ELL","*"
"Norwalk School District","West Rocks Middle School","=""1035411""","ELL","*"
"Norwalk School District","West Rocks Middle School","=""1035411""","Non-ELL","*"
"Norwalk School District","Wolfpit School","=""1032411""","ELL","*"
"Norwalk School District","Wolfpit School","=""1032411""","Non-ELL","*"
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","ELL",13.7
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Non-ELL",10.6
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","ELL","*"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Non-ELL","*"
"Norwich School District","Hickory Street School","=""1049011""","ELL","*"
"Norwich School District","Hickory Street School","=""1049011""","Non-ELL","*"
"Norwich School District","John B. Stanton Network School","=""1041411""","ELL",13.3
"Norwich School District","John B. Stanton Network School","=""1041411""","Non-ELL",10.1
"Norwich School District","Kelly Middle School","=""1045111""","ELL",11.4
"Norwich School District","Kelly Middle School","=""1045111""","Non-ELL",14.7
"Norwich School District","Moriarty Magnet School","=""1042011""","ELL",15.9
"Norwich School District","Moriarty Magnet School","=""1042011""","Non-ELL",14.6
"Norwich School District","Samuel Huntington School","=""1040811""","ELL","*"
"Norwich School District","Samuel Huntington School","=""1040811""","Non-ELL","*"
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","ELL","*"
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Non-ELL","*"
"Norwich School District","Thames River Academy","=""1046111""","ELL","*"
"Norwich School District","Thames River Academy","=""1046111""","Non-ELL","*"
"Norwich School District","Thomas W. Mahan School","=""1041711""","ELL","*"
"Norwich School District","Thomas W. Mahan School","=""1041711""","Non-ELL","*"
"Norwich School District","Uncas Network School","=""1041911""","ELL",19.6
"Norwich School District","Uncas Network School","=""1041911""","Non-ELL",17.0
"Norwich School District","Veterans' Memorial School","=""1041811""","ELL",17.1
"Norwich School District","Veterans' Memorial School","=""1041811""","Non-ELL",9.6
"Norwich School District","Wequonnoc Magnet School","=""1041511""","ELL","*"
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Non-ELL","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Non-ELL",8.9
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","ELL","*"
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Non-ELL","*"
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","ELL","*"
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Non-ELL","*"
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","ELL","*"
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Non-ELL","*"
"Orange School District","Mary L. Tracy School","=""1070211""","ELL","*"
"Orange School District","Mary L. Tracy School","=""1070211""","Non-ELL","*"
"Orange School District","Peck Place School","=""1070511""","ELL","*"
"Orange School District","Peck Place School","=""1070511""","Non-ELL","*"
"Orange School District","Race Brook School","=""1070311""","ELL","*"
"Orange School District","Race Brook School","=""1070311""","Non-ELL","*"
"Orange School District","Turkey Hill School","=""1070411""","ELL","*"
"Orange School District","Turkey Hill School","=""1070411""","Non-ELL","*"
"Oxford School District","Great Oak School","=""1085111""","ELL","*"
"Oxford School District","Great Oak School","=""1085111""","Non-ELL","*"
"Oxford School District","Oxford Center School","=""1080111""","ELL","*"
"Oxford School District","Oxford Center School","=""1080111""","Non-ELL","*"
"Oxford School District","Oxford High School","=""1086011""","ELL","*"
"Oxford School District","Oxford High School","=""1086011""","Non-ELL","*"
"Oxford School District","Quaker Farms School","=""1080311""","ELL","*"
"Oxford School District","Quaker Farms School","=""1080311""","Non-ELL","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","ELL","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Non-ELL","*"
"Plainfield School District","Plainfield Central School","=""1095111""","ELL","*"
"Plainfield School District","Plainfield Central School","=""1095111""","Non-ELL","*"
"Plainfield School District","Plainfield High School","=""1096111""","ELL","*"
"Plainfield School District","Plainfield High School","=""1096111""","Non-ELL","*"
"Plainfield School District","Plainfield Memorial School","=""1090311""","ELL","*"
"Plainfield School District","Plainfield Memorial School","=""1090311""","Non-ELL","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","ELL","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Non-ELL","*"
"Plainfield School District","Moosup Elementary School","=""1090111""","Non-ELL",8.7
"Plainville School District","Frank T. Wheeler School","=""1100411""","ELL","*"
"Plainville School District","Frank T. Wheeler School","=""1100411""","Non-ELL","*"
"Plainville School District","Linden Street School","=""1100211""","ELL",24.4
"Plainville School District","Linden Street School","=""1100211""","Non-ELL",6.6
"Plainville School District","Louis Toffolon School","=""1100511""","ELL","*"
"Plainville School District","Louis Toffolon School","=""1100511""","Non-ELL","*"
"Plainville School District","Middle School of Plainville","=""1105211""","ELL","*"
"Plainville School District","Middle School of Plainville","=""1105211""","Non-ELL","*"
"Plainville School District","Plainville High School","=""1106111""","ELL","*"
"Plainville School District","Plainville High School","=""1106111""","Non-ELL","*"
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","ELL","*"
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Non-ELL","*"
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","ELL","*"
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Non-ELL","*"
"Plymouth School District","Plymouth Center School","=""1110211""","ELL","*"
"Plymouth School District","Plymouth Center School","=""1110211""","Non-ELL","*"
"Plymouth School District","Terryville High School","=""1116111""","ELL","*"
"Plymouth School District","Terryville High School","=""1116111""","Non-ELL","*"
"Pomfret School District","Pomfret Community School","=""1120111""","ELL","*"
"Pomfret School District","Pomfret Community School","=""1120111""","Non-ELL","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","ELL","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Non-ELL","*"
"Portland School District","Portland High School","=""1136111""","ELL","*"
"Portland School District","Portland High School","=""1136111""","Non-ELL","*"
"Portland School District","Portland Middle School","=""1135111""","ELL","*"
"Portland School District","Portland Middle School","=""1135111""","Non-ELL","*"
"Portland School District","Valley View School","=""1130211""","ELL","*"
"Portland School District","Valley View School","=""1130211""","Non-ELL","*"
"Portland School District","Gildersleeve School","=""1130411""","Non-ELL","*"
"Preston School District","Preston Plains School","=""1145111""","ELL","*"
"Preston School District","Preston Plains School","=""1145111""","Non-ELL","*"
"Preston School District","Preston Veterans' Memorial School","=""1140411""","ELL","*"
"Preston School District","Preston Veterans' Memorial School","=""1140411""","Non-ELL","*"
"Putnam School District","Putnam Elementary School","=""1160311""","ELL","*"
"Putnam School District","Putnam Elementary School","=""1160311""","Non-ELL","*"
"Putnam School District","Putnam High School","=""1166111""","ELL","*"
"Putnam School District","Putnam High School","=""1166111""","Non-ELL","*"
"Putnam School District","Putnam Middle School","=""1165111""","ELL","*"
"Putnam School District","Putnam Middle School","=""1165111""","Non-ELL","*"
"Putnam School District","Helping Hands","=""1169011""","Non-ELL","*"
"Redding School District","John Read Middle School","=""1175111""","ELL","*"
"Redding School District","John Read Middle School","=""1175111""","Non-ELL","*"
"Redding School District","Redding Elementary School","=""1170111""","ELL","*"
"Redding School District","Redding Elementary School","=""1170111""","Non-ELL","*"
"Regional School District 01","Housatonic Valley Regional High School","=""2016112""","Non-ELL",6.7
"Regional School District 04","John Winthrop Middle School","=""2045112""","ELL","*"
"Regional School District 04","John Winthrop Middle School","=""2045112""","Non-ELL","*"
"Regional School District 04","Valley Regional High School","=""2046112""","ELL","*"
"Regional School District 04","Valley Regional High School","=""2046112""","Non-ELL","*"
"Regional School District 05","Amity Middle School: Bethany","=""2055112""","ELL","*"
"Regional School District 05","Amity Middle School: Bethany","=""2055112""","Non-ELL","*"
"Regional School District 05","Amity Middle School: Orange","=""2055212""","ELL","*"
"Regional School District 05","Amity Middle School: Orange","=""2055212""","Non-ELL","*"
"Regional School District 05","Amity Regional High School","=""2056112""","ELL","*"
"Regional School District 05","Amity Regional High School","=""2056112""","Non-ELL","*"
"Regional School District 06","Goshen Center School","=""2060112""","ELL","*"
"Regional School District 06","Goshen Center School","=""2060112""","Non-ELL","*"
"Regional School District 06","James Morris School","=""2060212""","ELL","*"
"Regional School District 06","James Morris School","=""2060212""","Non-ELL","*"
"Regional School District 06","Wamogo Regional High School","=""2066112""","ELL","*"
"Regional School District 06","Wamogo Regional High School","=""2066112""","Non-ELL","*"
"Regional School District 06","Warren Elementary School","=""2060312""","Non-ELL","*"
"Regional School District 07","Northwestern Regional High School","=""2076112""","ELL","*"
"Regional School District 07","Northwestern Regional High School","=""2076112""","Non-ELL","*"
"Regional School District 07","Northwestern Regional Middle School","=""2075112""","ELL","*"
"Regional School District 07","Northwestern Regional Middle School","=""2075112""","Non-ELL","*"
"Regional School District 07","AIM","=""2079112""","Non-ELL","*"
"Regional School District 07","FLEX","=""2079012""","Non-ELL","*"
"Regional School District 07","Intensive Learning Program","=""2079412""","Non-ELL","*"
"Regional School District 07","LINKS","=""2079212""","Non-ELL","*"
"Regional School District 07","STEP","=""2079312""","Non-ELL",85.2
"Regional School District 08","RHAM High School","=""2086112""","ELL","*"
"Regional School District 08","RHAM High School","=""2086112""","Non-ELL","*"
"Regional School District 08","RHAM Middle School","=""2085112""","ELL","*"
"Regional School District 08","RHAM Middle School","=""2085112""","Non-ELL","*"
"Regional School District 09","Joel Barlow High School","=""2096112""","ELL","*"
"Regional School District 09","Joel Barlow High School","=""2096112""","Non-ELL","*"
"Regional School District 10","Har-Bur Middle School","=""2105112""","ELL","*"
"Regional School District 10","Har-Bur Middle School","=""2105112""","Non-ELL","*"
"Regional School District 10","Harwinton Consolidated School","=""2100312""","ELL","*"
"Regional School District 10","Harwinton Consolidated School","=""2100312""","Non-ELL","*"
"Regional School District 10","Lake Garda Elementary School","=""2100212""","ELL","*"
"Regional School District 10","Lake Garda Elementary School","=""2100212""","Non-ELL","*"
"Regional School District 10","Lewis S. Mills High School","=""2106112""","ELL","*"
"Regional School District 10","Lewis S. Mills High School","=""2106112""","Non-ELL","*"
"Regional School District 11","Parish Hill High School","=""2116112""","Non-ELL",6.1
"Regional School District 12","Shepaug Valley High School","=""2126112""","ELL","*"
"Regional School District 12","Shepaug Valley High School","=""2126112""","Non-ELL","*"
"Regional School District 12","Shepaug Valley Middle School","=""2125112""","ELL","*"
"Regional School District 12","Shepaug Valley Middle School","=""2125112""","Non-ELL","*"
"Regional School District 12","Washington Primary School","=""2120412""","ELL","*"
"Regional School District 12","Washington Primary School","=""2120412""","Non-ELL","*"
"Regional School District 12","Booth Free School","=""2120212""","Non-ELL","*"
"Regional School District 12","The Burnham School","=""2120112""","Non-ELL","*"
"Regional School District 13","Francis E. Korn School","=""2130212""","ELL","*"
"Regional School District 13","Francis E. Korn School","=""2130212""","Non-ELL","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","ELL","*"
"Regional School District 13","Frank Ward Strong School","=""2135112""","Non-ELL","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","ELL","*"
"Regional School District 13","Frederick Brewster School","=""2130112""","Non-ELL","*"
"Regional School District 13","John Lyman School","=""2130512""","ELL","*"
"Regional School District 13","John Lyman School","=""2130512""","Non-ELL","*"
"Regional School District 13","Coginchaug Regional High School","=""2136112""","Non-ELL",7.1
"Regional School District 13","Middlefield Memorial School","=""2130412""","Non-ELL",5.5
"Regional School District 14","Bethlehem Elementary School","=""2140112""","ELL","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","Non-ELL","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","ELL","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""","Non-ELL","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","ELL","*"
"Regional School District 14","Nonnewaug High School","=""2146112""","Non-ELL","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","ELL","*"
"Regional School District 14","Woodbury Middle School","=""2145112""","Non-ELL","*"
"Regional School District 15","Gainfield Elementary School","=""2150412""","ELL","*"
"Regional School District 15","Gainfield Elementary School","=""2150412""","Non-ELL","*"
"Regional School District 15","Long Meadow Elementary School","=""2150712""","ELL","*"
"Regional School District 15","Long Meadow Elementary School","=""2150712""","Non-ELL","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","ELL","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""","Non-ELL","*"
"Regional School District 15","Pomperaug Regional High School","=""2156212""","ELL","*"
"Regional School District 15","Pomperaug Regional High School","=""2156212""","Non-ELL","*"
"Regional School District 15","Pomperaug School","=""2150512""","ELL","*"
"Regional School District 15","Pomperaug School","=""2150512""","Non-ELL","*"
"Regional School District 15","Memorial Middle School","=""2155212""","Non-ELL",6.4
"Regional School District 15","Rochambeau Middle School","=""2155112""","Non-ELL",4.4
"Regional School District 16","Algonquin School","=""2160312""","ELL","*"
"Regional School District 16","Algonquin School","=""2160312""","Non-ELL","*"
"Regional School District 16","Community School","=""2160212""","ELL","*"
"Regional School District 16","Community School","=""2160212""","Non-ELL","*"
"Regional School District 16","Laurel Ledge School","=""2160112""","ELL","*"
"Regional School District 16","Laurel Ledge School","=""2160112""","Non-ELL","*"
"Regional School District 16","Long River Middle School","=""2165112""","ELL","*"
"Regional School District 16","Long River Middle School","=""2165112""","Non-ELL","*"
"Regional School District 16","Woodland Regional High School","=""2166012""","ELL","*"
"Regional School District 16","Woodland Regional High School","=""2166012""","Non-ELL","*"
"Regional School District 17","Haddam Elementary School","=""2170112""","ELL","*"
"Regional School District 17","Haddam Elementary School","=""2170112""","Non-ELL","*"
"Regional School District 17","Haddam-Killingworth High School","=""2176112""","ELL","*"
"Regional School District 17","Haddam-Killingworth High School","=""2176112""","Non-ELL","*"
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""","ELL","*"
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""","Non-ELL","*"
"Regional School District 17","Burr District Elementary School","=""2170212""","Non-ELL",3.1
"Regional School District 17","Killingworth Elementary School","=""2170312""","Non-ELL",4.4
"Regional School District 18","Center School","=""2180312""","ELL","*"
"Regional School District 18","Center School","=""2180312""","Non-ELL",5.7
"Regional School District 18","Mile Creek School","=""2180212""","ELL","*"
"Regional School District 18","Mile Creek School","=""2180212""","Non-ELL","*"
"Regional School District 18","Lyme Consolidated School","=""2180112""","Non-ELL",3.8
"Regional School District 18","Lyme-Old Lyme High School","=""2186112""","Non-ELL",4.8
"Regional School District 18","Lyme-Old Lyme Middle School","=""2185112""","Non-ELL",4.6
"Regional School District 19","E. O. Smith High School","=""2196112""","ELL","*"
"Regional School District 19","E. O. Smith High School","=""2196112""","Non-ELL","*"
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""","ELL","*"
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""","Non-ELL","*"
"Ridgefield School District","Branchville Elementary School","=""1180611""","ELL","*"
"Ridgefield School District","Branchville Elementary School","=""1180611""","Non-ELL","*"
"Ridgefield School District","East Ridge Middle School","=""1185111""","ELL","*"
"Ridgefield School District","East Ridge Middle School","=""1185111""","Non-ELL","*"
"Ridgefield School District","Farmingville Elementary School","=""1180411""","ELL","*"
"Ridgefield School District","Farmingville Elementary School","=""1180411""","Non-ELL","*"
"Ridgefield School District","Ridgefield High School","=""1186111""","ELL","*"
"Ridgefield School District","Ridgefield High School","=""1186111""","Non-ELL","*"
"Ridgefield School District","Scotland Elementary School","=""1180511""","ELL","*"
"Ridgefield School District","Scotland Elementary School","=""1180511""","Non-ELL","*"
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""","ELL","*"
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""","Non-ELL","*"
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","ELL","*"
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","Non-ELL","*"
"Ridgefield School District","Ridgebury Elementary School","=""1180311""","Non-ELL",3.6
"Ridgefield School District","Ridgefield Transition Program","=""1189011""","Non-ELL","*"
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","ELL","*"
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","Non-ELL","*"
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","ELL","*"
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","Non-ELL","*"
"Rocky Hill School District","Rocky Hill High School","=""1196111""","ELL","*"
"Rocky Hill School District","Rocky Hill High School","=""1196111""","Non-ELL","*"
"Rocky Hill School District","West Hill School","=""1190511""","ELL","*"
"Rocky Hill School District","West Hill School","=""1190511""","Non-ELL","*"
"Salem School District","Salem Elementary School","=""1210111""","ELL","*"
"Salem School District","Salem Elementary School","=""1210111""","Non-ELL","*"
"Salisbury School District","Salisbury Central School","=""1220111""","Non-ELL",7.2
"Scotland School District","Scotland Elementary School","=""1230111""","Non-ELL","*"
"Seymour School District","Anna L. Lopresti School","=""1240311""","ELL","*"
"Seymour School District","Anna L. Lopresti School","=""1240311""","Non-ELL","*"
"Seymour School District","Bungay School","=""1240111""","ELL","*"
"Seymour School District","Bungay School","=""1240111""","Non-ELL","*"
"Seymour School District","Paul Chatfield School","=""1240411""","ELL","*"
"Seymour School District","Paul Chatfield School","=""1240411""","Non-ELL","*"
"Seymour School District","Seymour High School","=""1246111""","ELL","*"
"Seymour School District","Seymour High School","=""1246111""","Non-ELL","*"
"Seymour School District","Seymour Middle School","=""1245111""","ELL","*"
"Seymour School District","Seymour Middle School","=""1245111""","Non-ELL","*"
"Sharon School District","Sharon Center School","=""1250111""","Non-ELL",7.1
"Shelton School District","Mohegan School","=""1260911""","ELL","*"
"Shelton School District","Mohegan School","=""1260911""","Non-ELL",2.5
"Shelton School District","Booth Hill School","=""1261011""","ELL","*"
"Shelton School District","Booth Hill School","=""1261011""","Non-ELL",2.3
"Shelton School District","Elizabeth Shelton School","=""1260511""","ELL",0.0
"Shelton School District","Elizabeth Shelton School","=""1260511""","Non-ELL",3.8
"Shelton School District","Intermediate School","=""1265111""","ELL","*"
"Shelton School District","Intermediate School","=""1265111""","Non-ELL","*"
"Shelton School District","Long Hill School","=""1260811""","ELL","*"
"Shelton School District","Long Hill School","=""1260811""","Non-ELL","*"
"Shelton School District","Perry Hill Elementary School","=""1261111""","ELL","*"
"Shelton School District","Perry Hill Elementary School","=""1261111""","Non-ELL","*"
"Shelton School District","Shelton High School","=""1266111""","ELL","*"
"Shelton School District","Shelton High School","=""1266111""","Non-ELL","*"
"Shelton School District","Sunnyside School","=""1260611""","ELL","*"
"Shelton School District","Sunnyside School","=""1260611""","Non-ELL","*"
"Sherman School District","Sherman School","=""1270111""","ELL","*"
"Sherman School District","Sherman School","=""1270111""","Non-ELL",5.9
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","ELL","*"
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","Non-ELL","*"
"Simsbury School District","Central School","=""1280111""","ELL","*"
"Simsbury School District","Central School","=""1280111""","Non-ELL","*"
"Simsbury School District","Henry James Memorial School","=""1285111""","ELL","*"
"Simsbury School District","Henry James Memorial School","=""1285111""","Non-ELL","*"
"Simsbury School District","Latimer Lane School","=""1280611""","ELL","*"
"Simsbury School District","Latimer Lane School","=""1280611""","Non-ELL","*"
"Simsbury School District","Simsbury High School","=""1286111""","ELL","*"
"Simsbury School District","Simsbury High School","=""1286111""","Non-ELL","*"
"Simsbury School District","Squadron Line School","=""1280711""","ELL","*"
"Simsbury School District","Squadron Line School","=""1280711""","Non-ELL","*"
"Simsbury School District","Tariffville School","=""1280311""","ELL","*"
"Simsbury School District","Tariffville School","=""1280311""","Non-ELL","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","ELL","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Non-ELL","*"
"Somers School District","Somers Elementary School","=""1290411""","ELL","*"
"Somers School District","Somers Elementary School","=""1290411""","Non-ELL","*"
"Somers School District","Somers High School","=""1296111""","ELL","*"
"Somers School District","Somers High School","=""1296111""","Non-ELL","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Non-ELL",18.7
"South Windsor School District","Pleasant Valley School","=""1320211""","ELL","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","Non-ELL",20.2
"South Windsor School District","Eli Terry School","=""1320711""","ELL","*"
"South Windsor School District","Eli Terry School","=""1320711""","Non-ELL","*"
"South Windsor School District","Orchard Hill School","=""1320611""","ELL","*"
"South Windsor School District","Orchard Hill School","=""1320611""","Non-ELL","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","ELL","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Non-ELL","*"
"South Windsor School District","South Windsor High School","=""1326211""","ELL","*"
"South Windsor School District","South Windsor High School","=""1326211""","Non-ELL","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","ELL","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","Non-ELL","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","ELL","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Non-ELL","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Non-ELL","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","ELL","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Non-ELL",7.8
"Southington School District","Derynoski Elementary School","=""1311511""","ELL","*"
"Southington School District","Derynoski Elementary School","=""1311511""","Non-ELL","*"
"Southington School District","Flanders Elementary School","=""1311311""","ELL","*"
"Southington School District","Flanders Elementary School","=""1311311""","Non-ELL","*"
"Southington School District","Hatton Elementary School","=""1310211""","ELL","*"
"Southington School District","Hatton Elementary School","=""1310211""","Non-ELL","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","ELL","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Non-ELL","*"
"Southington School District","Plantsville Elementary School","=""1310611""","ELL","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Non-ELL","*"
"Southington School District","South End Elementary School","=""1310711""","ELL","*"
"Southington School District","South End Elementary School","=""1310711""","Non-ELL","*"
"Southington School District","Southington High School","=""1316211""","ELL","*"
"Southington School District","Southington High School","=""1316211""","Non-ELL","*"
"Southington School District","Strong Elementary School","=""1310811""","ELL","*"
"Southington School District","Strong Elementary School","=""1310811""","Non-ELL","*"
"Southington School District","Thalberg Elementary School","=""1310911""","ELL","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Non-ELL","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","ELL","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Non-ELL","*"
"Sprague School District","Sayles School","=""1330111""","ELL","*"
"Sprague School District","Sayles School","=""1330111""","Non-ELL","*"
"Stafford School District","Stafford Elementary School","=""1340611""","ELL","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Non-ELL","*"
"Stafford School District","Stafford High School","=""1346111""","ELL","*"
"Stafford School District","Stafford High School","=""1346111""","Non-ELL","*"
"Stafford School District","Staffordville School","=""1340311""","ELL","*"
"Stafford School District","Staffordville School","=""1340311""","Non-ELL","*"
"Stafford School District","West Stafford School","=""1340411""","ELL","*"
"Stafford School District","West Stafford School","=""1340411""","Non-ELL","*"
"Stafford School District","Stafford Middle School","=""1345211""","Non-ELL",11.3
"Stamford Academy District","Stamford Academy","=""2826013""","Non-ELL","*"
"Stamford School District","Cloonan School","=""1355611""","ELL","*"
"Stamford School District","Cloonan School","=""1355611""","Non-ELL","*"
"Stamford School District","Davenport Ridge School","=""1352011""","ELL",12.9
"Stamford School District","Davenport Ridge School","=""1352011""","Non-ELL",11.2
"Stamford School District","Dolan School","=""1355311""","ELL",23.6
"Stamford School District","Dolan School","=""1355311""","Non-ELL",13.2
