"Chronic Absenteeism, 2014-15"
", All Schools, Free/Reduced Price Meal Eligibility"

"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","TALC","=""1420311""","Eligible For Free Lunch","*"
"Tolland School District","=""1420011""","TALC","=""1420311""","Not Eligible For Lunch","*"
"Tolland School District","=""1420011""","TALC","=""1420311""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Eligible For Free Lunch","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Not Eligible For Lunch",6.4
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Eligible For Free Lunch","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Not Eligible For Lunch","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Eligible For Free Lunch","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Not Eligible For Lunch",3.0
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Eligible For Reduced Lunch","*"
"Torrington School District","=""1430011""","East School","=""1430111""","Eligible For Free Lunch",8.0
"Torrington School District","=""1430011""","East School","=""1430111""","Not Eligible For Lunch",3.3
"Torrington School District","=""1430011""","East School","=""1430111""","Eligible For Reduced Lunch","*"
"Torrington School District","=""1430011""","East - The Learning Center","=""1431811""","Eligible For Free Lunch","*"
"Torrington School District","=""1430011""","East - The Learning Center","=""1431811""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Eligible For Free Lunch",10.3
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Eligible For Reduced Lunch","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Eligible For Free Lunch","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Eligible For Free Lunch",12.4
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Eligible For Reduced Lunch","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Eligible For Free Lunch",11.3
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Eligible For Reduced Lunch","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Eligible For Free Lunch",25.0
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Not Eligible For Lunch",12.1
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Eligible For Reduced Lunch",22.0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Eligible For Free Lunch",19.1
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Not Eligible For Lunch",8.6
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Eligible For Reduced Lunch",12.5
"Torrington School District","=""1430011""","Vogel-Wetmore / Reach","=""1431711""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Eligible For Free Lunch",6.9
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Not Eligible For Lunch","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Eligible For Reduced Lunch","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Eligible For Free Lunch",66.1
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Not Eligible For Lunch","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Not Eligible For Lunch",2.9
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Not Eligible For Lunch",2.6
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Not Eligible For Lunch",5.2
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Not Eligible For Lunch",2.7
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Eligible For Free Lunch",13.8
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Not Eligible For Lunch",3.2
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Eligible For Free Lunch","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Not Eligible For Lunch",2.0
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Eligible For Reduced Lunch","*"
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","Eligible For Free Lunch",51.7
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","Eligible For Free Lunch",30.7
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","Eligible For Free Lunch","*"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","Eligible For Free Lunch","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Eligible For Free Lunch","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Eligible For Free Lunch","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Eligible For Free Lunch","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Not Eligible For Lunch","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Eligible For Free Lunch","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Eligible For Free Lunch",9.2
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Eligible For Reduced Lunch","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Eligible For Free Lunch","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Eligible For Reduced Lunch","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Eligible For Free Lunch","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Eligible For Reduced Lunch","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Eligible For Free Lunch","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Eligible For Free Lunch","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Eligible For Reduced Lunch","*"
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Eligible For Free Lunch","*"
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Eligible For Free Lunch",31.6
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Not Eligible For Lunch",9.6
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Eligible For Reduced Lunch",13.0
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Eligible For Free Lunch","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Eligible For Reduced Lunch","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Eligible For Free Lunch",10.4
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Eligible For Reduced Lunch","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Eligible For Free Lunch","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Not Eligible For Lunch",3.8
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Not Eligible For Lunch",2.0
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Not Eligible For Lunch",4.3
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Not Eligible For Lunch",6.1
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Not Eligible For Lunch",5.9
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Not Eligible For Lunch",2.9
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Not Eligible For Lunch",3.1
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Eligible For Free Lunch","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Not Eligible For Lunch","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Eligible For Free Lunch",20.1
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Not Eligible For Lunch",14.9
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Eligible For Free Lunch",12.4
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Eligible For Free Lunch",12.6
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Eligible For Free Lunch",14.3
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Eligible For Free Lunch",22.3
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Eligible For Reduced Lunch",0.0
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Eligible For Free Lunch",39.3
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Not Eligible For Lunch",27.0
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Eligible For Reduced Lunch",14.8
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Eligible For Free Lunch",16.9
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Eligible For Free Lunch",10.5
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Eligible For Free Lunch",94.3
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Eligible For Free Lunch",14.8
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Eligible For Free Lunch",15.0
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Eligible For Free Lunch",8.6
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Eligible For Free Lunch",18.3
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Eligible For Free Lunch",32.2
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Not Eligible For Lunch",17.2
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Eligible For Reduced Lunch",16.9
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Eligible For Free Lunch",3.8
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Eligible For Free Lunch",14.5
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Eligible For Free Lunch",22.6
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Not Eligible For Lunch",8.2
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Eligible For Reduced Lunch",8.2
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Eligible For Free Lunch",19.9
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Not Eligible For Lunch",7.1
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Eligible For Reduced Lunch",11.3
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Eligible For Reduced Lunch",0.0
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Eligible For Reduced Lunch",0.0
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Eligible For Free Lunch",16.6
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Eligible For Free Lunch",16.6
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Not Eligible For Lunch",9.9
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Eligible For Reduced Lunch",14.6
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Not Eligible For Lunch",6.1
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Eligible For Free Lunch","*"
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Eligible For Reduced Lunch",0.0
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Eligible For Free Lunch",10.1
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Eligible For Reduced Lunch","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Eligible For Free Lunch",44.1
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Not Eligible For Lunch",26.9
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Eligible For Reduced Lunch",24.1
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Eligible For Free Lunch",19.2
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Not Eligible For Lunch","*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Autism Class","=""1521111""","Not Eligible For Lunch","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Eligible For Free Lunch","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Not Eligible For Lunch",5.4
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Eligible For Free Lunch","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Not Eligible For Lunch","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Eligible For Free Lunch","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Not Eligible For Lunch","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Eligible For Free Lunch","*"
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Not Eligible For Lunch",5.4
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Eligible For Free Lunch","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Not Eligible For Lunch",6.0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","Eligible For Free Lunch","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Eligible For Free Lunch","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Not Eligible For Lunch","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Eligible For Reduced Lunch","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","Eligible For Free Lunch","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","Not Eligible For Lunch",3.9
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","Eligible For Reduced Lunch","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""","Eligible For Free Lunch",9.8
"Watertown School District","=""1530011""","Polk School","=""1530411""","Not Eligible For Lunch","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""","Eligible For Reduced Lunch","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Eligible For Free Lunch",10.9
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Not Eligible For Lunch","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Eligible For Reduced Lunch","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Eligible For Free Lunch",32.7
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Not Eligible For Lunch",15.8
