"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Ridgefield School District","Ridgefield High School","=""1186111""","Not Eligible For Lunch",9.3
"Ridgefield School District","Ridgefield High School","=""1186111""","Eligible For Reduced Lunch","*"
"Ridgefield School District","Scotland Elementary School","=""1180511""","Eligible For Free Lunch","*"
"Ridgefield School District","Scotland Elementary School","=""1180511""","Not Eligible For Lunch",2.8
"Ridgefield School District","Scotland Elementary School","=""1180511""","Eligible For Reduced Lunch","*"
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""","Eligible For Free Lunch","*"
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""","Not Eligible For Lunch","*"
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","Eligible For Free Lunch","*"
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","Not Eligible For Lunch",2.9
"Ridgefield School District","Veterans Park Elementary School","=""1180211""","Eligible For Reduced Lunch","*"
"Ridgefield School District","Ridgefield 18-21 Transition Program","=""1189011""","Not Eligible For Lunch","*"
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","Eligible For Free Lunch",24.1
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","Not Eligible For Lunch",2.7
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""","Eligible For Reduced Lunch",0.0
"Rocky Hill School District","Alternative Learning Program","=""1190111""","Eligible For Free Lunch","*"
"Rocky Hill School District","Alternative Learning Program","=""1190111""","Not Eligible For Lunch","*"
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","Eligible For Free Lunch","*"
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","Not Eligible For Lunch",4.5
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""","Eligible For Reduced Lunch","*"
"Rocky Hill School District","Pathways","=""1190311""","Eligible For Free Lunch","*"
"Rocky Hill School District","Pathways","=""1190311""","Not Eligible For Lunch","*"
"Rocky Hill School District","Rocky Hill High School","=""1196111""","Eligible For Free Lunch","*"
"Rocky Hill School District","Rocky Hill High School","=""1196111""","Not Eligible For Lunch",7.4
"Rocky Hill School District","Rocky Hill High School","=""1196111""","Eligible For Reduced Lunch","*"
"Rocky Hill School District","West Hill School","=""1190511""","Eligible For Free Lunch","*"
"Rocky Hill School District","West Hill School","=""1190511""","Not Eligible For Lunch","*"
"Rocky Hill School District","West Hill School","=""1190511""","Eligible For Reduced Lunch","*"
"Salem School District","Salem Elementary School","=""1210111""","Eligible For Free Lunch","*"
"Salem School District","Salem Elementary School","=""1210111""","Not Eligible For Lunch",3.5
"Salem School District","Salem Elementary School","=""1210111""","Eligible For Reduced Lunch","*"
"Salisbury School District","SELC","=""1220211""","Eligible For Free Lunch","*"
"Salisbury School District","SELC","=""1220211""","Not Eligible For Lunch","*"
"Salisbury School District","SELC","=""1220211""","Eligible For Reduced Lunch","*"
"Salisbury School District","Salisbury Central School","=""1220111""","Eligible For Free Lunch","*"
"Salisbury School District","Salisbury Central School","=""1220111""","Not Eligible For Lunch",6.6
"Salisbury School District","Salisbury Central School","=""1220111""","Eligible For Reduced Lunch","*"
"Scotland School District","Scotland Elementary School","=""1230111""","Eligible For Free Lunch","*"
"Scotland School District","Scotland Elementary School","=""1230111""","Not Eligible For Lunch","*"
"Scotland School District","Scotland Elementary School","=""1230111""","Eligible For Reduced Lunch","*"
"Seymour School District","Bungay School","=""1240111""","Eligible For Free Lunch",10.1
"Seymour School District","Bungay School","=""1240111""","Not Eligible For Lunch","*"
"Seymour School District","Bungay School","=""1240111""","Eligible For Reduced Lunch","*"
"Seymour School District","Chatfield-LoPresti School","=""1240211""","Eligible For Free Lunch",9.3
"Seymour School District","Chatfield-LoPresti School","=""1240211""","Not Eligible For Lunch","*"
"Seymour School District","Chatfield-LoPresti School","=""1240211""","Eligible For Reduced Lunch","*"
"Seymour School District","Seymour High School","=""1246111""","Eligible For Free Lunch","*"
"Seymour School District","Seymour High School","=""1246111""","Not Eligible For Lunch",5.2
"Seymour School District","Seymour High School","=""1246111""","Eligible For Reduced Lunch","*"
"Seymour School District","Seymour Middle School","=""1245111""","Eligible For Free Lunch","*"
"Seymour School District","Seymour Middle School","=""1245111""","Not Eligible For Lunch",7.4
"Seymour School District","Seymour Middle School","=""1245111""","Eligible For Reduced Lunch","*"
"Sharon School District","Sharon Center School","=""1250111""","Eligible For Free Lunch","*"
"Sharon School District","Sharon Center School","=""1250111""","Not Eligible For Lunch","*"
"Sharon School District","Sharon Center School","=""1250111""","Eligible For Reduced Lunch","*"
"Sharon School District","TOTAL","=""1250211""","Eligible For Free Lunch","*"
"Sharon School District","TOTAL","=""1250211""","Not Eligible For Lunch","*"
"Shelton School District","Mohegan School","=""1260911""","Eligible For Free Lunch","*"
"Shelton School District","Mohegan School","=""1260911""","Not Eligible For Lunch",4.1
"Shelton School District","Mohegan School","=""1260911""","Eligible For Reduced Lunch","*"
"Shelton School District","Booth Hill School","=""1261011""","Eligible For Free Lunch","*"
"Shelton School District","Booth Hill School","=""1261011""","Not Eligible For Lunch",3.1
"Shelton School District","Booth Hill School","=""1261011""","Eligible For Reduced Lunch","*"
"Shelton School District","Elizabeth Shelton School","=""1260511""","Eligible For Free Lunch","*"
"Shelton School District","Elizabeth Shelton School","=""1260511""","Not Eligible For Lunch",3.3
"Shelton School District","Elizabeth Shelton School","=""1260511""","Eligible For Reduced Lunch","*"
"Shelton School District","Intermediate School","=""1265111""","Eligible For Free Lunch",19.0
"Shelton School District","Intermediate School","=""1265111""","Not Eligible For Lunch",4.9
"Shelton School District","Intermediate School","=""1265111""","Eligible For Reduced Lunch",16.7
"Shelton School District","Long Hill School","=""1260811""","Eligible For Free Lunch",16.4
"Shelton School District","Long Hill School","=""1260811""","Not Eligible For Lunch","*"
"Shelton School District","Long Hill School","=""1260811""","Eligible For Reduced Lunch","*"
"Shelton School District","Perry Hill Elementary School","=""1261111""","Eligible For Free Lunch","*"
"Shelton School District","Perry Hill Elementary School","=""1261111""","Not Eligible For Lunch",5.1
"Shelton School District","Perry Hill Elementary School","=""1261111""","Eligible For Reduced Lunch","*"
"Shelton School District","Shelton High School","=""1266111""","Eligible For Free Lunch",40.7
"Shelton School District","Shelton High School","=""1266111""","Not Eligible For Lunch",17.3
"Shelton School District","Shelton High School","=""1266111""","Eligible For Reduced Lunch",36.0
"Shelton School District","Sunnyside School","=""1260611""","Eligible For Free Lunch","*"
"Shelton School District","Sunnyside School","=""1260611""","Not Eligible For Lunch","*"
"Shelton School District","Sunnyside School","=""1260611""","Eligible For Reduced Lunch","*"
"Sherman School District","Sherman School","=""1270111""","Eligible For Free Lunch","*"
"Sherman School District","Sherman School","=""1270111""","Not Eligible For Lunch",6.6
"Sherman School District","Sherman School","=""1270111""","Eligible For Reduced Lunch","*"
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","Eligible For Free Lunch","*"
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","Not Eligible For Lunch",10.4
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","Eligible For Reduced Lunch","*"
"Simsbury School District","Central School","=""1280111""","Eligible For Free Lunch","*"
"Simsbury School District","Central School","=""1280111""","Not Eligible For Lunch","*"
"Simsbury School District","Central School","=""1280111""","Eligible For Reduced Lunch","*"
"Simsbury School District","Henry James Memorial School","=""1285111""","Eligible For Free Lunch","*"
"Simsbury School District","Henry James Memorial School","=""1285111""","Not Eligible For Lunch",3.4
"Simsbury School District","Henry James Memorial School","=""1285111""","Eligible For Reduced Lunch","*"
"Simsbury School District","Latimer Lane School","=""1280611""","Eligible For Free Lunch","*"
"Simsbury School District","Latimer Lane School","=""1280611""","Not Eligible For Lunch","*"
"Simsbury School District","Latimer Lane School","=""1280611""","Eligible For Reduced Lunch","*"
"Simsbury School District","Simsbury High School","=""1286111""","Eligible For Free Lunch","*"
"Simsbury School District","Simsbury High School","=""1286111""","Not Eligible For Lunch",6.7
"Simsbury School District","Simsbury High School","=""1286111""","Eligible For Reduced Lunch","*"
"Simsbury School District","Squadron Line School","=""1280711""","Eligible For Free Lunch","*"
"Simsbury School District","Squadron Line School","=""1280711""","Not Eligible For Lunch",3.6
"Simsbury School District","Squadron Line School","=""1280711""","Eligible For Reduced Lunch","*"
"Simsbury School District","Tariffville School","=""1280311""","Eligible For Free Lunch","*"
"Simsbury School District","Tariffville School","=""1280311""","Not Eligible For Lunch",3.2
"Simsbury School District","Tariffville School","=""1280311""","Eligible For Reduced Lunch","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Eligible For Free Lunch","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Not Eligible For Lunch",2.4
"Simsbury School District","Tootin' Hills School","=""1280411""","Eligible For Reduced Lunch","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Eligible For Free Lunch","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Not Eligible For Lunch",16.6
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Eligible For Reduced Lunch","*"
"Somers School District","Somers Elementary School","=""1290411""","Eligible For Free Lunch","*"
"Somers School District","Somers Elementary School","=""1290411""","Not Eligible For Lunch",1.6
"Somers School District","Somers Elementary School","=""1290411""","Eligible For Reduced Lunch","*"
"Somers School District","Somers High School","=""1296111""","Eligible For Free Lunch","*"
"Somers School District","Somers High School","=""1296111""","Not Eligible For Lunch",17.6
"Somers School District","Somers High School","=""1296111""","Eligible For Reduced Lunch","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","Eligible For Free Lunch",15.1
"South Windsor School District","Pleasant Valley School","=""1320211""","Not Eligible For Lunch","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","Eligible For Reduced Lunch","*"
"South Windsor School District","Eli Terry School","=""1320711""","Eligible For Free Lunch","*"
"South Windsor School District","Eli Terry School","=""1320711""","Not Eligible For Lunch","*"
"South Windsor School District","Eli Terry School","=""1320711""","Eligible For Reduced Lunch","*"
"South Windsor School District","Orchard Hill School","=""1320611""","Eligible For Free Lunch","*"
"South Windsor School District","Orchard Hill School","=""1320611""","Not Eligible For Lunch",4.6
"South Windsor School District","Orchard Hill School","=""1320611""","Eligible For Reduced Lunch","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Eligible For Free Lunch","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Not Eligible For Lunch",3.1
"South Windsor School District","Philip R. Smith School","=""1320111""","Eligible For Reduced Lunch","*"
"South Windsor School District","South Windsor High School","=""1326211""","Eligible For Free Lunch","*"
"South Windsor School District","South Windsor High School","=""1326211""","Not Eligible For Lunch","*"
"South Windsor School District","South Windsor High School","=""1326211""","Eligible For Reduced Lunch",0.0
"South Windsor School District","Timothy Edwards School","=""1325111""","Eligible For Free Lunch",13.3
"South Windsor School District","Timothy Edwards School","=""1325111""","Not Eligible For Lunch",2.6
"South Windsor School District","Timothy Edwards School","=""1325111""","Eligible For Reduced Lunch",0.0
"South Windsor School District","Wapping Elementary School","=""1320411""","Eligible For Free Lunch","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Not Eligible For Lunch",3.5
"South Windsor School District","Wapping Elementary School","=""1320411""","Eligible For Reduced Lunch","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Not Eligible For Lunch","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Eligible For Free Lunch","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Not Eligible For Lunch",2.9
"Southington School District","John F. Kennedy Middle School","=""1315311""","Eligible For Reduced Lunch","*"
"Southington School District","Achieve","=""1311711""","Eligible For Free Lunch","*"
"Southington School District","Achieve","=""1311711""","Not Eligible For Lunch","*"
"Southington School District","Alta","=""1310111""","Eligible For Free Lunch",77.3
"Southington School District","Alta","=""1310111""","Not Eligible For Lunch","*"
"Southington School District","Alta","=""1310111""","Eligible For Reduced Lunch","*"
"Southington School District","Derynoski Elementary School","=""1311511""","Eligible For Free Lunch",14.3
"Southington School District","Derynoski Elementary School","=""1311511""","Not Eligible For Lunch","*"
"Southington School District","Derynoski Elementary School","=""1311511""","Eligible For Reduced Lunch","*"
"Southington School District","EASE","=""1310511""","Eligible For Free Lunch","*"
"Southington School District","EASE","=""1310511""","Not Eligible For Lunch","*"
"Southington School District","Flanders Elementary School","=""1311311""","Eligible For Free Lunch","*"
"Southington School District","Flanders Elementary School","=""1311311""","Not Eligible For Lunch","*"
"Southington School District","Flanders Elementary School","=""1311311""","Eligible For Reduced Lunch","*"
"Southington School District","Hatton Elementary School","=""1310211""","Eligible For Free Lunch","*"
"Southington School District","Hatton Elementary School","=""1310211""","Not Eligible For Lunch",3.0
"Southington School District","Hatton Elementary School","=""1310211""","Eligible For Reduced Lunch","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Eligible For Free Lunch","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Not Eligible For Lunch",5.0
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Eligible For Reduced Lunch","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Eligible For Free Lunch","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Not Eligible For Lunch","*"
"Southington School District","Language Based Classroom","=""1310411""","Eligible For Free Lunch","*"
"Southington School District","Language Based Classroom","=""1310411""","Not Eligible For Lunch","*"
"Southington School District","Language Based Classroom","=""1310411""","Eligible For Reduced Lunch","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Eligible For Free Lunch","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Not Eligible For Lunch","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Eligible For Reduced Lunch","*"
"Southington School District","South End Elementary School","=""1310711""","Eligible For Free Lunch","*"
"Southington School District","South End Elementary School","=""1310711""","Not Eligible For Lunch","*"
"Southington School District","South End Elementary School","=""1310711""","Eligible For Reduced Lunch","*"
"Southington School District","Southington High School","=""1316211""","Eligible For Free Lunch",20.4
"Southington School District","Southington High School","=""1316211""","Not Eligible For Lunch",4.9
"Southington School District","Southington High School","=""1316211""","Eligible For Reduced Lunch",15.5
"Southington School District","Strong Elementary School","=""1310811""","Eligible For Free Lunch","*"
"Southington School District","Strong Elementary School","=""1310811""","Not Eligible For Lunch",2.4
"Southington School District","Strong Elementary School","=""1310811""","Eligible For Reduced Lunch","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Eligible For Free Lunch","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Not Eligible For Lunch",2.7
"Southington School District","Thalberg Elementary School","=""1310911""","Eligible For Reduced Lunch","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Eligible For Free Lunch","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Not Eligible For Lunch","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","Eligible For Free Lunch","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","Not Eligible For Lunch","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Eligible For Free Lunch","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Not Eligible For Lunch","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Eligible For Reduced Lunch","*"
"Sprague School District","Sayles School","=""1330111""","Eligible For Free Lunch",18.0
"Sprague School District","Sayles School","=""1330111""","Not Eligible For Lunch","*"
"Sprague School District","Sayles School","=""1330111""","Eligible For Reduced Lunch","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Eligible For Free Lunch",15.6
"Stafford School District","Stafford Elementary School","=""1340611""","Not Eligible For Lunch","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Eligible For Reduced Lunch","*"
"Stafford School District","Stafford High School","=""1346111""","Eligible For Free Lunch","*"
"Stafford School District","Stafford High School","=""1346111""","Not Eligible For Lunch","*"
"Stafford School District","Stafford High School","=""1346111""","Eligible For Reduced Lunch","*"
"Stafford School District","Stafford Middle School","=""1345211""","Eligible For Free Lunch",9.8
"Stafford School District","Stafford Middle School","=""1345211""","Not Eligible For Lunch","*"
"Stafford School District","Stafford Middle School","=""1345211""","Eligible For Reduced Lunch","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Eligible For Free Lunch","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Not Eligible For Lunch","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Eligible For Reduced Lunch","*"
"Stafford School District","Staffordville School","=""1340311""","Eligible For Free Lunch","*"
"Stafford School District","Staffordville School","=""1340311""","Not Eligible For Lunch","*"
"Stafford School District","Staffordville School","=""1340311""","Eligible For Reduced Lunch","*"
"Stafford School District","West Stafford School","=""1340411""","Eligible For Free Lunch","*"
"Stafford School District","West Stafford School","=""1340411""","Not Eligible For Lunch","*"
"Stafford School District","West Stafford School","=""1340411""","Eligible For Reduced Lunch","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Eligible For Free Lunch",87.8
"Stamford Academy District","Stamford Academy","=""2826013""","Not Eligible For Lunch","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Eligible For Reduced Lunch","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","Eligible For Free Lunch","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","Not Eligible For Lunch","*"
"Stamford School District","Alternate Routes To Success","=""1350411""","Eligible For Reduced Lunch","*"
"Stamford School District","Cloonan School","=""1355611""","Eligible For Free Lunch",48.8
"Stamford School District","Cloonan School","=""1355611""","Not Eligible For Lunch",28.3
"Stamford School District","Cloonan School","=""1355611""","Eligible For Reduced Lunch",43.2
"Stamford School District","Davenport Ridge School","=""1352011""","Eligible For Free Lunch",14.4
"Stamford School District","Davenport Ridge School","=""1352011""","Not Eligible For Lunch","*"
"Stamford School District","Davenport Ridge School","=""1352011""","Eligible For Reduced Lunch","*"
"Stamford School District","Dolan School","=""1355311""","Eligible For Free Lunch",39.3
"Stamford School District","Dolan School","=""1355311""","Not Eligible For Lunch",16.3
"Stamford School District","Dolan School","=""1355311""","Eligible For Reduced Lunch",21.4
"Stamford School District","Hart School","=""1352211""","Eligible For Free Lunch","*"
"Stamford School District","Hart School","=""1352211""","Not Eligible For Lunch",10.6
"Stamford School District","Hart School","=""1352211""","Eligible For Reduced Lunch","*"
"Stamford School District","Individuals Achieving Independence","=""1350211""","Eligible For Free Lunch","*"
"Stamford School District","Individuals Achieving Independence","=""1350211""","Not Eligible For Lunch","*"
"Stamford School District","Julia A. Stark School","=""1351211""","Eligible For Free Lunch",16.2
"Stamford School District","Julia A. Stark School","=""1351211""","Not Eligible For Lunch","*"
"Stamford School District","Julia A. Stark School","=""1351211""","Eligible For Reduced Lunch","*"
"Stamford School District","K. T. Murphy School","=""1350511""","Eligible For Free Lunch","*"
"Stamford School District","K. T. Murphy School","=""1350511""","Not Eligible For Lunch",15.6
"Stamford School District","K. T. Murphy School","=""1350511""","Eligible For Reduced Lunch","*"
"Stamford School District","Newfield School","=""1350611""","Eligible For Free Lunch",12.7
"Stamford School District","Newfield School","=""1350611""","Not Eligible For Lunch","*"
"Stamford School District","Newfield School","=""1350611""","Eligible For Reduced Lunch","*"
"Stamford School District","Northeast School","=""1351811""","Eligible For Free Lunch",12.6
"Stamford School District","Northeast School","=""1351811""","Not Eligible For Lunch","*"
"Stamford School District","Northeast School","=""1351811""","Eligible For Reduced Lunch","*"
"Stamford School District","Rippowam Middle School","=""1355811""","Eligible For Free Lunch",18.5
"Stamford School District","Rippowam Middle School","=""1355811""","Not Eligible For Lunch",6.2
"Stamford School District","Rippowam Middle School","=""1355811""","Eligible For Reduced Lunch",11.8
"Stamford School District","Rogers International School","=""1350811""","Eligible For Free Lunch",23.0
"Stamford School District","Rogers International School","=""1350811""","Not Eligible For Lunch",16.2
"Stamford School District","Rogers International School","=""1350811""","Eligible For Reduced Lunch",20.5
"Stamford School District","Roxbury School","=""1350911""","Eligible For Free Lunch",16.1
"Stamford School District","Roxbury School","=""1350911""","Not Eligible For Lunch",6.3
"Stamford School District","Roxbury School","=""1350911""","Eligible For Reduced Lunch",14.9
"Stamford School District","Scofield Middle School","=""1355711""","Eligible For Free Lunch",12.7
"Stamford School District","Scofield Middle School","=""1355711""","Not Eligible For Lunch",6.0
"Stamford School District","Scofield Middle School","=""1355711""","Eligible For Reduced Lunch",11.6
"Stamford School District","Springdale School","=""1351111""","Eligible For Free Lunch",8.5
"Stamford School District","Springdale School","=""1351111""","Not Eligible For Lunch","*"
"Stamford School District","Springdale School","=""1351111""","Eligible For Reduced Lunch","*"
"Stamford School District","Stamford High School","=""1356111""","Eligible For Free Lunch",17.4
"Stamford School District","Stamford High School","=""1356111""","Not Eligible For Lunch",9.5
"Stamford School District","Stamford High School","=""1356111""","Eligible For Reduced Lunch",11.1
"Stamford School District","Stillmeadow School","=""1352111""","Eligible For Free Lunch",8.2
"Stamford School District","Stillmeadow School","=""1352111""","Not Eligible For Lunch",7.2
"Stamford School District","Stillmeadow School","=""1352111""","Eligible For Reduced Lunch",17.8
"Stamford School District","The Academy of Information Technology","=""1356411""","Eligible For Free Lunch","*"
"Stamford School District","The Academy of Information Technology","=""1356411""","Not Eligible For Lunch",5.2
"Stamford School District","The Academy of Information Technology","=""1356411""","Eligible For Reduced Lunch","*"
"Stamford School District","Toquam Magnet School","=""1351911""","Eligible For Free Lunch",11.3
"Stamford School District","Toquam Magnet School","=""1351911""","Not Eligible For Lunch","*"
"Stamford School District","Toquam Magnet School","=""1351911""","Eligible For Reduced Lunch","*"
"Stamford School District","Turn of River School","=""1355511""","Eligible For Free Lunch",33.8
"Stamford School District","Turn of River School","=""1355511""","Not Eligible For Lunch",26.8
"Stamford School District","Turn of River School","=""1355511""","Eligible For Reduced Lunch",39.5
"Stamford School District","Westhill High School","=""1356311""","Eligible For Free Lunch",24.9
"Stamford School District","Westhill High School","=""1356311""","Not Eligible For Lunch",13.1
"Stamford School District","Westhill High School","=""1356311""","Eligible For Reduced Lunch",12.8
"Stamford School District","Westover School","=""1351411""","Eligible For Free Lunch",8.6
"Stamford School District","Westover School","=""1351411""","Not Eligible For Lunch","*"
"Stamford School District","Westover School","=""1351411""","Eligible For Reduced Lunch","*"
"Sterling School District","Sterling Community School","=""1360311""","Eligible For Free Lunch",14.4
"Sterling School District","Sterling Community School","=""1360311""","Not Eligible For Lunch","*"
"Sterling School District","Sterling Community School","=""1360311""","Eligible For Reduced Lunch","*"
"Stonington School District","Deans Mill School","=""1370511""","Eligible For Free Lunch","*"
"Stonington School District","Deans Mill School","=""1370511""","Not Eligible For Lunch",2.5
"Stonington School District","Deans Mill School","=""1370511""","Eligible For Reduced Lunch","*"
"Stonington School District","Mystic Middle School","=""1375211""","Eligible For Free Lunch","*"
"Stonington School District","Mystic Middle School","=""1375211""","Not Eligible For Lunch",8.0
"Stonington School District","Mystic Middle School","=""1375211""","Eligible For Reduced Lunch","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Eligible For Free Lunch",34.7
"Stonington School District","Pawcatuck Middle School","=""1375111""","Not Eligible For Lunch",14.1
"Stonington School District","Pawcatuck Middle School","=""1375111""","Eligible For Reduced Lunch",30.0
"Stonington School District","Stonington High School","=""1376111""","Eligible For Free Lunch","*"
"Stonington School District","Stonington High School","=""1376111""","Not Eligible For Lunch",2.6
"Stonington School District","Stonington High School","=""1376111""","Eligible For Reduced Lunch","*"
"Stonington School District","West Broad Street School","=""1370411""","Eligible For Free Lunch","*"
"Stonington School District","West Broad Street School","=""1370411""","Not Eligible For Lunch","*"
"Stonington School District","West Broad Street School","=""1370411""","Eligible For Reduced Lunch","*"
"Stonington School District","West Vine Street School","=""1370611""","Eligible For Free Lunch","*"
"Stonington School District","West Vine Street School","=""1370611""","Not Eligible For Lunch",8.1
"Stonington School District","West Vine Street School","=""1370611""","Eligible For Reduced Lunch","*"
"Stonington School District","Community Classroom","=""1370811""","Not Eligible For Lunch","*"
"Stratford School District","Eli Whitney School","=""1381311""","Eligible For Free Lunch",12.6
"Stratford School District","Eli Whitney School","=""1381311""","Not Eligible For Lunch",1.8
"Stratford School District","Eli Whitney School","=""1381311""","Eligible For Reduced Lunch","*"
"Stratford School District","ALPHA","=""1380511""","Eligible For Free Lunch",60.9
"Stratford School District","ALPHA","=""1380511""","Not Eligible For Lunch","*"
"Stratford School District","ALPHA","=""1380511""","Eligible For Reduced Lunch","*"
"Stratford School District","Bunnell High School","=""1386211""","Eligible For Free Lunch",18.2
"Stratford School District","Bunnell High School","=""1386211""","Not Eligible For Lunch",9.8
"Stratford School District","Bunnell High School","=""1386211""","Eligible For Reduced Lunch",10.3
"Stratford School District","Chapel School","=""1380311""","Eligible For Free Lunch",7.3
"Stratford School District","Chapel School","=""1380311""","Not Eligible For Lunch","*"
"Stratford School District","Chapel School","=""1380311""","Eligible For Reduced Lunch","*"
"Stratford School District","David Wooster Middle School","=""1385211""","Eligible For Free Lunch",18.2
"Stratford School District","David Wooster Middle School","=""1385211""","Not Eligible For Lunch","*"
"Stratford School District","David Wooster Middle School","=""1385211""","Eligible For Reduced Lunch","*"
"Stratford School District","Franklin STEPS K-2","=""1382111""","Eligible For Free Lunch","*"
"Stratford School District","Franklin School","=""1380411""","Eligible For Free Lunch",16.1
"Stratford School District","Franklin School","=""1380411""","Not Eligible For Lunch","*"
"Stratford School District","Franklin School","=""1380411""","Eligible For Reduced Lunch","*"
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Eligible For Free Lunch",19.2
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Not Eligible For Lunch",5.6
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Eligible For Reduced Lunch",10.3
"Stratford School District","High School STEPS 9-12","=""1382011""","Eligible For Free Lunch","*"
"Stratford School District","High School STEPS 9-12","=""1382011""","Not Eligible For Lunch","*"
"Stratford School District","High School Sails","=""1380711""","Eligible For Free Lunch","*"
"Stratford School District","High School Sails","=""1380711""","Not Eligible For Lunch","*"
"Stratford School District","High School Sails","=""1380711""","Eligible For Reduced Lunch","*"
"Stratford School District","Honeyspot School","=""1381611""","Eligible For Free Lunch","*"
"Stratford School District","Honeyspot School","=""1381611""","Not Eligible For Lunch","*"
"Stratford School District","Honeyspot School","=""1381611""","Eligible For Reduced Lunch","*"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","Eligible For Free Lunch","*"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","Not Eligible For Lunch","*"
"Stratford School District","Intensive Need Classroom","=""1381711""","Eligible For Free Lunch","*"
"Stratford School District","Intensive Need Classroom","=""1381711""","Not Eligible For Lunch","*"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","Eligible For Free Lunch","*"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","Not Eligible For Lunch","*"
"Stratford School District","Lordship School","=""1380811""","Eligible For Free Lunch",14.4
"Stratford School District","Lordship School","=""1380811""","Not Eligible For Lunch",6.3
"Stratford School District","Lordship School","=""1380811""","Eligible For Reduced Lunch",0.0
"Stratford School District","Middle School STEPS 7-8","=""1381911""","Eligible For Free Lunch","*"
"Stratford School District","Middle School Sails","=""1381811""","Eligible For Free Lunch","*"
"Stratford School District","Middle School Sails","=""1381811""","Not Eligible For Lunch","*"
"Stratford School District","Middle School Sails","=""1381811""","Eligible For Reduced Lunch","*"
"Stratford School District","Nichols School","=""1380911""","Eligible For Free Lunch","*"
"Stratford School District","Nichols School","=""1380911""","Not Eligible For Lunch","*"
"Stratford School District","Nichols School","=""1380911""","Eligible For Reduced Lunch",0.0
"Stratford School District","Second Hill Lane School","=""1381011""","Eligible For Free Lunch",9.6
"Stratford School District","Second Hill Lane School","=""1381011""","Not Eligible For Lunch",3.2
