"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Suffield School District","McAlister Intermediate School","=""1390311""","Eligible For Reduced Lunch","*"
"Suffield School District","McAlister Intermediate School","=""1390311""","Not Eligible For Lunch",2.6
"Suffield School District","Suffield High School","=""1396111""","Eligible For Free Lunch",31.3
"Suffield School District","Suffield High School","=""1396111""","Eligible For Reduced Lunch",19.4
"Suffield School District","Suffield High School","=""1396111""","Not Eligible For Lunch",9.9
"Suffield School District","Suffield Middle School","=""1395111""","Eligible For Free Lunch",23.3
"Suffield School District","Suffield Middle School","=""1395111""","Eligible For Reduced Lunch",24.1
"Suffield School District","Suffield Middle School","=""1395111""","Not Eligible For Lunch",5.6
"The Bridge Academy District","The Bridge Academy","=""2696113""","Eligible For Free Lunch","*"
"The Bridge Academy District","The Bridge Academy","=""2696113""","Eligible For Reduced Lunch",0.0
"The Bridge Academy District","The Bridge Academy","=""2696113""","Not Eligible For Lunch","*"
"The Gilbert School District","The Gilbert School","=""9026122""","Eligible For Free Lunch",23.3
"The Gilbert School District","The Gilbert School","=""9026122""","Eligible For Reduced Lunch","*"
"The Gilbert School District","The Gilbert School","=""9026122""","Not Eligible For Lunch","*"
"Thomaston School District","Black Rock School","=""1400111""","Eligible For Free Lunch","*"
"Thomaston School District","Black Rock School","=""1400111""","Eligible For Reduced Lunch","*"
"Thomaston School District","Black Rock School","=""1400111""","Not Eligible For Lunch",3.9
"Thomaston School District","Thomaston Center School","=""1400211""","Eligible For Free Lunch","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Eligible For Reduced Lunch","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Not Eligible For Lunch",5.9
"Thomaston School District","Thomaston High School","=""1406211""","Eligible For Free Lunch","*"
"Thomaston School District","Thomaston High School","=""1406211""","Eligible For Reduced Lunch","*"
"Thomaston School District","Thomaston High School","=""1406211""","Not Eligible For Lunch",4.2
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Eligible For Free Lunch","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Eligible For Reduced Lunch","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Not Eligible For Lunch",7.4
"Thompson School District","Thompson Middle School","=""1415111""","Eligible For Free Lunch","*"
"Thompson School District","Thompson Middle School","=""1415111""","Eligible For Reduced Lunch","*"
"Thompson School District","Thompson Middle School","=""1415111""","Not Eligible For Lunch",9.2
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Eligible For Free Lunch","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Eligible For Reduced Lunch","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Not Eligible For Lunch",20.5
"Tolland School District","Birch Grove Primary School","=""1420111""","Eligible For Free Lunch","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Eligible For Reduced Lunch","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Not Eligible For Lunch","*"
"Tolland School District","Tolland High School","=""1426111""","Eligible For Free Lunch","*"
"Tolland School District","Tolland High School","=""1426111""","Eligible For Reduced Lunch","*"
"Tolland School District","Tolland High School","=""1426111""","Not Eligible For Lunch",8.3
"Tolland School District","Tolland Intermediate School","=""1420211""","Eligible For Free Lunch","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","Eligible For Reduced Lunch","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","Not Eligible For Lunch",4.0
"Tolland School District","Tolland Middle School","=""1425111""","Eligible For Free Lunch","*"
"Tolland School District","Tolland Middle School","=""1425111""","Eligible For Reduced Lunch","*"
"Tolland School District","Tolland Middle School","=""1425111""","Not Eligible For Lunch","*"
"Torrington School District","East School","=""1430111""","Eligible For Free Lunch",16.7
"Torrington School District","East School","=""1430111""","Eligible For Reduced Lunch","*"
"Torrington School District","East School","=""1430111""","Not Eligible For Lunch",4.9
"Torrington School District","Forbes School","=""1430211""","Eligible For Free Lunch",14.1
"Torrington School District","Forbes School","=""1430211""","Eligible For Reduced Lunch","*"
"Torrington School District","Forbes School","=""1430211""","Not Eligible For Lunch","*"
"Torrington School District","Southwest School","=""1430811""","Eligible For Free Lunch",12.6
"Torrington School District","Southwest School","=""1430811""","Eligible For Reduced Lunch","*"
"Torrington School District","Southwest School","=""1430811""","Not Eligible For Lunch","*"
"Torrington School District","Torringford School","=""1430911""","Eligible For Free Lunch",13.1
"Torrington School District","Torringford School","=""1430911""","Eligible For Reduced Lunch","*"
"Torrington School District","Torringford School","=""1430911""","Not Eligible For Lunch","*"
"Torrington School District","Torrington High School","=""1436111""","Eligible For Free Lunch",37.9
"Torrington School District","Torrington High School","=""1436111""","Eligible For Reduced Lunch",18.5
"Torrington School District","Torrington High School","=""1436111""","Not Eligible For Lunch",17.3
"Torrington School District","Torrington Middle School","=""1435111""","Eligible For Free Lunch",27.8
"Torrington School District","Torrington Middle School","=""1435111""","Eligible For Reduced Lunch",16.1
"Torrington School District","Torrington Middle School","=""1435111""","Not Eligible For Lunch",10.1
"Torrington School District","Vogel-Wetmore School","=""1431311""","Eligible For Free Lunch",10.5
"Torrington School District","Vogel-Wetmore School","=""1431311""","Eligible For Reduced Lunch","*"
"Torrington School District","Vogel-Wetmore School","=""1431311""","Not Eligible For Lunch","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Eligible For Free Lunch",6.5
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Eligible For Reduced Lunch","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Not Eligible For Lunch","*"
"Trumbull School District","Booth Hill School","=""1440111""","Eligible For Free Lunch",0.0
"Trumbull School District","Booth Hill School","=""1440111""","Eligible For Reduced Lunch","*"
"Trumbull School District","Booth Hill School","=""1440111""","Not Eligible For Lunch",3.0
"Trumbull School District","Daniels Farm School","=""1440811""","Eligible For Free Lunch","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Eligible For Reduced Lunch","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Not Eligible For Lunch","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Eligible For Free Lunch","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Eligible For Reduced Lunch",0.0
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Not Eligible For Lunch","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Eligible For Free Lunch","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Eligible For Reduced Lunch","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Not Eligible For Lunch",6.6
"Trumbull School District","Jane Ryan School","=""1440411""","Eligible For Free Lunch","*"
"Trumbull School District","Jane Ryan School","=""1440411""","Eligible For Reduced Lunch","*"
"Trumbull School District","Jane Ryan School","=""1440411""","Not Eligible For Lunch",3.1
"Trumbull School District","Madison Middle School","=""1445111""","Eligible For Free Lunch","*"
"Trumbull School District","Madison Middle School","=""1445111""","Eligible For Reduced Lunch","*"
"Trumbull School District","Madison Middle School","=""1445111""","Not Eligible For Lunch",5.8
"Trumbull School District","Middlebrook School","=""1440311""","Eligible For Free Lunch",19.4
"Trumbull School District","Middlebrook School","=""1440311""","Eligible For Reduced Lunch","*"
"Trumbull School District","Middlebrook School","=""1440311""","Not Eligible For Lunch",3.8
"Trumbull School District","Tashua School","=""1440911""","Eligible For Free Lunch","*"
"Trumbull School District","Tashua School","=""1440911""","Eligible For Reduced Lunch","*"
"Trumbull School District","Tashua School","=""1440911""","Not Eligible For Lunch","*"
"Trumbull School District","Trumbull High School","=""1446111""","Eligible For Free Lunch",28.9
"Trumbull School District","Trumbull High School","=""1446111""","Eligible For Reduced Lunch",14.3
"Trumbull School District","Trumbull High School","=""1446111""","Not Eligible For Lunch",8.3
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Eligible For Free Lunch",25.0
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","Eligible For Free Lunch","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Eligible For Free Lunch",41.9
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Eligible For Free Lunch",88.9
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Eligible For Free Lunch","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Eligible For Free Lunch",85.7
"Unified School District #1","Hartford Correctional Center","=""3360615""","Eligible For Free Lunch",95.7
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Eligible For Free Lunch",84.0
"Unified School District #1","Manson Youth Institution","=""3361115""","Eligible For Free Lunch",42.6
"Unified School District #1","New Haven Correctional Center","=""3360915""","Eligible For Free Lunch",36.7
"Unified School District #1","Northern Correctional Institution","=""3362615""","Eligible For Free Lunch","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Eligible For Free Lunch",48.3
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Eligible For Free Lunch",72.0
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Eligible For Free Lunch","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Eligible For Free Lunch","*"
"Unified School District #2","Children''s Place School","=""3470115""","Eligible For Free Lunch","*"
"Unified School District #2","Riverview School","=""3470315""","Eligible For Free Lunch",64.4
"Unified School District #2","Walter G. Cady School","=""3476715""","Eligible For Free Lunch","*"
"Union School District","Union Elementary School","=""1450111""","Eligible For Reduced Lunch","*"
"Union School District","Union Elementary School","=""1450111""","Not Eligible For Lunch","*"
"Vernon School District","Northeast School","=""1460311""","Eligible For Free Lunch",12.7
"Vernon School District","Northeast School","=""1460311""","Eligible For Reduced Lunch","*"
"Vernon School District","Northeast School","=""1460311""","Not Eligible For Lunch","*"
"Vernon School District","Center Road School","=""1461411""","Eligible For Free Lunch","*"
"Vernon School District","Center Road School","=""1461411""","Eligible For Reduced Lunch","*"
"Vernon School District","Center Road School","=""1461411""","Not Eligible For Lunch",3.2
"Vernon School District","Lake Street School","=""1460111""","Eligible For Free Lunch","*"
"Vernon School District","Lake Street School","=""1460111""","Eligible For Reduced Lunch","*"
"Vernon School District","Lake Street School","=""1460111""","Not Eligible For Lunch","*"
"Vernon School District","Maple Street School","=""1460211""","Eligible For Free Lunch",20.2
"Vernon School District","Maple Street School","=""1460211""","Eligible For Reduced Lunch","*"
"Vernon School District","Maple Street School","=""1460211""","Not Eligible For Lunch","*"
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Eligible For Free Lunch","*"
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Not Eligible For Lunch","*"
"Vernon School District","Rockville High School","=""1466111""","Eligible For Free Lunch",32.1
"Vernon School District","Rockville High School","=""1466111""","Eligible For Reduced Lunch",23.4
"Vernon School District","Rockville High School","=""1466111""","Not Eligible For Lunch",8.3
"Vernon School District","Skinner Road School","=""1461011""","Eligible For Free Lunch",15.6
"Vernon School District","Skinner Road School","=""1461011""","Eligible For Reduced Lunch","*"
"Vernon School District","Skinner Road School","=""1461011""","Not Eligible For Lunch","*"
"Vernon School District","Vernon Center Middle School","=""1465111""","Eligible For Free Lunch",10.4
"Vernon School District","Vernon Center Middle School","=""1465111""","Eligible For Reduced Lunch",15.2
"Vernon School District","Vernon Center Middle School","=""1465111""","Not Eligible For Lunch",2.3
"Voluntown School District","Voluntown Elementary School","=""1470111""","Eligible For Free Lunch","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Eligible For Reduced Lunch","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Not Eligible For Lunch",6.9
"Wallingford School District","Highland School","=""1480211""","Eligible For Free Lunch","*"
"Wallingford School District","Highland School","=""1480211""","Eligible For Reduced Lunch","*"
"Wallingford School District","Highland School","=""1480211""","Not Eligible For Lunch",9.8
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Eligible For Free Lunch","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Eligible For Reduced Lunch","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Not Eligible For Lunch","*"
"Wallingford School District","Cook Hill School","=""1481011""","Eligible For Free Lunch","*"
"Wallingford School District","Cook Hill School","=""1481011""","Eligible For Reduced Lunch","*"
"Wallingford School District","Cook Hill School","=""1481011""","Not Eligible For Lunch",5.0
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Eligible For Free Lunch","*"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Eligible For Reduced Lunch","*"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Not Eligible For Lunch",7.6
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Eligible For Free Lunch","*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Eligible For Reduced Lunch","*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Not Eligible For Lunch",9.6
"Wallingford School District","Harvest Park","=""1489211""","Eligible For Free Lunch","*"
"Wallingford School District","Harvest Park","=""1489211""","Eligible For Reduced Lunch","*"
"Wallingford School District","Harvest Park","=""1489211""","Not Eligible For Lunch","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Eligible For Free Lunch","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Eligible For Reduced Lunch","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Not Eligible For Lunch",8.0
"Wallingford School District","Lyman Hall High School","=""1486111""","Eligible For Free Lunch","*"
"Wallingford School District","Lyman Hall High School","=""1486111""","Eligible For Reduced Lunch","*"
"Wallingford School District","Lyman Hall High School","=""1486111""","Not Eligible For Lunch",11.5
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Eligible For Free Lunch","*"
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Eligible For Reduced Lunch","*"
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Not Eligible For Lunch",6.4
"Wallingford School District","Moses Y. Beach School","=""1480111""","Eligible For Free Lunch","*"
"Wallingford School District","Moses Y. Beach School","=""1480111""","Eligible For Reduced Lunch","*"
"Wallingford School District","Moses Y. Beach School","=""1480111""","Not Eligible For Lunch",11.6
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Eligible For Free Lunch","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Not Eligible For Lunch","*"
"Wallingford School District","Parker Farms School","=""1480311""","Eligible For Free Lunch","*"
"Wallingford School District","Parker Farms School","=""1480311""","Eligible For Reduced Lunch","*"
"Wallingford School District","Parker Farms School","=""1480311""","Not Eligible For Lunch",10.9
"Wallingford School District","Pond Hill School","=""1481211""","Eligible For Free Lunch","*"
"Wallingford School District","Pond Hill School","=""1481211""","Eligible For Reduced Lunch","*"
"Wallingford School District","Pond Hill School","=""1481211""","Not Eligible For Lunch",11.2
"Wallingford School District","Rock Hill School","=""1480411""","Eligible For Free Lunch","*"
"Wallingford School District","Rock Hill School","=""1480411""","Eligible For Reduced Lunch","*"
"Wallingford School District","Rock Hill School","=""1480411""","Not Eligible For Lunch",9.6
"Wallingford School District","Yalesville School","=""1480811""","Eligible For Free Lunch","*"
"Wallingford School District","Yalesville School","=""1480811""","Eligible For Reduced Lunch","*"
"Wallingford School District","Yalesville School","=""1480811""","Not Eligible For Lunch",2.8
"Waterbury School District","West Side Middle School","=""1515211""","Eligible For Free Lunch",25.1
"Waterbury School District","West Side Middle School","=""1515211""","Eligible For Reduced Lunch","*"
"Waterbury School District","West Side Middle School","=""1515211""","Not Eligible For Lunch",12.3
"Waterbury School District","Washington School","=""1512311""","Eligible For Free Lunch",9.2
"Waterbury School District","Washington School","=""1512311""","Eligible For Reduced Lunch","*"
"Waterbury School District","Washington School","=""1512311""","Not Eligible For Lunch","*"
"Waterbury School District","B. W. Tinker School","=""1512111""","Eligible For Free Lunch","*"
"Waterbury School District","B. W. Tinker School","=""1512111""","Eligible For Reduced Lunch",0.0
"Waterbury School District","B. W. Tinker School","=""1512111""","Not Eligible For Lunch","*"
"Waterbury School District","Bucks Hill School","=""1510511""","Eligible For Free Lunch",16.5
"Waterbury School District","Bucks Hill School","=""1510511""","Eligible For Reduced Lunch",0.0
"Waterbury School District","Bucks Hill School","=""1510511""","Not Eligible For Lunch",11.3
"Waterbury School District","Bunker Hill School","=""1510611""","Eligible For Free Lunch",18.0
"Waterbury School District","Bunker Hill School","=""1510611""","Eligible For Reduced Lunch","*"
"Waterbury School District","Bunker Hill School","=""1510611""","Not Eligible For Lunch","*"
"Waterbury School District","Carrington School","=""1512711""","Eligible For Free Lunch",14.0
"Waterbury School District","Carrington School","=""1512711""","Eligible For Reduced Lunch","*"
"Waterbury School District","Carrington School","=""1512711""","Not Eligible For Lunch","*"
"Waterbury School District","Crosby High School","=""1516211""","Eligible For Free Lunch",31.3
"Waterbury School District","Crosby High School","=""1516211""","Eligible For Reduced Lunch",18.6
"Waterbury School District","Crosby High School","=""1516211""","Not Eligible For Lunch",26.3
"Waterbury School District","Driggs School","=""1510911""","Eligible For Free Lunch",25.5
"Waterbury School District","Driggs School","=""1510911""","Eligible For Reduced Lunch","*"
"Waterbury School District","Driggs School","=""1510911""","Not Eligible For Lunch","*"
"Waterbury School District","Duggan School","=""1511611""","Eligible For Free Lunch",14.6
"Waterbury School District","Duggan School","=""1511611""","Eligible For Reduced Lunch","*"
"Waterbury School District","Duggan School","=""1511611""","Not Eligible For Lunch","*"
"Waterbury School District","Enlightenment School","=""1519111""","Eligible For Free Lunch",87.8
"Waterbury School District","Enlightenment School","=""1519111""","Eligible For Reduced Lunch","*"
"Waterbury School District","Enlightenment School","=""1519111""","Not Eligible For Lunch","*"
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Eligible For Free Lunch","*"
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Eligible For Reduced Lunch",0.0
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Not Eligible For Lunch","*"
"Waterbury School District","Gilmartin School","=""1512611""","Eligible For Free Lunch",12.8
"Waterbury School District","Gilmartin School","=""1512611""","Eligible For Reduced Lunch","*"
"Waterbury School District","Gilmartin School","=""1512611""","Not Eligible For Lunch","*"
"Waterbury School District","H. S. Chase School","=""1510711""","Eligible For Free Lunch","*"
"Waterbury School District","H. S. Chase School","=""1510711""","Eligible For Reduced Lunch","*"
"Waterbury School District","H. S. Chase School","=""1510711""","Not Eligible For Lunch",0.0
"Waterbury School District","Hopeville School","=""1511311""","Eligible For Free Lunch","*"
"Waterbury School District","Hopeville School","=""1511311""","Eligible For Reduced Lunch","*"
"Waterbury School District","Hopeville School","=""1511311""","Not Eligible For Lunch",0.0
"Waterbury School District","John F. Kennedy High School","=""1516411""","Eligible For Free Lunch",29.0
"Waterbury School District","John F. Kennedy High School","=""1516411""","Eligible For Reduced Lunch",16.0
"Waterbury School District","John F. Kennedy High School","=""1516411""","Not Eligible For Lunch",14.8
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Eligible For Free Lunch","*"
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Eligible For Reduced Lunch",0.0
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Not Eligible For Lunch","*"
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Eligible For Free Lunch","*"
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Eligible For Reduced Lunch",0.0
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Not Eligible For Lunch","*"
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Eligible For Free Lunch",24.8
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Eligible For Reduced Lunch",10.3
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Not Eligible For Lunch",9.9
"Waterbury School District","North End Middle School","=""1515311""","Eligible For Free Lunch",23.8
"Waterbury School District","North End Middle School","=""1515311""","Eligible For Reduced Lunch","*"
"Waterbury School District","North End Middle School","=""1515311""","Not Eligible For Lunch","*"
"Waterbury School District","Regan School","=""1512811""","Eligible For Free Lunch",11.7
"Waterbury School District","Regan School","=""1512811""","Eligible For Reduced Lunch","*"
"Waterbury School District","Regan School","=""1512811""","Not Eligible For Lunch","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Eligible For Free Lunch","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Eligible For Reduced Lunch",0.0
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Not Eligible For Lunch","*"
"Waterbury School District","Sprague School","=""1512011""","Eligible For Free Lunch",14.6
"Waterbury School District","Sprague School","=""1512011""","Eligible For Reduced Lunch","*"
"Waterbury School District","Sprague School","=""1512011""","Not Eligible For Lunch","*"
"Waterbury School District","State Street School","=""1519011""","Eligible For Free Lunch",81.5
"Waterbury School District","State Street School","=""1519011""","Eligible For Reduced Lunch","*"
"Waterbury School District","State Street School","=""1519011""","Not Eligible For Lunch","*"
"Waterbury School District","Walsh School","=""1512211""","Eligible For Free Lunch",20.0
"Waterbury School District","Walsh School","=""1512211""","Eligible For Reduced Lunch","*"
"Waterbury School District","Walsh School","=""1512211""","Not Eligible For Lunch","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Eligible For Free Lunch",19.6
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Eligible For Reduced Lunch","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Not Eligible For Lunch","*"
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Eligible For Free Lunch",13.2
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Eligible For Reduced Lunch","*"
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Not Eligible For Lunch","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","Eligible For Free Lunch",8.6
"Waterbury School District","Wendell L. Cross School","=""1510811""","Eligible For Reduced Lunch","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","Not Eligible For Lunch","*"
"Waterbury School District","Wilby High School","=""1516311""","Eligible For Free Lunch",34.1
"Waterbury School District","Wilby High School","=""1516311""","Eligible For Reduced Lunch",18.7
"Waterbury School District","Wilby High School","=""1516311""","Not Eligible For Lunch",19.4
"Waterbury School District","Woodrow Wilson School","=""1513211""","Eligible For Free Lunch",12.3
"Waterbury School District","Woodrow Wilson School","=""1513211""","Eligible For Reduced Lunch","*"
"Waterbury School District","Woodrow Wilson School","=""1513211""","Not Eligible For Lunch","*"
"Waterford School District","Clark Lane Middle School","=""1525111""","Eligible For Free Lunch","*"
"Waterford School District","Clark Lane Middle School","=""1525111""","Eligible For Reduced Lunch","*"
"Waterford School District","Clark Lane Middle School","=""1525111""","Not Eligible For Lunch",5.1
"Waterford School District","Great Neck Elementary School","=""1520211""","Eligible For Free Lunch","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","Eligible For Reduced Lunch","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","Not Eligible For Lunch","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Eligible For Free Lunch","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Eligible For Reduced Lunch","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Not Eligible For Lunch",3.9
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Eligible For Free Lunch","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Eligible For Reduced Lunch","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Not Eligible For Lunch","*"
"Waterford School District","Waterford High School","=""1526111""","Eligible For Free Lunch",31.4
"Waterford School District","Waterford High School","=""1526111""","Eligible For Reduced Lunch",24.2
"Waterford School District","Waterford High School","=""1526111""","Not Eligible For Lunch",9.1
"Watertown School District","Fletcher W. Judson School","=""1530311""","Eligible For Free Lunch","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Eligible For Reduced Lunch","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Not Eligible For Lunch","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Eligible For Free Lunch","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Eligible For Reduced Lunch","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Not Eligible For Lunch",3.2
"Watertown School District","Polk School","=""1530411""","Eligible For Free Lunch",9.2
"Watertown School District","Polk School","=""1530411""","Eligible For Reduced Lunch","*"
"Watertown School District","Polk School","=""1530411""","Not Eligible For Lunch","*"
"Watertown School District","Swift Middle School","=""1535111""","Eligible For Free Lunch","*"
"Watertown School District","Swift Middle School","=""1535111""","Eligible For Reduced Lunch","*"
"Watertown School District","Swift Middle School","=""1535111""","Not Eligible For Lunch",3.1
"Watertown School District","Watertown High School","=""1536111""","Eligible For Free Lunch",47.5
"Watertown School District","Watertown High School","=""1536111""","Eligible For Reduced Lunch",34.0
"Watertown School District","Watertown High School","=""1536111""","Not Eligible For Lunch",22.9
"West Hartford School District","Smith School","=""1551711""","Eligible For Free Lunch",9.7
"West Hartford School District","Smith School","=""1551711""","Eligible For Reduced Lunch","*"
"West Hartford School District","Smith School","=""1551711""","Not Eligible For Lunch",4.4
"West Hartford School District","Achieve","=""1559111""","Eligible For Free Lunch","*"
"West Hartford School District","Achieve","=""1559111""","Not Eligible For Lunch","*"
"West Hartford School District","Aiken School","=""1551611""","Eligible For Free Lunch","*"
"West Hartford School District","Aiken School","=""1551611""","Eligible For Reduced Lunch","*"
"West Hartford School District","Aiken School","=""1551611""","Not Eligible For Lunch",2.7
"West Hartford School District","Braeburn School","=""1550211""","Eligible For Free Lunch","*"
"West Hartford School District","Braeburn School","=""1550211""","Eligible For Reduced Lunch","*"
"West Hartford School District","Braeburn School","=""1550211""","Not Eligible For Lunch",3.0
"West Hartford School District","Bristow Middle School","=""1555311""","Eligible For Free Lunch","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Eligible For Reduced Lunch","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Not Eligible For Lunch",3.0
"West Hartford School District","Bugbee School","=""1550411""","Eligible For Free Lunch","*"
"West Hartford School District","Bugbee School","=""1550411""","Not Eligible For Lunch","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""","Eligible For Free Lunch","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""","Eligible For Reduced Lunch",0.0
"West Hartford School District","Charter Oak International Academy","=""1550511""","Not Eligible For Lunch","*"
"West Hartford School District","Conard High School","=""1556111""","Eligible For Free Lunch","*"
"West Hartford School District","Conard High School","=""1556111""","Eligible For Reduced Lunch","*"
"West Hartford School District","Conard High School","=""1556111""","Not Eligible For Lunch",6.0
"West Hartford School District","Duffy School","=""1550611""","Eligible For Free Lunch","*"
"West Hartford School District","Duffy School","=""1550611""","Eligible For Reduced Lunch","*"
"West Hartford School District","Duffy School","=""1550611""","Not Eligible For Lunch","*"
"West Hartford School District","Hall High School","=""1556211""","Eligible For Free Lunch","*"
"West Hartford School District","Hall High School","=""1556211""","Eligible For Reduced Lunch","*"
"West Hartford School District","Hall High School","=""1556211""","Not Eligible For Lunch",4.5
"West Hartford School District","King Philip Middle School","=""1555111""","Eligible For Free Lunch","*"
"West Hartford School District","King Philip Middle School","=""1555111""","Eligible For Reduced Lunch","*"
"West Hartford School District","King Philip Middle School","=""1555111""","Not Eligible For Lunch",5.1
"West Hartford School District","Morley School","=""1550911""","Eligible For Free Lunch","*"
"West Hartford School District","Morley School","=""1550911""","Eligible For Reduced Lunch","*"
"West Hartford School District","Morley School","=""1550911""","Not Eligible For Lunch","*"
"West Hartford School District","Norfeldt School","=""1551011""","Eligible For Free Lunch","*"
"West Hartford School District","Norfeldt School","=""1551011""","Eligible For Reduced Lunch","*"
"West Hartford School District","Norfeldt School","=""1551011""","Not Eligible For Lunch",3.2
"West Hartford School District","STRIVE-West Hartford","=""1559211""","Eligible For Free Lunch","*"
