"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Race/Ethnicity"

"",,,,"% Chronically Absent",,,,
"Simsbury School District","Tariffville School","=""1280311""","White","*",3.8,"*",4.3,"*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Asian",0.0,"*",0.0,"*",0.0
"Simsbury School District","Tootin' Hills School","=""1280411""","Black or African American","*","*","*",28.6,"*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Hispanic/Latino of any race","*","*","*","*","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Two or More Races","*","*","*","*","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","White","*",3.2,3.8,3.3,"*"
"Simsbury School District","Farmington Valley Transition Academy","=""1280211""","Asian","N/A","N/A","N/A","N/A","*"
"Simsbury School District","Farmington Valley Transition Academy","=""1280211""","Black or African American","N/A","N/A","N/A","N/A","*"
"Simsbury School District","Farmington Valley Transition Academy","=""1280211""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Simsbury School District","Farmington Valley Transition Academy","=""1280211""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Simsbury School District","Farmington Valley Transition Academy","=""1280211""","White","N/A","N/A","N/A","N/A","*"
"Somers School District","Somers High School","=""1296111""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Somers School District","Somers High School","=""1296111""","Asian","*","*","*","*","*"
"Somers School District","Somers High School","=""1296111""","Black or African American","*","*","*","*","*"
"Somers School District","Somers High School","=""1296111""","Hispanic/Latino of any race","*","*","*","*","*"
"Somers School District","Somers High School","=""1296111""","Two or More Races","*","*","*","*","*"
"Somers School District","Somers High School","=""1296111""","White",13.5,21.6,15.3,18.4,14.7
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Asian","*","*","*","*","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Black or African American","*","*","*","*","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Hispanic/Latino of any race","*","*","*","*","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Two or More Races","*","*","*","*","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","White",18.6,18.6,15.4,19.2,15.6
"Somers School District","Somers Elementary School","=""1290411""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Somers School District","Somers Elementary School","=""1290411""","Asian","*","*","*","*","*"
"Somers School District","Somers Elementary School","=""1290411""","Black or African American","*","*","*","*","*"
"Somers School District","Somers Elementary School","=""1290411""","Hispanic/Latino of any race","*","*","*",0.0,0.0
"Somers School District","Somers Elementary School","=""1290411""","Native Hawaiian or Other Pacific Islander","*","*","*","N/A","N/A"
"Somers School District","Somers Elementary School","=""1290411""","Two or More Races","*","*","*","*","*"
"Somers School District","Somers Elementary School","=""1290411""","White",12.5,2.5,"*","*",3.2
"Somers School District","Aspire","=""1290511""","White","N/A","N/A","N/A","N/A","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","Asian",21.7,11.7,"*","*","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","Black or African American","*","*","*",16.2,0.0
"South Windsor School District","Pleasant Valley School","=""1320211""","Hispanic/Latino of any race",20.5,"*","*","*","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","Two or More Races","*","*","*","*","*"
"South Windsor School District","Pleasant Valley School","=""1320211""","White",21.3,4.9,"*",0.0,0.0
"South Windsor School District","Orchard Hill School","=""1320611""","American Indian or Alaska Native","*","N/A","N/A","N/A","N/A"
"South Windsor School District","Orchard Hill School","=""1320611""","Asian",16.2,"*",11.7,10.9,10.3
"South Windsor School District","Orchard Hill School","=""1320611""","Black or African American",28.6,"*","*","*","*"
"South Windsor School District","Orchard Hill School","=""1320611""","Hispanic/Latino of any race","*",0.0,"*","*","*"
"South Windsor School District","Orchard Hill School","=""1320611""","Native Hawaiian or Other Pacific Islander","*","*","*","*","N/A"
"South Windsor School District","Orchard Hill School","=""1320611""","Two or More Races","*","*","*","*","*"
"South Windsor School District","Orchard Hill School","=""1320611""","White",13.2,4.7,3.1,3.5,"*"
"South Windsor School District","South Windsor High School","=""1326211""","American Indian or Alaska Native","*","*","*","*","*"
"South Windsor School District","South Windsor High School","=""1326211""","Asian",0.0,4.5,"*",0.0,"*"
"South Windsor School District","South Windsor High School","=""1326211""","Black or African American",0.0,"*","*","*","*"
"South Windsor School District","South Windsor High School","=""1326211""","Hispanic/Latino of any race","*",8.9,"*","*",6.8
"South Windsor School District","South Windsor High School","=""1326211""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"South Windsor School District","South Windsor High School","=""1326211""","Two or More Races",0.0,"*","*",0.0,"*"
"South Windsor School District","South Windsor High School","=""1326211""","White","*",5.1,0.8,1.2,5.8
"South Windsor School District","Timothy Edwards School","=""1325111""","American Indian or Alaska Native","*","*","*","*","N/A"
"South Windsor School District","Timothy Edwards School","=""1325111""","Asian",13.7,"*","*","*","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","Black or African American",18.9,"*","*","*","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","Hispanic/Latino of any race",29.8,9.4,"*","*","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","Two or More Races","*",0.0,"*",0.0,"*"
"South Windsor School District","Timothy Edwards School","=""1325111""","White",23.3,6.9,4.6,4.4,2.7
"South Windsor School District","Eli Terry School","=""1320711""","American Indian or Alaska Native","N/A","N/A","*","N/A","N/A"
"South Windsor School District","Eli Terry School","=""1320711""","Asian","*","*","*","*","*"
"South Windsor School District","Eli Terry School","=""1320711""","Black or African American","*","*","*","*",0.0
"South Windsor School District","Eli Terry School","=""1320711""","Hispanic/Latino of any race","*","*","*","*",0.0
"South Windsor School District","Eli Terry School","=""1320711""","Two or More Races",19.4,0.0,"*","*","*"
"South Windsor School District","Eli Terry School","=""1320711""","White",14.3,"*","*",3.5,"*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Asian",23.5,"*","*","*","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Black or African American","*",0.0,"*","*","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Hispanic/Latino of any race","*","*","*","*","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Native Hawaiian or Other Pacific Islander","N/A","*","*","*","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","Two or More Races","N/A","*","*","*","*"
"South Windsor School District","Philip R. Smith School","=""1320111""","White",23.8,"*","*","*","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Asian","*","*","*","*","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Black or African American","*","*","*","*","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Hispanic/Latino of any race",30.4,"*","*","*","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","Native Hawaiian or Other Pacific Islander","*","*","N/A","N/A","N/A"
"South Windsor School District","Wapping Elementary School","=""1320411""","Two or More Races","*","*","*","*","*"
"South Windsor School District","Wapping Elementary School","=""1320411""","White",11.2,"*",3.1,"*",3.5
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Asian","N/A","N/A","N/A","N/A","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Black or African American","*","N/A","N/A","*","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","White","*","*","*","*","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","American Indian or Alaska Native","*","*","N/A","N/A","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Asian",0.0,"*",0.0,0.0,"*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Black or African American","*","*","*","*","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Hispanic/Latino of any race","*","*","*",0.0,"*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","Two or More Races","*","*","*","*","*"
"Southington School District","John F. Kennedy Middle School","=""1315311""","White",7.7,7.4,7.6,5.1,5.5
"Southington School District","Plantsville Elementary School","=""1310611""","American Indian or Alaska Native","*","*","N/A","N/A","N/A"
"Southington School District","Plantsville Elementary School","=""1310611""","Asian","*","*","*","*","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Black or African American","*","*","*","*","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Hispanic/Latino of any race","*","*","*","*","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Two or More Races","*","*","*","*","*"
"Southington School District","Plantsville Elementary School","=""1310611""","White","*","*","*",3.0,"*"
"Southington School District","South End Elementary School","=""1310711""","American Indian or Alaska Native","*","*","*","*","*"
"Southington School District","South End Elementary School","=""1310711""","Asian","*","*","*","*","*"
"Southington School District","South End Elementary School","=""1310711""","Black or African American","*","*","*","*","*"
"Southington School District","South End Elementary School","=""1310711""","Hispanic/Latino of any race","*","*","*","*","*"
"Southington School District","South End Elementary School","=""1310711""","Two or More Races","*","*","*","*","*"
"Southington School District","South End Elementary School","=""1310711""","White","*","*",4.4,3.1,5.3
"Southington School District","Thalberg Elementary School","=""1310911""","American Indian or Alaska Native","*","*","*","*","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Asian","*",0.0,"*","*","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Black or African American","*","*","*","*","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Hispanic/Latino of any race",0.0,"*",20.7,"*","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Two or More Races","*","*","*","*","*"
"Southington School District","Thalberg Elementary School","=""1310911""","White","*",2.2,2.3,3.1,"*"
"Southington School District","Derynoski Elementary School","=""1311511""","American Indian or Alaska Native","N/A","*","*","*","*"
"Southington School District","Derynoski Elementary School","=""1311511""","Asian","*","*","*","*","*"
"Southington School District","Derynoski Elementary School","=""1311511""","Black or African American","*","*","*","*","*"
"Southington School District","Derynoski Elementary School","=""1311511""","Hispanic/Latino of any race","*","*",17.5,19.4,"*"
"Southington School District","Derynoski Elementary School","=""1311511""","Two or More Races","*","*","*","*","*"
"Southington School District","Derynoski Elementary School","=""1311511""","White",3.3,5.4,5.5,3.5,3.1
"Southington School District","Flanders Elementary School","=""1311311""","Asian","*","*","*","*","*"
"Southington School District","Flanders Elementary School","=""1311311""","Black or African American","*","*","*","*","*"
"Southington School District","Flanders Elementary School","=""1311311""","Hispanic/Latino of any race","*","*","*","*","*"
"Southington School District","Flanders Elementary School","=""1311311""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Southington School District","Flanders Elementary School","=""1311311""","Two or More Races","*","*","*","*","*"
"Southington School District","Flanders Elementary School","=""1311311""","White","*","*","*",2.7,2.7
"Southington School District","Hatton Elementary School","=""1310211""","American Indian or Alaska Native","N/A","*","*","*","*"
"Southington School District","Hatton Elementary School","=""1310211""","Asian","*","*","*","*","*"
"Southington School District","Hatton Elementary School","=""1310211""","Black or African American","*","*","*","*","*"
"Southington School District","Hatton Elementary School","=""1310211""","Hispanic/Latino of any race","*","*","*","*",0.0
"Southington School District","Hatton Elementary School","=""1310211""","Two or More Races","*","*","*","*","*"
"Southington School District","Hatton Elementary School","=""1310211""","White",5.4,"*","*","*","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Asian","*",0.0,0.0,"*",0.0
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Black or African American","*","*","*","*","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Hispanic/Latino of any race",11.7,"*","*",19.6,"*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Two or More Races","*","*","*","*",0.0
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","White",5.2,6.1,6.7,6.3,5.1
"Southington School District","Southington High School","=""1316211""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Southington School District","Southington High School","=""1316211""","Asian","*","*","*","*","*"
"Southington School District","Southington High School","=""1316211""","Black or African American",19.6,18.2,"*","*","*"
"Southington School District","Southington High School","=""1316211""","Hispanic/Latino of any race",17.7,12.7,15.0,11.8,8.6
"Southington School District","Southington High School","=""1316211""","Two or More Races","*","*","*","*","*"
"Southington School District","Southington High School","=""1316211""","White",11.6,10.9,9.2,6.3,8.0
"Southington School District","Strong Elementary School","=""1310811""","Asian","*","*","*","*","*"
"Southington School District","Strong Elementary School","=""1310811""","Black or African American","*","*","*","*","*"
"Southington School District","Strong Elementary School","=""1310811""","Hispanic/Latino of any race","*","*","*","*",25.0
"Southington School District","Strong Elementary School","=""1310811""","Native Hawaiian or Other Pacific Islander","*","*","*","N/A","N/A"
"Southington School District","Strong Elementary School","=""1310811""","Two or More Races","*","*","*","*","*"
"Southington School District","Strong Elementary School","=""1310811""","White","*","*",2.5,"*","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Asian","*","*","*","*","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Black or African American","*","*","*","*","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Hispanic/Latino of any race","*","*","*","*","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Native Hawaiian or Other Pacific Islander","*","*","*","*","N/A"
"Southington School District","Urbin T. Kelley School","=""1311411""","Two or More Races","*","*","*","*","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","White","*",2.4,"*","*","*"
"Southington School District","Achieve","=""1311711""","Asian","N/A","N/A","N/A","*","*"
"Southington School District","Achieve","=""1311711""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Southington School District","Achieve","=""1311711""","White","N/A","N/A","N/A","*","*"
"Southington School District","Alta","=""1310111""","Black or African American","N/A","N/A","N/A","*","N/A"
"Southington School District","Alta","=""1310111""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Southington School District","Alta","=""1310111""","Two or More Races","N/A","N/A","N/A","*","N/A"
"Southington School District","Alta","=""1310111""","White","N/A","N/A","N/A",65.6,"*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Black or African American","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","White","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Black or African American","N/A","N/A","N/A","*","N/A"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","White","N/A","N/A","N/A","*","*"
"Southington School District","EASE","=""1310511""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Southington School District","EASE","=""1310511""","White","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom","=""1310411""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Southington School District","Language Based Classroom","=""1310411""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Southington School District","Language Based Classroom","=""1310411""","White","N/A","N/A","N/A","*","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","White","N/A","N/A","N/A","*","*"
"Sprague School District","Sayles School","=""1330111""","American Indian or Alaska Native","*","*","*","*","*"
"Sprague School District","Sayles School","=""1330111""","Asian","*","*","*","*","*"
"Sprague School District","Sayles School","=""1330111""","Black or African American","*","*","*","*","*"
"Sprague School District","Sayles School","=""1330111""","Hispanic/Latino of any race","*","*","*",25.6,"*"
"Sprague School District","Sayles School","=""1330111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Sprague School District","Sayles School","=""1330111""","Two or More Races","*","*","*","*","*"
"Sprague School District","Sayles School","=""1330111""","White",7.3,6.7,6.7,8.3,6.6
"Stafford School District","Stafford Elementary School","=""1340611""","American Indian or Alaska Native","*","*","*","*","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Asian","*","*","*","*","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Black or African American","*","*","*","*","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Hispanic/Latino of any race","*","*","*","*","*"
"Stafford School District","Stafford Elementary School","=""1340611""","Two or More Races","*","*","*","*","*"
"Stafford School District","Stafford Elementary School","=""1340611""","White",5.0,4.7,"*",7.6,"*"
"Stafford School District","West Stafford School","=""1340411""","American Indian or Alaska Native","*","N/A","N/A","N/A","*"
"Stafford School District","West Stafford School","=""1340411""","Asian","N/A","N/A","N/A","N/A","*"
"Stafford School District","West Stafford School","=""1340411""","Black or African American","N/A","*","*","N/A","N/A"
"Stafford School District","West Stafford School","=""1340411""","Hispanic/Latino of any race","*","*","*","*","*"
"Stafford School District","West Stafford School","=""1340411""","Two or More Races","*","*","*","*","*"
"Stafford School District","West Stafford School","=""1340411""","White",5.2,6.7,"*","*","*"
"Stafford School District","Stafford High School","=""1346111""","Asian","*","*","*","*","*"
"Stafford School District","Stafford High School","=""1346111""","Black or African American","*","*","*","*","*"
"Stafford School District","Stafford High School","=""1346111""","Hispanic/Latino of any race","*","*","*","*","*"
"Stafford School District","Stafford High School","=""1346111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Stafford School District","Stafford High School","=""1346111""","Two or More Races","*","*","*","*","*"
"Stafford School District","Stafford High School","=""1346111""","White","*","*",14.0,10.7,10.7
"Stafford School District","Stafford Middle School","=""1345211""","American Indian or Alaska Native","N/A","*","*","*","*"
"Stafford School District","Stafford Middle School","=""1345211""","Asian","*","*","*","*","*"
"Stafford School District","Stafford Middle School","=""1345211""","Black or African American","*","N/A","*","*","*"
"Stafford School District","Stafford Middle School","=""1345211""","Hispanic/Latino of any race","*","*","*","*","*"
"Stafford School District","Stafford Middle School","=""1345211""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Stafford School District","Stafford Middle School","=""1345211""","Two or More Races","*","*","*","*","*"
"Stafford School District","Stafford Middle School","=""1345211""","White",11.4,7.4,4.5,4.4,6.0
"Stafford School District","Staffordville School","=""1340311""","Asian","*","N/A","N/A","N/A","N/A"
"Stafford School District","Staffordville School","=""1340311""","Black or African American","*","*","*","*","*"
"Stafford School District","Staffordville School","=""1340311""","Hispanic/Latino of any race","*","*","*","*","*"
"Stafford School District","Staffordville School","=""1340311""","Two or More Races","*","*","*","*","*"
"Stafford School District","Staffordville School","=""1340311""","White",8.0,"*","*","*",6.3
"Stafford School District","Stafford Tutoring Program","=""1340211""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Stafford School District","Stafford Tutoring Program","=""1340211""","White","N/A","N/A","N/A","*","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Asian","*","N/A","N/A","*","N/A"
"Stamford Academy District","Stamford Academy","=""2826013""","Black or African American","*",96.6,"*",86.1,100.0
"Stamford Academy District","Stamford Academy","=""2826013""","Hispanic/Latino of any race","*",98.2,"*",85.4,98.3
"Stamford Academy District","Stamford Academy","=""2826013""","Two or More Races","*","*","N/A","N/A","*"
"Stamford Academy District","Stamford Academy","=""2826013""","White","*","*","*","*","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Asian","N/A","N/A","N/A","N/A","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Black or African American","N/A","N/A","N/A","N/A","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","=""2960113""","White","N/A","N/A","N/A","N/A","*"
"Stamford School District","Northeast School","=""1351811""","American Indian or Alaska Native","*","*","N/A","N/A","*"
"Stamford School District","Northeast School","=""1351811""","Asian","*","*","*","*",0.0
"Stamford School District","Northeast School","=""1351811""","Black or African American","*",8.7,8.6,6.4,"*"
"Stamford School District","Northeast School","=""1351811""","Hispanic/Latino of any race",9.3,13.9,11.5,12.5,8.3
"Stamford School District","Northeast School","=""1351811""","Two or More Races","*","*","*","*","*"
"Stamford School District","Northeast School","=""1351811""","White",3.0,4.7,3.0,3.6,4.6
"Stamford School District","Rogers International School","=""1350811""","American Indian or Alaska Native","*","*","*","*","*"
"Stamford School District","Rogers International School","=""1350811""","Asian","*","*",0.0,"*","*"
"Stamford School District","Rogers International School","=""1350811""","Black or African American",7.0,9.4,"*",23.8,19.5
"Stamford School District","Rogers International School","=""1350811""","Hispanic/Latino of any race",3.8,8.8,4.1,23.1,12.8
"Stamford School District","Rogers International School","=""1350811""","Two or More Races","*","*","*","*","*"
"Stamford School District","Rogers International School","=""1350811""","White",4.4,7.5,4.3,14.6,5.8
"Stamford School District","Scofield Middle School","=""1355711""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Stamford School District","Scofield Middle School","=""1355711""","Asian","*","*","*","*","*"
"Stamford School District","Scofield Middle School","=""1355711""","Black or African American","*","*",7.3,15.4,8.2
"Stamford School District","Scofield Middle School","=""1355711""","Hispanic/Latino of any race",3.4,6.3,4.3,9.0,3.0
"Stamford School District","Scofield Middle School","=""1355711""","Two or More Races","*","*","*","*","*"
"Stamford School District","Scofield Middle School","=""1355711""","White",3.9,8.6,6.7,7.3,6.7
"Stamford School District","Stillmeadow School","=""1352111""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Stamford School District","Stillmeadow School","=""1352111""","Asian",15.4,"*","*","*","*"
"Stamford School District","Stillmeadow School","=""1352111""","Black or African American",12.2,15.1,7.7,8.9,9.2
"Stamford School District","Stillmeadow School","=""1352111""","Hispanic/Latino of any race",11.5,14.4,6.9,7.7,12.7
"Stamford School District","Stillmeadow School","=""1352111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Stamford School District","Stillmeadow School","=""1352111""","Two or More Races","*","*","*","*","*"
"Stamford School District","Stillmeadow School","=""1352111""","White",6.2,7.7,4.7,8.6,10.4
"Stamford School District","Toquam Magnet School","=""1351911""","American Indian or Alaska Native","*","*","*","N/A","*"
"Stamford School District","Toquam Magnet School","=""1351911""","Asian",11.1,14.7,"*",13.3,12.4
"Stamford School District","Toquam Magnet School","=""1351911""","Black or African American",9.8,7.7,10.3,12.4,12.1
"Stamford School District","Toquam Magnet School","=""1351911""","Hispanic/Latino of any race",12.5,17.5,6.7,9.0,8.5
"Stamford School District","Toquam Magnet School","=""1351911""","Native Hawaiian or Other Pacific Islander","N/A","*","*","*","*"
"Stamford School District","Toquam Magnet School","=""1351911""","Two or More Races","*","*","*","*","*"
"Stamford School District","Toquam Magnet School","=""1351911""","White",7.1,8.7,7.1,"*","*"
"Stamford School District","Cloonan School","=""1355611""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Stamford School District","Cloonan School","=""1355611""","Asian","*","*","*",20.6,"*"
"Stamford School District","Cloonan School","=""1355611""","Black or African American",17.1,22.1,12.7,53.0,52.4
"Stamford School District","Cloonan School","=""1355611""","Hispanic/Latino of any race",17.8,27.2,13.1,43.9,46.2
"Stamford School District","Cloonan School","=""1355611""","Two or More Races","*","*","*","*","*"
"Stamford School District","Cloonan School","=""1355611""","White",9.7,15.0,"*",25.9,21.5
"Stamford School District","Davenport Ridge School","=""1352011""","Asian","*","*","*","*","*"
"Stamford School District","Davenport Ridge School","=""1352011""","Black or African American",13.3,13.0,11.1,13.8,"*"
"Stamford School District","Davenport Ridge School","=""1352011""","Hispanic/Latino of any race",14.2,13.8,12.4,9.7,8.7
"Stamford School District","Davenport Ridge School","=""1352011""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Stamford School District","Davenport Ridge School","=""1352011""","Two or More Races","*","*","*","*","*"
"Stamford School District","Davenport Ridge School","=""1352011""","White",6.4,4.3,5.3,5.3,4.6
"Stamford School District","Dolan School","=""1355311""","Asian","*","*","*","*","*"
"Stamford School District","Dolan School","=""1355311""","Black or African American",12.6,11.0,"*",42.6,43.1
"Stamford School District","Dolan School","=""1355311""","Hispanic/Latino of any race",17.5,16.5,4.3,29.4,25.3
"Stamford School District","Dolan School","=""1355311""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Stamford School District","Dolan School","=""1355311""","Two or More Races","*","*","*","*","*"
"Stamford School District","Dolan School","=""1355311""","White",12.4,14.8,"*",16.0,12.8
"Stamford School District","Hart School","=""1352211""","Asian","*","*","*",19.1,13.1
"Stamford School District","Hart School","=""1352211""","Black or African American",7.5,9.4,7.8,6.3,"*"
"Stamford School District","Hart School","=""1352211""","Hispanic/Latino of any race",9.3,14.6,7.4,8.3,4.6
"Stamford School District","Hart School","=""1352211""","Two or More Races","*","*","*","*","*"
"Stamford School District","Hart School","=""1352211""","White","*",7.3,4.6,"*","*"
"Stamford School District","Julia A. Stark School","=""1351211""","American Indian or Alaska Native","N/A","N/A","N/A","*","N/A"
"Stamford School District","Julia A. Stark School","=""1351211""","Asian","*","*","*","*","*"
"Stamford School District","Julia A. Stark School","=""1351211""","Black or African American","*",13.4,"*",15.6,12.9
"Stamford School District","Julia A. Stark School","=""1351211""","Hispanic/Latino of any race",5.2,8.7,6.6,12.1,8.1
"Stamford School District","Julia A. Stark School","=""1351211""","Native Hawaiian or Other Pacific Islander","N/A","*","*","*","*"
"Stamford School District","Julia A. Stark School","=""1351211""","Two or More Races","*","*","*","*","*"
"Stamford School District","Julia A. Stark School","=""1351211""","White",5.6,"*",3.6,7.8,5.2
"Stamford School District","K. T. Murphy School","=""1350511""","Asian",15.4,23.5,22.9,20.3,7.5
"Stamford School District","K. T. Murphy School","=""1350511""","Black or African American","*","*","*","*","*"
"Stamford School District","K. T. Murphy School","=""1350511""","Hispanic/Latino of any race",3.5,10.5,5.8,7.1,2.7
"Stamford School District","K. T. Murphy School","=""1350511""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Stamford School District","K. T. Murphy School","=""1350511""","Two or More Races","*","*","*","*","*"
"Stamford School District","K. T. Murphy School","=""1350511""","White","*","*","*",15.1,"*"
"Stamford School District","Newfield School","=""1350611""","Asian","*","*","*","*","*"
"Stamford School District","Newfield School","=""1350611""","Black or African American","*",13.6,13.4,8.1,"*"
"Stamford School District","Newfield School","=""1350611""","Hispanic/Latino of any race",13.7,17.8,11.9,13.9,7.8
"Stamford School District","Newfield School","=""1350611""","Two or More Races","*","*","*","*","*"
"Stamford School District","Newfield School","=""1350611""","White",6.2,"*","*","*","*"
"Stamford School District","Rippowam Middle School","=""1355811""","Asian","*","*","*","*","*"
"Stamford School District","Rippowam Middle School","=""1355811""","Black or African American",19.0,20.0,9.1,9.0,13.5
"Stamford School District","Rippowam Middle School","=""1355811""","Hispanic/Latino of any race",21.2,32.9,18.4,19.8,10.4
"Stamford School District","Rippowam Middle School","=""1355811""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","*"
"Stamford School District","Rippowam Middle School","=""1355811""","Two or More Races","*","*","*","*","*"
"Stamford School District","Rippowam Middle School","=""1355811""","White","*",13.9,"*",6.3,5.3
