"Chronic Absenteeism, 2014-15"
", All Schools, English Learner Status"

"District","District Code","School","School Code","English Learner Status","% Chronically Absent"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","ELL","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Non-ELL","*"
"Sharon School District","=""1250011""","TOTAL","=""1250211""","Non-ELL","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","ELL","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Non-ELL",5.1
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","ELL","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Non-ELL",3.1
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","ELL","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Non-ELL","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","ELL","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Non-ELL","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","ELL",14.0
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Non-ELL",11.2
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","ELL","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Non-ELL","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","ELL","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-ELL","*"
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","ELL","*"
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Non-ELL","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","ELL","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Non-ELL",6.9
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","ELL","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Non-ELL","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","ELL","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Non-ELL","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","ELL","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Non-ELL","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","ELL","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Non-ELL","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","ELL","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-ELL","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","ELL","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Non-ELL","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","ELL","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Non-ELL","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","ELL","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Non-ELL","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","ELL","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Non-ELL","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","ELL","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Non-ELL","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-ELL",18.1
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","ELL","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Non-ELL","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","ELL","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Non-ELL","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","ELL","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Non-ELL","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","ELL","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Non-ELL","*"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Non-ELL","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","ELL","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Non-ELL","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","ELL","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Non-ELL","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","ELL","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Non-ELL","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","ELL","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Non-ELL",4.7
"Southington School District","=""1310011""","Achieve","=""1311711""","Non-ELL","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Non-ELL",64.4
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","ELL","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Non-ELL","*"
"Southington School District","=""1310011""","EASE","=""1310511""","Non-ELL","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","ELL","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Non-ELL","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","ELL","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Non-ELL","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","ELL","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Non-ELL","*"
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Non-ELL","*"
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","Non-ELL","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","ELL","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Non-ELL","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","ELL","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Non-ELL","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","ELL","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Non-ELL","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","ELL","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Non-ELL","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","ELL","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Non-ELL","*"
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Non-ELL","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Non-ELL","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","ELL","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Non-ELL","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","ELL","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Non-ELL","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","ELL","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Non-ELL","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Non-ELL",10.4
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","ELL","*"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Non-ELL","*"
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Non-ELL","*"
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","Non-ELL",9.7
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","Non-ELL",6.3
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Non-ELL",86.9
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","ELL","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Non-ELL","*"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","ELL",42.6
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Non-ELL",38.7
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","ELL",13.3
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Non-ELL",8.9
"Stamford School District","=""1350011""","Dolan School","=""1355311""","ELL",34.4
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Non-ELL",25.8
"Stamford School District","=""1350011""","Hart School","=""1352211""","ELL",8.4
"Stamford School District","=""1350011""","Hart School","=""1352211""","Non-ELL",9.3
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""","Non-ELL","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","ELL",11.5
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Non-ELL",11.2
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","ELL",12.4
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","Non-ELL",11.9
"Stamford School District","=""1350011""","Newfield School","=""1350611""","ELL",14.2
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Non-ELL",8.4
"Stamford School District","=""1350011""","Northeast School","=""1351811""","ELL","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Non-ELL",6.5
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","ELL",15.4
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Non-ELL",11.9
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","ELL",23.7
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Non-ELL",18.4
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","ELL",8.9
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Non-ELL",12.6
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","ELL","*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Non-ELL","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","ELL",4.8
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Non-ELL",6.4
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","ELL",17.4
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Non-ELL",12.6
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","ELL","*"
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","Non-ELL","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","ELL","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Non-ELL","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","ELL",11.6
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","Non-ELL",8.9
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","ELL",30.0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","Non-ELL",30.9
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","ELL",20.5
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Non-ELL",17.2
"Stamford School District","=""1350011""","Westover School","=""1351411""","ELL",8.6
"Stamford School District","=""1350011""","Westover School","=""1351411""","Non-ELL",6.1
"State Level","=""0000000""","State Level","=""0000000""","ELL",17.5
"State Level","=""0000000""","State Level","=""0000000""","Non-ELL",10.2
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Non-ELL",6.8
"Stonington School District","=""1370011""","Community Classroom","=""1370811""","Non-ELL","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","ELL","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","Non-ELL","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Non-ELL",9.5
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","ELL","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Non-ELL","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","ELL","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Non-ELL","*"
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","ELL","*"
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","Non-ELL","*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","Non-ELL",14.9
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","ELL","*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Non-ELL",4.9
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""","Non-ELL","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Non-ELL",62.5
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","ELL","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Non-ELL","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","ELL","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Non-ELL","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","ELL","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Non-ELL","*"
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","Non-ELL","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","ELL","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Non-ELL","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","ELL","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Non-ELL","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Non-ELL","*"
"Stratford School District","=""1380011""","High School Sails","=""1380711""","ELL","*"
"Stratford School District","=""1380011""","High School Sails","=""1380711""","Non-ELL","*"
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","ELL","*"
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","Non-ELL","*"
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""","Non-ELL","*"
"Stratford School District","=""1380011""","Intensive Need Classroom","=""1381711""","Non-ELL","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Non-ELL","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","ELL","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Non-ELL","*"
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","Non-ELL","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""","ELL","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""","Non-ELL","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","ELL",0.0
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Non-ELL",5.4
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","ELL",7.9
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Non-ELL",6.5
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","ELL","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Non-ELL","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","ELL",25.5
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Non-ELL",17.3
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","Non-ELL","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","ELL","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Non-ELL","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","ELL","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","Non-ELL","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","ELL","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Non-ELL","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Non-ELL",3.4
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","ELL","*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Non-ELL","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","ELL","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Non-ELL","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","ELL","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Non-ELL","*"
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","ELL","*"
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Non-ELL",4.7
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","ELL","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Non-ELL","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Non-ELL",8.4
"Thompson School District","=""1410011""","District Autism Program","=""1410211""","Non-ELL","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","ELL","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Non-ELL","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","ELL","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Non-ELL","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","ELL","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Non-ELL","*"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","ELL","*"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Non-ELL","*"
"Tolland School District","=""1420011""","TALC","=""1420311""","Non-ELL","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","ELL","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Non-ELL","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","ELL","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Non-ELL","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","ELL","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Non-ELL","*"
"Torrington School District","=""1430011""","East School","=""1430111""","ELL","*"
"Torrington School District","=""1430011""","East School","=""1430111""","Non-ELL","*"
"Torrington School District","=""1430011""","East - The Learning Center","=""1431811""","Non-ELL","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","ELL","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Non-ELL","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","ELL","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Non-ELL","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","ELL","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Non-ELL","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","ELL","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Non-ELL","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","ELL",20.4
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Non-ELL",16.8
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","ELL","*"
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Non-ELL","*"
"Torrington School District","=""1430011""","Vogel-Wetmore / Reach","=""1431711""","Non-ELL","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","ELL",0.0
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Non-ELL",7.7
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Non-ELL",65.9
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","ELL","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Non-ELL",3.8
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","ELL","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Non-ELL","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","ELL","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Non-ELL","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","ELL","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Non-ELL","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","ELL","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Non-ELL","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","ELL","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Non-ELL","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","ELL","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Non-ELL",3.9
"Trumbull School District","=""1440011""","REACH","=""1440511""","Non-ELL","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","ELL","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Non-ELL","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Non-ELL","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","ELL","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Non-ELL","*"
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","Non-ELL","*"
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","Non-ELL","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""","Non-ELL","*"
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","Non-ELL","*"
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","Non-ELL","*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","Non-ELL",51.7
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""","Non-ELL","*"
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","Non-ELL","*"
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","Non-ELL",30.7
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","Non-ELL","*"
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","Non-ELL","*"
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""","Non-ELL","*"
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","Non-ELL","*"
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","Non-ELL","*"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","Non-ELL","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Non-ELL","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Non-ELL","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Non-ELL","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Non-ELL",7.8
"Vernon School District","=""1460011""","Northeast School","=""1460311""","ELL","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Non-ELL",6.2
"Vernon School District","=""1460011""","Center Road School","=""1461411""","ELL","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Non-ELL","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","ELL","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Non-ELL","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Non-ELL","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Non-ELL",10.4
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Non-ELL","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","ELL","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Non-ELL","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","ELL","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Non-ELL","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","ELL","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Non-ELL","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Non-ELL",5.8
"Wallingford School District","=""1480011""","Highland School","=""1480211""","ELL","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Non-ELL",2.2
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","ELL","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Non-ELL","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","ELL","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Non-ELL","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","ELL","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Non-ELL","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Non-ELL",50.0
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","ELL","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Non-ELL","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Non-ELL","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","ELL",0.0
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Non-ELL",4.5
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","ELL",0.0
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Non-ELL",7.3
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","ELL","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Non-ELL","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","ELL","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Non-ELL","*"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Non-ELL","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","ELL",0.0
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Non-ELL",5.1
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","ELL","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Non-ELL","*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","ELL","*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Non-ELL","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","ELL","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Non-ELL","*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","ELL",29.4
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Non-ELL",15.9
"Waterbury School District","=""1510011""","Washington School","=""1512311""","ELL","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Non-ELL",11.2
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","ELL",14.0
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Non-ELL",8.9
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","ELL",18.2
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Non-ELL",15.4
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","ELL",30.0
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Non-ELL",19.8
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","ELL","*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Non-ELL","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","ELL",41.1
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Non-ELL",33.7
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","ELL",15.4
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Non-ELL",16.6
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","ELL","*"
